median	q25	q75	median_independent	q25_independent	q75_independent
-173.393	-186.938	-169.33	-167.808	-170.306	-167.465
-173.136	-186.938	-169.321	-167.684	-170.187	-167.465
-173.136	-186.938	-169.321	-167.555	-170.187	-167.338
-173.136	-186.938	-169.321	-167.555	-170.187	-167.338
-172.992	-186.934	-168.783	-167.555	-170.129	-167.338
-172.992	-186.934	-168.783	-167.555	-170.129	-167.31
-172.992	-186.934	-168.783	-167.512	-169.922	-167.219
-172.992	-186.934	-168.783	-167.512	-169.818	-167.206
-172.992	-186.934	-168.731	-167.512	-169.07	-167.206
-172.897	-186.934	-168.731	-167.438	-169.07	-167.151
-172.897	-186.934	-168.731	-167.347	-169.063	-167.023
-172.547	-184.567	-168.731	-167.347	-169.063	-167.023
-172.547	-184.567	-168.731	-167.347	-169.063	-167.023
-172.547	-184.567	-168.731	-167.064	-169.049	-166.774
-172.547	-184.567	-168.731	-167.064	-169.049	-166.387
-172.547	-184.567	-168.731	-167.041	-169.049	-166.387
-172.547	-183.46	-168.731	-167.041	-169.049	-166.387
-171.543	-182.821	-168.659	-167.041	-169.049	-166.387
-171.543	-182.821	-168.573	-167.041	-168.702	-166.387
-171.543	-182.607	-168.573	-167.041	-168.702	-166.387
-171.543	-182.186	-168.098	-166.746	-168.683	-166.387
-171.543	-182.186	-168.098	-166.742	-168.683	-166.367
-171.543	-182.186	-168.098	-166.742	-168.683	-166.367
-171.543	-182.186	-168.098	-166.574	-168.67	-166.367
-171.543	-182.186	-167.773	-166.574	-167.91	-166.367
-171.543	-181.683	-167.773	-166.574	-167.91	-166.353
-171.543	-181.683	-167.773	-166.435	-167.91	-166.032
-171.543	-181.683	-167.773	-166.435	-167.512	-165.505
-171.543	-181.683	-167.751	-166.435	-167.512	-165.505
-171.543	-181.683	-167.749	-166.435	-167.512	-165.505
-171.543	-181.683	-167.657	-166.428	-167.512	-165.505
-171.543	-181.683	-167.657	-166.428	-167.512	-165.505
-171.022	-181.683	-167.657	-166.428	-167.447	-165.505
-170.597	-181.683	-167.657	-166.428	-167.447	-165.505
-170.597	-181.683	-167.574	-166.426	-167.447	-165.499
-170.597	-181.683	-167.574	-166.426	-167.413	-165.499
-170.597	-181.683	-167.574	-166.426	-167.413	-165.497
-170.597	-180.801	-167.574	-166.426	-167.413	-165.497
-170.597	-180.801	-167.574	-166.426	-167.398	-164.996
-170.597	-180.801	-167.356	-166.357	-167.398	-164.996
-170.597	-180.801	-167.356	-166.347	-167.398	-164.996
-170.597	-180.801	-167.356	-166.347	-167.398	-164.903
-170.597	-180.801	-167.356	-166.347	-167.359	-164.903
-170.597	-180.801	-167.356	-166.347	-167.359	-164.811
-169.445	-180.801	-167.356	-166.347	-167.359	-164.811
-169.445	-180.801	-167.356	-166.143	-167.2	-164.745
-169.445	-180.801	-167.356	-166.143	-167.122	-164.745
-169.445	-180.794	-167.356	-166.01	-167.122	-164.622
-169.445	-180.794	-167.356	-166.01	-167.122	-164.622
-169.395	-180.794	-167.356	-165.987	-167.122	-164.46
-169.395	-180.794	-167.356	-165.987	-166.968	-164.46
-169.395	-178.745	-167.356	-165.987	-166.968	-164.46
-169.241	-178.745	-167.265	-165.987	-166.773	-164.46
-169.241	-178.745	-167.265	-165.987	-166.773	-164.46
-169.241	-178.745	-167.265	-165.987	-166.773	-164.46
-169.241	-178.699	-166.643	-165.987	-166.773	-164.46
-169.241	-178.699	-166.643	-165.987	-166.773	-164.46
-169.241	-178.699	-166.643	-165.987	-166.773	-164.46
-169.241	-178.449	-166.584	-165.987	-166.773	-164.46
-169.241	-177.176	-166.584	-165.903	-166.714	-164.451
-169.241	-177.176	-166.584	-165.655	-166.714	-164.451
-169.241	-177.176	-166.584	-165.655	-166.675	-164.451
-169.241	-177.176	-166.584	-165.655	-166.675	-164.443
-169.241	-177.176	-166.584	-165.655	-166.675	-164.048
-169.241	-177.176	-166.584	-165.655	-166.675	-164.048
-169.234	-177.176	-166.584	-165.655	-166.675	-164.048
-169.234	-177.176	-166.584	-165.655	-166.675	-164.048
-169.234	-177.176	-166.478	-165.627	-166.671	-164.043
-169.234	-177.176	-166.478	-165.627	-166.671	-164.043
-168.764	-176.743	-166.478	-165.627	-166.671	-163.832
-168.764	-176.743	-166.478	-165.627	-166.671	-163.82
-168.764	-176.563	-166.478	-165.627	-166.666	-163.82
-168.764	-176.563	-166.478	-165.627	-166.666	-163.82
-168.764	-176.563	-166.478	-165.627	-166.666	-163.82
-168.764	-176.563	-166.478	-165.627	-166.664	-163.82
-168.764	-176.563	-166.478	-165.618	-166.242	-163.354
-168.764	-176.563	-166.478	-165.618	-166.24	-163.354
-168.762	-175.045	-166.477	-165.618	-166.24	-163.354
-168.762	-175.045	-166.473	-165.595	-166.24	-163.354
-168.762	-175.045	-166.473	-165.489	-166.23	-163.354
-168.762	-175.044	-166.473	-165.489	-166.23	-163.309
-168.762	-174.904	-166.311	-165.489	-166.23	-163.294
-168.6	-174.862	-166.311	-165.489	-166.23	-163.294
-168.6	-174.862	-166.311	-165.489	-166.23	-163.226
-168.6	-174.862	-166.311	-165.489	-166.23	-163.226
-168.6	-174.839	-166.311	-165.489	-166.23	-163.226
-168.6	-174.791	-166.013	-165.381	-166.23	-163.21
-168.6	-174.699	-166.013	-165.381	-166.228	-163.21
-168.6	-174.699	-166.013	-165.381	-166.228	-163.202
-168.6	-174.449	-166.013	-165.381	-166.228	-163.202
-168.6	-174.449	-166.013	-165.324	-166.228	-163.202
-168.6	-174.449	-166.013	-165.324	-166.228	-163.202
-168.6	-174.449	-166.013	-165.324	-166.228	-163.202
-168.6	-174.382	-166.013	-165.324	-166.228	-163.202
-168.6	-174.382	-166.013	-165.256	-166.217	-163.202
-168.522	-174.382	-166.013	-165.188	-166.217	-163.202
-168.522	-174.307	-166.013	-165.188	-166.181	-163.202
-167.27	-171.418	-165.992	-165.176	-166.181	-163.201
-167.27	-171.418	-165.992	-165.176	-166.181	-163.201
-167.27	-171.418	-165.992	-165.166	-166.181	-163.201
-167.27	-171.418	-165.992	-165.166	-166.181	-163.201
-167.27	-171.418	-165.992	-165.166	-166.153	-163.201
-167.231	-171.418	-165.992	-165.158	-166.153	-163.201
-167.231	-171.341	-165.992	-165.068	-166.153	-163.201
-167.231	-171.341	-165.992	-165.068	-166.153	-163.201
-167.231	-171.338	-165.992	-165.068	-166.153	-163.201
-167.231	-171.338	-165.992	-165.068	-166.153	-163.201
-167.231	-171.338	-165.992	-165.068	-166.153	-163.05
-167.13	-171.33	-165.992	-165.061	-166.139	-163.049
-167.13	-171.33	-165.992	-165.061	-166.06	-163.049
-167.13	-170.595	-165.992	-165.061	-166.06	-163.049
-167.111	-170.595	-165.306	-165.023	-166.06	-163.049
-167.111	-170.595	-165.306	-165.023	-166.055	-163.049
-167.111	-170.595	-165.306	-165.023	-166.055	-163.045
-167.111	-170.595	-165.306	-165.023	-166.005	-163.045
-167.111	-170.59	-165.306	-165.023	-166.005	-163.045
-167.111	-170.59	-165.286	-165.023	-166.005	-163.024
-167.111	-170.59	-165.286	-165.023	-166.005	-163.024
-167.108	-170.311	-165.286	-165.023	-166.005	-163.024
-167.108	-170.311	-165.286	-165.023	-166.005	-163.024
-167.108	-170.311	-165.286	-165.023	-166.005	-163.024
-166.463	-170.311	-165.286	-165.023	-166.005	-163.024
-166.463	-170.311	-165.286	-165.023	-165.992	-163.024
-166.463	-170.311	-163.418	-164.991	-165.992	-163.024
-166.463	-170.205	-163.418	-164.991	-165.992	-163.002
-166.463	-169.8	-163.418	-164.605	-165.992	-163.002
-166.401	-169.8	-163.418	-164.605	-165.7	-163.002
-166.401	-168.681	-163.418	-164.605	-165.7	-163.002
-166.401	-168.681	-163.418	-164.605	-165.7	-163.002
-166.401	-168.681	-163.418	-164.605	-165.7	-163.002
-166.023	-168.681	-163.418	-164.605	-165.578	-162.995
-166.023	-168.681	-163.418	-164.605	-165.578	-162.995
-166.023	-168.681	-159.787	-164.605	-165.578	-162.995
-166.023	-168.681	-159.787	-164.605	-165.578	-162.995
-165.987	-168.681	-159.787	-164.605	-165.578	-162.983
-165.987	-168.681	-159.787	-164.605	-165.578	-162.983
-165.987	-168.681	-159.787	-164.561	-165.578	-162.983
-165.987	-168.681	-159.787	-164.561	-165.578	-162.983
-165.987	-168.681	-159.787	-164.561	-165.578	-162.834
-165.981	-168.681	-159.757	-164.561	-165.578	-162.834
-165.981	-168.681	-159.757	-164.54	-165.578	-162.834
-165.981	-168.681	-159.757	-164.54	-165.578	-162.834
-165.981	-168.681	-159.757	-164.54	-165.578	-162.834
-165.981	-168.681	-159.757	-164.492	-165.578	-162.834
-165.981	-168.681	-159.757	-164.492	-165.578	-162.833
-165.935	-168.681	-159.757	-164.492	-165.578	-162.833
-165.935	-168.681	-159.757	-164.461	-165.578	-162.833
-165.935	-168.681	-159.757	-164.461	-165.578	-162.803
-165.935	-168.681	-159.757	-164.461	-165.578	-162.803
-165.935	-168.681	-159.757	-164.27	-165.578	-162.803
-165.896	-168.621	-159.757	-164.27	-165.578	-162.803
-165.896	-168.621	-159.634	-164.27	-165.578	-162.803
-165.896	-168.621	-159.54	-164.27	-165.578	-162.803
-165.896	-168.621	-159.54	-164.27	-165.578	-162.803
-165.896	-168.621	-159.54	-164.27	-165.578	-162.803
-165.896	-168.62	-159.54	-164.27	-165.578	-162.748
-165.887	-168.62	-159.54	-164.27	-165.578	-162.748
-165.887	-168.564	-159.54	-164.27	-165.578	-162.748
-165.887	-168.564	-159.54	-164.219	-165.578	-162.628
-165.887	-168.564	-159.54	-164.219	-165.578	-162.628
-165.887	-168.564	-159.54	-164.202	-165.578	-162.628
-165.887	-168.564	-159.54	-164.202	-165.578	-162.628
-165.887	-168.564	-159.54	-164.202	-165.578	-162.628
-165.887	-168.425	-159.54	-164.202	-165.578	-162.628
-165.821	-168.362	-159.54	-164.202	-165.578	-162.628
-165.821	-168.362	-159.54	-164.202	-165.578	-162.628
-165.821	-168.362	-159.54	-164.202	-165.578	-162.628
-165.821	-168.362	-159.54	-164.118	-165.553	-162.628
-165.821	-168.362	-159.54	-164.118	-165.553	-162.628
-165.638	-168.362	-159.54	-164.118	-165.553	-162.628
-165.603	-168.361	-159.54	-164.118	-165.553	-162.628
-165.603	-168.361	-159.539	-164.118	-165.553	-162.628
-165.603	-168.361	-159.539	-164.118	-165.553	-162.619
-165.603	-168.361	-159.539	-164.118	-165.553	-162.619
-165.603	-168.361	-159.539	-164.118	-165.553	-162.619
-165.603	-168.361	-159.409	-164.118	-165.553	-162.608
-165.603	-168.361	-159.409	-164.118	-165.553	-162.608
-165.603	-168.361	-159.409	-164.118	-165.553	-162.608
-165.601	-168.361	-159.409	-164.118	-165.553	-162.536
-165.601	-168.256	-159.409	-164.118	-165.553	-162.536
-165.601	-168.256	-159.409	-164.118	-165.553	-162.493
-165.601	-168.256	-159.409	-164.118	-165.553	-162.451
-165.601	-168.256	-159.315	-164.118	-165.553	-162.451
-165.601	-168.256	-159.315	-164.118	-165.553	-162.451
-165.601	-168.131	-159.315	-164.118	-165.553	-162.435
-165.601	-168.131	-159.315	-164.118	-165.553	-162.411
-165.601	-168.131	-159.315	-164.118	-165.553	-162.411
-165.601	-168.131	-159.315	-164.118	-165.553	-162.411
-165.601	-168.131	-159.315	-164.118	-165.553	-162.411
-165.601	-168.131	-159.315	-164.118	-165.553	-162.411
-165.542	-168.131	-159.315	-164.118	-165.553	-162.411
-165.542	-168.131	-159.315	-164.118	-165.553	-162.411
-165.542	-168.131	-159.315	-164.118	-165.552	-162.411
-165.542	-168.131	-159.315	-164.118	-165.552	-162.411
-165.542	-168.128	-159.255	-164.112	-165.552	-162.408
-165.533	-168.128	-159.255	-164.112	-165.552	-162.408
-165.533	-168.128	-159.255	-164.112	-165.552	-162.408
-165.533	-168.128	-159.255	-164.112	-165.552	-162.408
-165.533	-168.128	-159.255	-164.112	-165.491	-162.408
-165.533	-167.992	-159.255	-164.112	-165.491	-162.408
-165.533	-167.992	-159.255	-164.112	-165.491	-162.408
-165.278	-167.605	-158.362	-164.112	-165.491	-162.408
-165.278	-167.564	-158.362	-164.112	-165.491	-162.408
-165.278	-167.564	-158.362	-164.112	-165.491	-162.408
-165.278	-167.564	-158.362	-164.005	-165.491	-162.408
-165.278	-167.564	-158.362	-164.005	-165.491	-162.408
-165.278	-167.564	-158.362	-164.005	-165.491	-162.408
-165.278	-167.564	-158.362	-164.005	-165.491	-162.408
-165.141	-167.564	-158.362	-164.005	-165.491	-162.408
-165.141	-167.095	-158.362	-164.005	-165.491	-162.408
-164.888	-167.095	-158.362	-164.005	-165.491	-162.408
-164.888	-167.095	-158.362	-163.987	-165.491	-162.408
-164.888	-167.095	-158.362	-163.987	-165.491	-162.408
-164.835	-167.095	-158.362	-163.987	-165.491	-162.408
-164.796	-167.095	-158.362	-163.987	-165.491	-162.37
-164.796	-167.095	-158.362	-163.987	-165.491	-162.37
-164.789	-167.095	-158.362	-163.987	-165.491	-162.364
-164.789	-167.095	-158.362	-163.987	-165.486	-162.364
-164.789	-167.095	-158.362	-163.987	-165.486	-162.364
-164.789	-167.095	-158.362	-163.987	-165.483	-162.364
-164.306	-167.095	-158.362	-163.987	-165.389	-162.364
-164.306	-167.095	-158.298	-163.987	-165.389	-162.364
-164.306	-167.095	-158.298	-163.987	-165.389	-162.364
-164.306	-167.095	-158.298	-163.987	-165.389	-162.364
-164.306	-167.095	-158.298	-163.987	-165.389	-162.364
-164.306	-167.095	-158.298	-163.982	-165.389	-162.364
-164.306	-167.095	-158.298	-163.982	-165.389	-162.364
-164.306	-167.095	-158.298	-163.982	-165.389	-162.364
-164.306	-167.095	-158.298	-163.962	-165.389	-162.305
-164.306	-167.095	-158.298	-163.962	-165.389	-162.305
-164.306	-167.095	-158.298	-163.962	-165.389	-162.305
-164.306	-167.095	-158.298	-163.962	-165.389	-162.305
-164.306	-167.095	-158.298	-163.958	-165.389	-162.305
-164.306	-167.095	-158.298	-163.902	-165.389	-162.305
-164.306	-167.095	-158.136	-163.902	-165.389	-162.305
-164.306	-167.095	-158.136	-163.803	-165.389	-162.288
-164.267	-167.005	-158.136	-163.803	-165.386	-162.286
-164.267	-167.005	-158.136	-163.803	-165.386	-162.286
-164.262	-166.999	-158.136	-163.803	-165.386	-162.286
-164.261	-166.999	-158.136	-163.803	-165.386	-162.286
-164.261	-166.999	-158.129	-163.803	-165.386	-162.286
-164.261	-166.999	-158.129	-163.803	-165.386	-162.286
-164.256	-166.999	-158.129	-163.803	-165.386	-162.286
-164.242	-166.999	-158.129	-163.803	-165.386	-162.286
-164.242	-166.999	-158.129	-163.803	-165.386	-162.286
-164.242	-166.999	-158.129	-163.803	-165.386	-162.286
-162.962	-166.967	-158.129	-163.803	-165.386	-162.286
-162.962	-166.954	-158.129	-163.803	-165.386	-162.286
-162.962	-166.954	-158.129	-163.803	-165.386	-162.286
-162.962	-166.954	-158.129	-163.803	-165.386	-162.286
-162.897	-166.954	-158.129	-163.803	-165.386	-162.286
-162.897	-166.954	-158.129	-163.803	-165.386	-162.286
-162.897	-166.72	-158.129	-163.803	-165.386	-162.286
-162.849	-166.72	-158.129	-163.803	-165.386	-162.286
-162.849	-166.72	-157.659	-163.803	-165.386	-162.286
-162.849	-166.72	-157.659	-163.803	-165.386	-162.286
-162.849	-166.72	-157.659	-163.803	-165.386	-162.286
-162.603	-166.72	-157.659	-163.803	-165.386	-162.286
-162.603	-166.72	-157.659	-163.803	-165.386	-162.286
-162.603	-166.72	-157.659	-163.803	-165.386	-162.286
-162.603	-166.72	-157.659	-163.803	-165.386	-162.286
-162.603	-166.72	-157.659	-163.803	-165.386	-162.286
-162.603	-166.72	-157.659	-163.803	-165.386	-162.286
-162.603	-166.72	-157.659	-163.803	-165.386	-162.275
-162.603	-166.337	-157.659	-163.803	-165.365	-162.275
-162.603	-166.337	-157.659	-163.803	-165.365	-162.275
-162.603	-166.337	-157.594	-163.803	-165.365	-162.275
-162.603	-166.337	-157.594	-163.803	-165.365	-162.275
-162.603	-166.337	-157.594	-163.803	-165.365	-162.275
-162.603	-166.337	-157.594	-163.803	-165.365	-162.275
-162.603	-166.337	-157.517	-163.803	-165.362	-162.275
-162.603	-166.337	-157.517	-163.803	-165.362	-162.275
-162.603	-166.337	-157.487	-163.803	-165.362	-162.275
-162.603	-166.337	-157.452	-163.803	-165.362	-162.275
-162.603	-166.337	-157.452	-163.803	-165.362	-162.275
-162.603	-166.321	-157.452	-163.803	-165.362	-162.275
-162.603	-166.321	-157.282	-163.803	-165.362	-162.275
-162.603	-166.321	-157.282	-163.73	-165.362	-162.275
-162.603	-166.321	-157.282	-163.73	-165.362	-162.275
-162.603	-166.321	-157.282	-163.73	-165.362	-162.275
-162.603	-166.321	-157.282	-163.73	-165.362	-162.275
-162.603	-166.321	-157.282	-163.73	-165.362	-162.275
-162.603	-166.321	-157.282	-163.73	-165.362	-162.242
-162.603	-166.321	-157.282	-163.73	-165.362	-162.242
-162.603	-166.321	-157.282	-163.73	-165.362	-162.242
-162.603	-166.321	-157.282	-163.73	-165.362	-162.242
-162.603	-166.321	-157.282	-163.73	-165.362	-162.242
-162.603	-166.321	-157.282	-163.73	-165.362	-162.242
-162.603	-166.321	-157.282	-163.73	-165.362	-162.242
-162.478	-166.255	-156.057	-163.73	-164.856	-162.242
-162.478	-166.233	-156.057	-163.73	-164.856	-162.242
-162.478	-166.233	-156.057	-163.73	-164.856	-162.242
-162.478	-166.233	-156.057	-163.73	-164.856	-162.242
-162.478	-166.233	-156.051	-163.73	-164.856	-162.242
-162.478	-166.233	-156.051	-163.73	-164.856	-162.242
-162.478	-166.233	-156.051	-163.73	-164.856	-162.242
-162.478	-166.233	-156.051	-163.73	-164.856	-162.233
-162.478	-166.208	-156.051	-163.73	-164.856	-162.233
-162.478	-166.208	-156.051	-163.73	-164.856	-162.233
-162.478	-166.208	-156.051	-163.73	-164.856	-162.233
-162.478	-166.208	-156.051	-163.73	-164.856	-162.188
-162.478	-166.208	-156.051	-163.73	-164.856	-162.188
-162.478	-166.149	-156.051	-163.73	-164.856	-162.188
-162.478	-166.149	-156.051	-163.73	-164.856	-162.188
-162.478	-166.149	-156.051	-163.73	-164.856	-162.188
-162.478	-166.149	-156.051	-163.73	-164.856	-162.188
-159.648	-165.943	-155.728	-163.73	-164.856	-162.188
-159.648	-165.943	-155.728	-163.73	-164.856	-162.188
-159.648	-165.943	-155.728	-163.73	-164.856	-162.188
-159.648	-165.943	-155.728	-163.708	-164.856	-162.188
-159.648	-165.943	-155.728	-163.708	-164.856	-162.188
-159.648	-165.943	-155.728	-163.708	-164.856	-162.188
-159.648	-165.943	-154.369	-163.708	-164.856	-162.188
-159.648	-165.943	-154.369	-163.708	-164.856	-162.182
-159.648	-165.943	-154.369	-163.708	-164.856	-162.182
-159.648	-165.943	-154.369	-163.708	-164.856	-162.182
-159.648	-165.943	-154.369	-163.708	-164.856	-162.182
-159.648	-165.943	-154.369	-163.708	-164.856	-162.182
-159.637	-165.943	-154.369	-163.708	-164.856	-162.182
-159.637	-165.943	-154.369	-163.708	-164.856	-162.182
-159.637	-165.943	-154.369	-163.708	-164.856	-162.135
-159.637	-165.943	-154.369	-163.708	-164.856	-162.135
-159.637	-165.931	-154.369	-163.708	-164.856	-162.135
-159.637	-165.931	-154.107	-163.708	-164.856	-162.135
-159.637	-165.931	-154.107	-163.708	-164.856	-162.135
-159.626	-165.931	-154.107	-163.7	-164.856	-162.135
-159.626	-165.931	-154.107	-163.7	-164.856	-162.135
-159.626	-165.931	-154.107	-163.7	-164.797	-162.135
-159.626	-165.931	-154.107	-163.7	-164.797	-162.135
-159.626	-165.931	-154.107	-163.7	-164.797	-162.135
-159.626	-165.931	-154.107	-163.7	-164.797	-162.135
-159.626	-165.931	-154.107	-163.7	-164.797	-162.135
-159.626	-165.931	-153.946	-163.7	-164.797	-162.135
-159.626	-165.931	-153.946	-163.7	-164.649	-162.135
-159.626	-165.931	-153.946	-163.7	-164.369	-162.135
-159.626	-165.931	-153.946	-163.7	-164.369	-162.135
-159.626	-165.931	-153.946	-163.7	-164.369	-162.135
-159.626	-165.931	-153.946	-163.7	-164.369	-162.135
-159.626	-165.931	-153.946	-163.7	-164.369	-162.135
-159.626	-165.931	-153.946	-163.7	-164.369	-162.135
-159.626	-165.931	-153.946	-163.661	-164.369	-162.135
-159.626	-165.931	-153.946	-163.661	-164.369	-162.135
-159.597	-165.931	-153.946	-163.661	-164.369	-162.135
-159.593	-165.931	-153.562	-163.661	-164.369	-162.135
-159.557	-165.931	-153.562	-163.661	-164.369	-162.135
-159.557	-165.931	-153.562	-163.661	-164.369	-162.135
-159.557	-165.931	-153.562	-163.661	-164.369	-162.135
