median	q25	q75	median_independent	q25_independent	q75_independent
-78.658	-79.935	-74.211	-88.07	-88.784	-87.52
-78.658	-79.935	-74.211	-88.07	-88.784	-87.52
-78.658	-79.935	-74.211	-88.07	-88.784	-87.52
-78.625	-79.935	-74.211	-88.07	-88.784	-87.52
-78.625	-79.879	-74.211	-88.07	-88.784	-87.52
-78.625	-79.879	-74.211	-88.07	-88.784	-87.52
-78.625	-79.879	-74.211	-88.07	-88.784	-87.52
-78.625	-79.879	-74.167	-88.07	-88.784	-87.52
-78.625	-79.879	-74.164	-88.07	-88.784	-87.52
-78.625	-79.879	-74.164	-88.069	-88.784	-87.52
-78.625	-79.879	-74.164	-88.069	-88.784	-87.52
-78.625	-79.859	-74.164	-88.06	-88.784	-87.52
-78.582	-79.859	-74.149	-88.06	-88.784	-87.52
-78.483	-79.859	-74.128	-88.06	-88.783	-87.52
-78.483	-79.859	-74.128	-88.034	-88.783	-87.52
-78.483	-79.859	-74.128	-88.034	-88.783	-87.52
-78.483	-79.859	-74.128	-88.034	-88.783	-87.52
-78.483	-79.859	-74.128	-88.034	-88.783	-87.52
-78.483	-79.859	-74.128	-88.01	-88.783	-87.52
-78.481	-79.859	-74.128	-88.01	-88.783	-87.52
-78.481	-79.859	-74.128	-87.988	-88.783	-87.517
-78.467	-79.859	-74.128	-87.988	-88.783	-87.517
-78.467	-79.859	-74.128	-87.953	-88.783	-87.517
-78.461	-79.859	-74.128	-87.915	-88.783	-87.517
-78.461	-79.859	-74.128	-87.915	-88.783	-87.517
-78.461	-79.859	-74.128	-87.915	-88.783	-87.517
-78.461	-79.859	-74.126	-87.915	-88.783	-87.517
-78.461	-79.859	-74.126	-87.915	-88.783	-87.517
-78.461	-79.849	-74.126	-87.885	-88.783	-87.437
-78.461	-79.849	-74.126	-87.885	-88.783	-87.437
-78.461	-79.849	-74.126	-87.885	-88.783	-87.437
-78.461	-79.849	-74.126	-87.885	-88.783	-87.437
-78.461	-79.849	-74.126	-87.885	-88.783	-87.437
-78.461	-79.849	-74.126	-87.885	-88.783	-87.437
-78.44	-79.849	-74.125	-87.885	-88.783	-87.437
-78.44	-79.83	-74.125	-87.885	-88.783	-87.437
-78.44	-79.83	-74.125	-87.885	-88.783	-87.437
-78.44	-79.83	-74.125	-87.885	-88.783	-87.437
-78.44	-79.83	-74.125	-87.885	-88.783	-87.437
-78.44	-79.83	-74.125	-87.839	-88.783	-87.427
-78.44	-79.83	-74.125	-87.839	-88.783	-87.427
-78.44	-79.83	-74.125	-87.839	-88.783	-87.427
-78.44	-79.83	-74.125	-87.839	-88.783	-87.427
-78.44	-79.83	-74.125	-87.839	-88.783	-87.427
-78.44	-79.83	-74.125	-87.839	-88.783	-87.427
-78.438	-79.83	-74.125	-87.839	-88.783	-87.427
-78.438	-79.83	-74.122	-87.839	-88.783	-87.426
-78.437	-79.83	-74.122	-87.839	-88.783	-87.426
-78.437	-79.83	-74.122	-87.839	-88.783	-87.426
-78.431	-79.83	-74.122	-87.839	-88.783	-87.426
-78.431	-79.83	-74.122	-87.839	-88.783	-87.426
-78.431	-79.83	-74.122	-87.839	-88.783	-87.426
-78.431	-79.83	-74.122	-87.839	-88.783	-87.424
-78.431	-79.83	-74.121	-87.839	-88.783	-87.424
-78.43	-79.83	-74.1	-87.839	-88.783	-87.424
-78.43	-79.83	-74.1	-87.839	-88.783	-87.423
-78.43	-79.83	-74.1	-87.839	-88.783	-87.423
-78.43	-79.83	-74.1	-87.839	-88.783	-87.419
-78.426	-79.83	-74.081	-87.839	-88.783	-87.419
-78.426	-79.761	-74.081	-87.838	-88.783	-87.419
-78.426	-79.761	-74.081	-87.838	-88.783	-87.419
-78.426	-79.761	-74.081	-87.838	-88.766	-87.419
-78.426	-79.761	-74.081	-87.838	-88.766	-87.419
-78.426	-79.761	-74.081	-87.838	-88.766	-87.418
-78.426	-79.761	-74.081	-87.838	-88.766	-87.418
-78.426	-79.761	-74.081	-87.838	-88.766	-87.418
-78.426	-79.761	-74.081	-87.838	-88.765	-87.418
-78.426	-79.761	-74.081	-87.838	-88.765	-87.417
-78.426	-79.425	-74.081	-87.838	-88.765	-87.417
-78.426	-79.425	-74.081	-87.838	-88.765	-87.417
-78.426	-79.425	-74.081	-87.838	-88.765	-87.415
-78.388	-79.418	-74.081	-87.838	-88.765	-87.415
-78.388	-79.108	-74.081	-87.838	-88.765	-87.415
-78.388	-79.108	-74.081	-87.838	-88.765	-87.415
-78.388	-79.105	-74.081	-87.838	-88.765	-87.413
-78.388	-79.105	-74.081	-87.838	-88.765	-87.413
-77.931	-79.062	-73.761	-87.838	-88.765	-87.413
-77.931	-79.062	-73.761	-87.838	-88.765	-87.413
-77.931	-79.062	-73.761	-87.838	-88.765	-87.413
-77.931	-79.062	-73.761	-87.838	-88.765	-87.413
-77.931	-78.853	-73.761	-87.838	-88.765	-87.413
-77.923	-78.853	-73.761	-87.838	-88.765	-87.413
-77.923	-78.853	-73.761	-87.838	-88.765	-87.413
-77.923	-78.853	-73.631	-87.838	-88.765	-87.413
-77.923	-78.853	-73.631	-87.838	-88.757	-87.413
-77.922	-78.853	-73.631	-87.838	-88.757	-87.413
-77.887	-78.853	-73.631	-87.838	-88.757	-87.413
-77.876	-78.853	-73.626	-87.838	-88.757	-87.413
-77.876	-78.853	-73.626	-87.838	-88.757	-87.413
-77.876	-78.853	-73.626	-87.838	-88.757	-87.413
-77.876	-78.853	-73.626	-87.838	-88.757	-87.411
-77.876	-78.853	-73.626	-87.838	-88.757	-87.411
-77.876	-78.853	-73.626	-87.838	-88.757	-87.411
-77.876	-78.853	-73.626	-87.77	-88.757	-87.411
-77.876	-78.853	-73.626	-87.77	-88.757	-87.411
-77.876	-78.853	-73.626	-87.77	-88.757	-87.41
-77.816	-78.853	-73.626	-87.767	-88.757	-87.41
-77.816	-78.853	-73.626	-87.767	-88.757	-87.41
-77.816	-78.853	-73.626	-87.767	-88.757	-87.409
-77.413	-78.853	-73.584	-87.767	-88.757	-87.409
-77.413	-78.853	-73.584	-87.767	-88.743	-87.409
-77.413	-78.853	-73.561	-87.767	-88.743	-87.409
-77.413	-78.853	-73.542	-87.767	-88.743	-87.409
-77.413	-78.853	-73.383	-87.767	-88.742	-87.409
-77.412	-78.853	-73.383	-87.767	-88.742	-87.409
-77.412	-78.853	-73.383	-87.767	-88.742	-87.409
-77.412	-78.853	-73.36	-87.767	-88.742	-87.409
-77.412	-78.853	-73.36	-87.767	-88.727	-87.409
-77.412	-78.853	-73.36	-87.767	-88.727	-87.407
-77.412	-78.853	-73.356	-87.767	-88.727	-87.407
-77.412	-78.852	-73.356	-87.767	-88.727	-87.407
-77.395	-78.852	-73.347	-87.767	-88.727	-87.407
-77.395	-78.852	-73.347	-87.767	-88.727	-87.407
-77.395	-78.852	-73.347	-87.767	-88.727	-87.407
-77.395	-78.852	-73.33	-87.766	-88.727	-87.404
-77.395	-78.852	-73.33	-87.766	-88.727	-87.404
-77.395	-78.852	-73.33	-87.766	-88.727	-87.404
-77.395	-78.851	-73.327	-87.766	-88.727	-87.404
-77.395	-78.851	-73.327	-87.766	-88.727	-87.404
-77.395	-78.851	-73.327	-87.766	-88.727	-87.402
-77.395	-78.851	-73.327	-87.766	-88.727	-87.402
-77.395	-78.851	-73.327	-87.766	-88.727	-87.402
-77.395	-78.851	-73.327	-87.765	-88.727	-87.402
-77.395	-78.851	-73.327	-87.765	-88.727	-87.402
-77.395	-78.851	-73.327	-87.765	-88.727	-87.402
-77.389	-78.851	-73.322	-87.765	-88.727	-87.402
-77.389	-78.851	-73.314	-87.765	-88.727	-87.402
-77.389	-78.851	-73.314	-87.765	-88.727	-87.4
-77.389	-78.851	-73.314	-87.765	-88.727	-87.4
-77.389	-78.851	-73.314	-87.765	-88.727	-87.4
-77.389	-78.851	-73.314	-87.765	-88.727	-87.4
-77.389	-78.851	-73.314	-87.765	-88.727	-87.4
-77.389	-78.851	-73.314	-87.765	-88.721	-87.4
-77.387	-78.851	-73.314	-87.765	-88.721	-87.4
-77.387	-78.851	-73.314	-87.765	-88.721	-87.4
-77.387	-78.851	-73.314	-87.765	-88.721	-87.4
-77.387	-78.851	-73.314	-87.765	-88.721	-87.4
-77.344	-78.851	-73.314	-87.765	-88.717	-87.4
-77.344	-78.851	-73.313	-87.765	-88.717	-87.4
-77.344	-78.851	-73.313	-87.765	-88.717	-87.4
-77.344	-78.851	-73.313	-87.765	-88.717	-87.4
-77.344	-78.851	-73.313	-87.765	-88.717	-87.4
-77.31	-78.851	-73.313	-87.765	-88.717	-87.4
-77.31	-78.851	-73.313	-87.765	-88.717	-87.4
-77.31	-78.851	-73.313	-87.764	-88.717	-87.4
-77.31	-78.851	-73.313	-87.764	-88.717	-87.4
-77.31	-78.851	-73.313	-87.764	-88.717	-87.398
-77.31	-78.851	-73.313	-87.764	-88.717	-87.398
-77.31	-78.851	-73.313	-87.764	-88.69	-87.398
-77.31	-78.851	-73.302	-87.764	-88.684	-87.398
-77.142	-78.519	-73.302	-87.764	-88.684	-87.398
-77.142	-78.519	-73.302	-87.764	-88.684	-87.398
-75.805	-78.519	-73.139	-87.764	-88.684	-87.398
-75.805	-78.519	-73.139	-87.764	-88.684	-87.398
-75.805	-78.518	-73.139	-87.764	-88.684	-87.398
-75.804	-78.518	-73.139	-87.764	-88.684	-87.398
-75.804	-78.473	-73.06	-87.764	-88.684	-87.398
-75.804	-78.473	-73.06	-87.764	-88.684	-87.398
-75.804	-78.473	-73.06	-87.764	-88.684	-87.398
-75.804	-78.473	-73.06	-87.764	-88.684	-87.398
-75.804	-78.473	-73.06	-87.764	-88.678	-87.398
-75.804	-78.473	-73.06	-87.764	-88.678	-87.398
-75.804	-78.44	-73.06	-87.764	-88.678	-87.398
-75.799	-78.44	-73.06	-87.764	-88.678	-87.398
-75.799	-78.44	-73.06	-87.764	-88.678	-87.398
-75.792	-78.44	-73.06	-87.764	-88.678	-87.398
-75.792	-78.44	-73.06	-87.764	-88.678	-87.398
-75.712	-78.44	-73.06	-87.764	-88.678	-87.394
-75.712	-78.44	-73.06	-87.764	-88.678	-87.394
-75.712	-78.44	-73.06	-87.764	-88.678	-87.394
-75.712	-78.44	-73.047	-87.764	-88.678	-87.394
-75.712	-78.44	-73.047	-87.764	-88.678	-87.394
-75.703	-78.44	-73.047	-87.764	-88.678	-87.394
-75.703	-78.44	-73.047	-87.764	-88.678	-87.394
-75.703	-78.44	-73.047	-87.764	-88.678	-87.394
-75.703	-78.44	-73.047	-87.764	-88.678	-87.394
-75.703	-78.44	-73.047	-87.764	-88.678	-87.394
-75.703	-78.44	-73.047	-87.764	-88.678	-87.394
-75.703	-78.44	-73.047	-87.764	-88.678	-87.39
-75.703	-78.44	-73.047	-87.764	-88.678	-87.39
-75.703	-78.44	-73.047	-87.764	-88.678	-87.39
-75.703	-78.44	-72.956	-87.764	-88.678	-87.39
-75.703	-78.44	-72.956	-87.764	-88.678	-87.39
-75.703	-78.44	-72.956	-87.764	-88.678	-87.39
-75.676	-78.44	-72.956	-87.764	-88.678	-87.39
-75.653	-78.44	-72.956	-87.764	-88.678	-87.39
-75.653	-78.44	-72.956	-87.764	-88.678	-87.39
-75.653	-78.44	-72.951	-87.764	-88.678	-87.39
-75.653	-78.44	-72.951	-87.764	-88.678	-87.39
-75.653	-78.44	-72.951	-87.764	-88.678	-87.39
-75.653	-78.44	-72.951	-87.764	-88.678	-87.39
-75.653	-78.44	-72.874	-87.764	-88.678	-87.39
-75.653	-78.44	-72.874	-87.764	-88.678	-87.39
-75.653	-78.44	-72.874	-87.764	-88.678	-87.39
-75.653	-78.437	-72.874	-87.764	-88.678	-87.39
-75.653	-78.437	-72.874	-87.764	-88.678	-87.39
-75.653	-78.437	-72.874	-87.764	-88.678	-87.39
-75.653	-78.437	-72.874	-87.764	-88.678	-87.39
-75.653	-78.437	-72.874	-87.764	-88.678	-87.39
-75.646	-78.437	-72.874	-87.764	-88.678	-87.39
-75.637	-78.437	-72.874	-87.764	-88.678	-87.39
-75.637	-78.437	-72.874	-87.764	-88.678	-87.39
-75.637	-78.437	-72.874	-87.764	-88.678	-87.389
-75.637	-78.437	-72.874	-87.764	-88.678	-87.389
-75.637	-78.437	-72.874	-87.764	-88.678	-87.389
-75.637	-78.437	-72.874	-87.764	-88.678	-87.389
-75.583	-78.437	-72.874	-87.764	-88.678	-87.389
-75.583	-78.437	-72.874	-87.764	-88.678	-87.389
-75.583	-78.437	-72.874	-87.764	-88.677	-87.389
-75.583	-78.437	-72.874	-87.764	-88.677	-87.389
-75.583	-78.437	-72.874	-87.764	-88.677	-87.389
-75.583	-78.437	-72.874	-87.764	-88.677	-87.389
-75.583	-78.437	-72.874	-87.764	-88.677	-87.389
-75.536	-78.437	-72.874	-87.764	-88.677	-87.389
-75.536	-78.425	-72.874	-87.764	-88.677	-87.389
-75.536	-78.425	-72.874	-87.764	-88.677	-87.389
-75.536	-78.425	-72.874	-87.764	-88.677	-87.389
-75.536	-78.425	-72.874	-87.764	-88.677	-87.389
-75.536	-78.425	-72.874	-87.764	-88.677	-87.389
-75.536	-78.425	-72.874	-87.764	-88.677	-87.389
-75.536	-78.425	-72.874	-87.764	-88.677	-87.389
-75.536	-78.425	-72.874	-87.764	-88.677	-87.389
-75.536	-78.425	-72.874	-87.764	-88.677	-87.389
-75.536	-78.425	-72.844	-87.764	-88.677	-87.389
-75.521	-78.425	-72.844	-87.764	-88.677	-87.389
-75.521	-78.425	-72.844	-87.764	-88.677	-87.389
-75.521	-78.425	-72.844	-87.764	-88.677	-87.389
-75.521	-78.413	-72.844	-87.764	-88.676	-87.389
-75.521	-78.413	-72.844	-87.764	-88.562	-87.389
-75.521	-78.413	-72.844	-87.764	-88.562	-87.389
-75.447	-78.413	-72.844	-87.764	-88.562	-87.389
-75.447	-78.413	-72.844	-87.764	-88.562	-87.389
-75.447	-78.413	-72.781	-87.764	-88.562	-87.389
-75.447	-78.413	-72.781	-87.764	-88.562	-87.389
-75.447	-78.406	-72.781	-87.764	-88.562	-87.389
-75.417	-78.406	-72.781	-87.764	-88.546	-87.389
-75.417	-78.406	-72.781	-87.764	-88.546	-87.389
-75.417	-78.406	-72.781	-87.764	-88.546	-87.389
-75.417	-78.406	-72.781	-87.764	-88.546	-87.389
-75.417	-78.406	-72.781	-87.764	-88.546	-87.389
-75.417	-78.406	-72.781	-87.764	-88.546	-87.389
-75.417	-78.406	-72.781	-87.764	-88.546	-87.389
-75.417	-78.406	-72.781	-87.764	-88.546	-87.389
-75.417	-78.406	-72.781	-87.764	-88.546	-87.389
-75.417	-78.406	-72.781	-87.764	-88.546	-87.389
-75.417	-78.406	-72.781	-87.764	-88.546	-87.389
-75.417	-78.406	-72.781	-87.764	-88.546	-87.389
-75.417	-78.406	-72.781	-87.764	-88.546	-87.389
-75.417	-78.406	-72.781	-87.764	-88.546	-87.389
-75.417	-78.406	-72.781	-87.764	-88.546	-87.389
-75.417	-78.406	-72.781	-87.764	-88.546	-87.389
-75.417	-78.406	-72.781	-87.764	-88.546	-87.389
-75.417	-78.406	-72.781	-87.764	-88.546	-87.389
-75.417	-78.406	-72.781	-87.764	-88.546	-87.389
-75.417	-78.406	-72.781	-87.764	-88.546	-87.389
-75.417	-78.406	-72.778	-87.764	-88.546	-87.389
-75.417	-78.406	-72.778	-87.764	-88.546	-87.389
-75.417	-78.406	-72.778	-87.764	-88.546	-87.389
-75.417	-78.406	-72.778	-87.764	-88.546	-87.389
-75.417	-78.406	-72.778	-87.764	-88.546	-87.389
-75.417	-78.406	-72.778	-87.764	-88.546	-87.389
-75.417	-78.406	-72.778	-87.764	-88.546	-87.389
-75.417	-78.406	-72.778	-87.764	-88.546	-87.389
-75.417	-78.406	-72.778	-87.764	-88.546	-87.389
-75.417	-78.406	-72.778	-87.764	-88.546	-87.389
-75.417	-78.406	-72.778	-87.764	-88.546	-87.389
-75.417	-78.406	-72.778	-87.764	-88.546	-87.389
-75.417	-78.406	-72.778	-87.764	-88.546	-87.389
-75.417	-78.406	-72.778	-87.764	-88.546	-87.389
-75.417	-78.406	-72.778	-87.764	-88.546	-87.389
-75.417	-78.406	-72.778	-87.764	-88.546	-87.389
-75.417	-78.406	-72.778	-87.764	-88.546	-87.389
-75.416	-78.406	-72.778	-87.764	-88.546	-87.389
-75.416	-78.406	-72.778	-87.764	-88.546	-87.389
-75.416	-78.406	-72.778	-87.764	-88.546	-87.389
-75.416	-78.406	-72.778	-87.764	-88.546	-87.388
