median	q25	q75	median_independent	q25_independent	q75_independent
-60.746	-61.593	-56.498	-59.28	-60.112	-58.944
-60.712	-61.575	-56.498	-59.28	-60.112	-58.944
-60.712	-61.575	-56.498	-59.28	-60.092	-58.944
-60.712	-61.575	-56.498	-59.28	-60.092	-58.942
-60.712	-61.567	-56.498	-59.28	-60.085	-58.942
-60.529	-61.563	-56.492	-59.28	-60.085	-58.942
-60.529	-61.563	-56.492	-59.28	-59.901	-58.931
-60.528	-61.563	-56.419	-59.28	-59.873	-58.931
-60.526	-61.563	-56.419	-59.275	-59.873	-58.931
-60.526	-61.563	-56.419	-59.275	-59.873	-58.906
-60.526	-61.563	-56.411	-59.275	-59.873	-58.906
-60.526	-61.553	-56.401	-59.275	-59.864	-58.906
-60.526	-61.553	-56.244	-59.275	-59.738	-58.906
-60.526	-61.553	-56.244	-59.275	-59.738	-58.906
-60.526	-61.549	-56.004	-59.275	-59.738	-58.906
-60.526	-61.541	-55.97	-59.273	-59.738	-58.906
-60.526	-61.541	-55.97	-59.067	-59.738	-58.885
-60.526	-61.541	-55.97	-59.067	-59.738	-58.885
-60.526	-61.525	-55.97	-59.067	-59.738	-58.885
-60.526	-61.525	-55.905	-59.067	-59.67	-58.885
-60.526	-61.525	-55.905	-59.067	-59.67	-58.885
-60.513	-61.525	-55.905	-59.067	-59.67	-58.87
-60.451	-61.522	-55.905	-59.067	-59.67	-58.861
-60.451	-61.522	-55.905	-59.067	-59.67	-58.861
-60.437	-61.522	-55.905	-59.067	-59.608	-58.827
-60.437	-61.51	-55.905	-59.066	-59.608	-58.827
-60.437	-61.51	-55.905	-58.989	-59.591	-58.827
-60.437	-61.51	-55.888	-58.989	-59.591	-58.827
-60.437	-61.51	-55.881	-58.989	-59.591	-58.827
-60.382	-61.51	-55.881	-58.939	-59.591	-58.827
-60.382	-61.51	-55.869	-58.939	-59.591	-58.827
-60.211	-61.481	-55.756	-58.93	-59.591	-58.768
-60.199	-61.481	-55.756	-58.93	-59.591	-58.763
-60.199	-61.479	-55.741	-58.93	-59.591	-58.763
-57.951	-61.479	-55.741	-58.93	-59.591	-58.763
-57.951	-61.388	-55.741	-58.927	-59.591	-58.763
-57.951	-61.388	-55.741	-58.927	-59.591	-58.763
-57.951	-61.388	-55.741	-58.927	-59.591	-58.763
-57.951	-61.388	-55.741	-58.927	-59.591	-58.763
-57.951	-61.388	-55.708	-58.927	-59.591	-58.763
-57.868	-61.388	-55.708	-58.927	-59.591	-58.763
-57.868	-61.388	-55.708	-58.927	-59.589	-58.762
-57.868	-61.153	-55.708	-58.927	-59.589	-58.755
-57.868	-61.153	-55.708	-58.927	-59.589	-58.755
-57.868	-61.153	-55.708	-58.927	-59.589	-58.755
-57.868	-61.153	-55.708	-58.924	-59.589	-58.755
-57.868	-61.153	-55.708	-58.924	-59.589	-58.755
-57.868	-61.153	-55.708	-58.924	-59.589	-58.753
-57.868	-61.153	-55.669	-58.924	-59.589	-58.74
-57.868	-61.153	-55.669	-58.924	-59.589	-58.74
-57.868	-60.895	-55.669	-58.924	-59.589	-58.74
-57.868	-60.895	-55.669	-58.924	-59.589	-58.74
-57.868	-60.892	-55.669	-58.919	-59.589	-58.74
-57.868	-60.892	-55.669	-58.919	-59.589	-58.74
-57.868	-60.892	-55.669	-58.919	-59.589	-58.74
-57.661	-60.776	-55.617	-58.919	-59.589	-58.74
-57.661	-60.776	-55.617	-58.919	-59.589	-58.74
-57.661	-60.776	-55.617	-58.919	-59.589	-58.74
-57.661	-60.776	-55.617	-58.919	-59.589	-58.74
-57.661	-60.776	-55.617	-58.919	-59.589	-58.74
-57.661	-60.776	-55.617	-58.919	-59.589	-58.74
-57.661	-60.662	-55.587	-58.919	-59.589	-58.74
-57.661	-60.662	-55.587	-58.919	-59.589	-58.74
-57.654	-60.662	-55.587	-58.919	-59.589	-58.74
-57.654	-60.662	-55.318	-58.919	-59.589	-58.74
-57.654	-60.662	-55.318	-58.919	-59.589	-58.74
-57.654	-60.662	-55.318	-58.919	-59.589	-58.74
-57.654	-60.662	-55.318	-58.893	-59.589	-58.74
-57.652	-60.622	-55.318	-58.893	-59.589	-58.74
-57.652	-60.622	-55.318	-58.892	-59.589	-58.74
-57.652	-60.622	-55.318	-58.867	-59.588	-58.74
-57.652	-60.622	-55.318	-58.867	-59.588	-58.74
-57.638	-60.62	-55.318	-58.863	-59.588	-58.74
-57.638	-60.62	-55.318	-58.863	-59.588	-58.74
-57.638	-60.62	-55.292	-58.862	-59.588	-58.74
-57.638	-60.617	-55.291	-58.862	-59.588	-58.74
-57.638	-60.617	-55.291	-58.838	-59.588	-58.74
-57.638	-60.617	-55.259	-58.838	-59.588	-58.74
-57.638	-60.617	-55.259	-58.838	-59.588	-58.74
-57.638	-60.532	-55.259	-58.838	-59.588	-58.74
-57.638	-60.532	-55.144	-58.838	-59.588	-58.74
-57.638	-60.532	-55.144	-58.829	-59.588	-58.74
-57.638	-60.532	-55.121	-58.829	-59.588	-58.74
-57.638	-60.532	-55.121	-58.829	-59.588	-58.74
-57.606	-60.532	-55.113	-58.829	-59.588	-58.74
-57.606	-60.532	-55.113	-58.826	-59.588	-58.74
-57.606	-60.532	-55.113	-58.826	-59.588	-58.74
-57.606	-60.532	-55.113	-58.826	-59.588	-58.74
-57.606	-60.532	-55.113	-58.826	-59.588	-58.74
-57.606	-60.532	-55.113	-58.826	-59.588	-58.74
-57.593	-60.532	-55.113	-58.826	-59.588	-58.74
-57.593	-60.532	-55.099	-58.826	-59.588	-58.74
-57.593	-60.532	-55.099	-58.825	-59.588	-58.736
-57.593	-60.532	-55.094	-58.825	-59.588	-58.736
-57.593	-60.532	-55.077	-58.825	-59.588	-58.736
-57.593	-60.532	-55.077	-58.825	-59.588	-58.735
-57.593	-60.531	-55.077	-58.825	-59.588	-58.675
-57.593	-60.531	-55.077	-58.825	-59.588	-58.675
-57.593	-60.531	-55.077	-58.825	-59.588	-58.675
-57.593	-60.531	-55.077	-58.825	-59.588	-58.675
-57.593	-60.531	-55.077	-58.825	-59.588	-58.675
-57.593	-60.531	-55.071	-58.824	-59.588	-58.675
-57.593	-60.531	-55.071	-58.824	-59.588	-58.675
-57.593	-60.531	-55.071	-58.824	-59.588	-58.675
-57.593	-60.531	-55.071	-58.824	-59.588	-58.675
-57.593	-60.531	-55.071	-58.824	-59.588	-58.675
-57.593	-60.528	-54.918	-58.824	-59.588	-58.675
-57.593	-60.528	-54.918	-58.824	-59.588	-58.675
-57.593	-60.528	-54.918	-58.824	-59.588	-58.675
-57.593	-60.528	-54.918	-58.824	-59.588	-58.675
-57.593	-60.528	-54.918	-58.824	-59.588	-58.675
-57.593	-60.528	-54.918	-58.824	-59.588	-58.675
-57.593	-60.528	-54.86	-58.824	-59.588	-58.675
-57.593	-60.528	-54.848	-58.824	-59.588	-58.675
-57.592	-60.528	-54.802	-58.824	-59.588	-58.675
-57.592	-60.528	-54.802	-58.824	-59.588	-58.675
-57.592	-60.528	-54.802	-58.824	-59.588	-58.675
-57.592	-60.528	-54.802	-58.824	-59.588	-58.675
-57.592	-60.528	-54.802	-58.824	-59.588	-58.675
-57.592	-60.528	-54.802	-58.824	-59.588	-58.675
-57.592	-60.528	-54.802	-58.824	-59.588	-58.675
-57.592	-60.528	-54.802	-58.824	-59.588	-58.675
-57.592	-60.528	-54.802	-58.824	-59.588	-58.675
-57.592	-60.528	-54.785	-58.824	-59.588	-58.675
-57.592	-60.528	-54.785	-58.823	-59.588	-58.675
-57.547	-60.527	-54.785	-58.823	-59.588	-58.675
-57.547	-60.527	-54.785	-58.823	-59.588	-58.675
-57.547	-60.527	-54.785	-58.823	-59.588	-58.675
-57.547	-60.527	-54.785	-58.823	-59.588	-58.675
-57.547	-60.527	-54.785	-58.823	-59.588	-58.675
-57.547	-60.527	-54.785	-58.823	-59.588	-58.675
-57.538	-60.527	-54.785	-58.823	-59.588	-58.675
-57.538	-60.511	-54.785	-58.823	-59.588	-58.675
-57.538	-60.511	-54.785	-58.823	-59.588	-58.675
-57.538	-60.511	-54.77	-58.823	-59.588	-58.675
-57.538	-60.511	-54.77	-58.823	-59.588	-58.675
-57.538	-60.511	-54.77	-58.823	-59.588	-58.675
-57.538	-60.511	-54.77	-58.823	-59.588	-58.675
-57.538	-60.509	-54.77	-58.823	-59.588	-58.675
-57.538	-60.509	-54.77	-58.823	-59.588	-58.675
-57.538	-60.509	-54.77	-58.823	-59.588	-58.675
-57.538	-60.508	-54.715	-58.823	-59.588	-58.675
-57.538	-60.508	-54.715	-58.823	-59.588	-58.675
-57.538	-60.508	-54.715	-58.823	-59.588	-58.675
-57.538	-60.508	-54.715	-58.823	-59.588	-58.675
-57.538	-60.508	-54.715	-58.823	-59.588	-58.675
-57.538	-60.508	-54.715	-58.822	-59.588	-58.675
-57.538	-60.508	-54.715	-58.822	-59.588	-58.675
-57.538	-60.508	-54.715	-58.822	-59.588	-58.675
-57.538	-60.508	-54.715	-58.822	-59.588	-58.675
-57.538	-60.508	-54.715	-58.822	-59.588	-58.675
-57.538	-60.508	-54.715	-58.821	-59.588	-58.675
-57.538	-60.508	-54.715	-58.821	-59.588	-58.675
-57.538	-60.508	-54.715	-58.821	-59.588	-58.675
-57.538	-60.508	-54.714	-58.821	-59.588	-58.675
-57.538	-60.508	-54.714	-58.821	-59.588	-58.675
-57.538	-60.508	-54.714	-58.821	-59.588	-58.675
-57.538	-60.508	-54.714	-58.821	-59.588	-58.675
-57.538	-60.508	-54.714	-58.821	-59.588	-58.675
-57.538	-60.508	-54.714	-58.821	-59.588	-58.675
-57.538	-60.508	-54.714	-58.821	-59.588	-58.675
-57.538	-60.508	-54.714	-58.821	-59.588	-58.675
-57.538	-60.508	-54.714	-58.821	-59.588	-58.675
-57.538	-60.508	-54.714	-58.821	-59.588	-58.675
-57.538	-60.508	-54.714	-58.821	-59.588	-58.675
-57.538	-60.476	-54.714	-58.821	-59.588	-58.675
-57.538	-60.476	-54.714	-58.821	-59.588	-58.675
-57.538	-60.476	-54.714	-58.821	-59.588	-58.675
-57.538	-60.474	-54.714	-58.819	-59.588	-58.675
-57.538	-60.474	-54.714	-58.819	-59.588	-58.675
-57.538	-60.474	-54.714	-58.819	-59.588	-58.675
-57.538	-60.474	-54.714	-58.819	-59.588	-58.675
-57.538	-60.474	-54.712	-58.819	-59.588	-58.675
-57.475	-60.474	-54.712	-58.819	-59.588	-58.675
-57.475	-60.474	-54.712	-58.819	-59.588	-58.675
-57.475	-60.474	-54.712	-58.819	-59.588	-58.675
-57.475	-60.474	-54.709	-58.819	-59.588	-58.675
-57.475	-60.474	-54.708	-58.819	-59.588	-58.675
-57.475	-60.474	-54.708	-58.819	-59.588	-58.675
-57.475	-60.474	-54.708	-58.819	-59.588	-58.675
-57.475	-60.474	-54.708	-58.819	-59.588	-58.675
-57.475	-60.466	-54.699	-58.819	-59.588	-58.675
-57.475	-60.466	-54.698	-58.819	-59.588	-58.675
-57.475	-60.466	-54.698	-58.819	-59.588	-58.675
-57.475	-60.466	-54.698	-58.819	-59.588	-58.675
-57.475	-60.466	-54.698	-58.819	-59.588	-58.675
-57.475	-60.466	-54.698	-58.819	-59.588	-58.675
-57.475	-60.466	-54.698	-58.819	-59.588	-58.675
-57.475	-60.466	-54.698	-58.819	-59.588	-58.675
-57.475	-60.466	-54.698	-58.819	-59.588	-58.675
-57.475	-60.466	-54.698	-58.819	-59.588	-58.675
-57.475	-60.466	-54.698	-58.819	-59.588	-58.675
-57.475	-60.466	-54.698	-58.819	-59.588	-58.675
-57.475	-60.466	-54.698	-58.819	-59.588	-58.675
-57.475	-60.466	-54.698	-58.819	-59.588	-58.675
-57.475	-60.466	-54.698	-58.819	-59.588	-58.675
-57.475	-60.466	-54.698	-58.819	-59.588	-58.675
-57.475	-60.466	-54.697	-58.819	-59.588	-58.675
-57.475	-60.466	-54.697	-58.819	-59.588	-58.675
-57.475	-60.466	-54.697	-58.819	-59.588	-58.675
-57.467	-60.466	-54.697	-58.819	-59.588	-58.675
-57.451	-60.466	-54.697	-58.819	-59.588	-58.675
-57.451	-60.466	-54.697	-58.819	-59.588	-58.675
-57.451	-60.466	-54.697	-58.819	-59.588	-58.675
-57.451	-60.466	-54.697	-58.819	-59.588	-58.675
-57.451	-60.466	-54.697	-58.819	-59.588	-58.675
-57.451	-60.466	-54.697	-58.819	-59.588	-58.675
-57.451	-60.466	-54.697	-58.819	-59.588	-58.675
-57.451	-60.466	-54.697	-58.819	-59.588	-58.675
-57.451	-60.466	-54.697	-58.819	-59.588	-58.675
-57.451	-60.466	-54.697	-58.819	-59.588	-58.675
-57.451	-60.221	-54.697	-58.819	-59.588	-58.675
-57.451	-60.221	-54.697	-58.819	-59.588	-58.675
-57.451	-60.21	-54.697	-58.819	-59.588	-58.675
-57.449	-60.189	-54.697	-58.819	-59.588	-58.675
-57.443	-60.041	-54.697	-58.819	-59.588	-58.675
-57.443	-59.959	-54.697	-58.819	-59.588	-58.675
-57.435	-59.959	-54.695	-58.819	-59.588	-58.675
-57.346	-59.839	-54.695	-58.819	-59.588	-58.675
-57.346	-59.814	-54.695	-58.819	-59.588	-58.675
-57.346	-59.612	-54.695	-58.819	-59.588	-58.675
-57.346	-59.581	-54.695	-58.819	-59.588	-58.675
-57.344	-59.581	-54.694	-58.819	-59.588	-58.675
-57.217	-59.581	-54.694	-58.819	-59.588	-58.675
-57.217	-59.581	-54.694	-58.819	-59.588	-58.675
-57.217	-59.579	-54.694	-58.819	-59.588	-58.675
-57.217	-59.576	-54.694	-58.819	-59.588	-58.675
-57.217	-59.576	-54.694	-58.819	-59.588	-58.675
-57.216	-59.576	-54.694	-58.819	-59.588	-58.675
-57.216	-59.576	-54.691	-58.819	-59.588	-58.675
-57.216	-59.575	-54.691	-58.819	-59.588	-58.675
-57.213	-59.575	-54.691	-58.819	-59.588	-58.675
-57.213	-59.575	-54.691	-58.819	-59.588	-58.675
-57.213	-59.556	-54.69	-58.819	-59.588	-58.675
-57.213	-59.556	-54.69	-58.819	-59.588	-58.675
-57.213	-59.556	-54.69	-58.819	-59.588	-58.675
-57.213	-59.556	-54.69	-58.819	-59.588	-58.675
-57.213	-59.554	-54.69	-58.819	-59.588	-58.675
-57.197	-59.551	-54.69	-58.819	-59.588	-58.675
-57.197	-59.551	-54.69	-58.819	-59.588	-58.675
-57.197	-59.546	-54.69	-58.819	-59.588	-58.675
-56.009	-59.382	-54.69	-58.819	-59.588	-58.675
-56.009	-59.382	-54.69	-58.819	-59.588	-58.675
-56.009	-59.363	-54.69	-58.819	-59.588	-58.675
-56.009	-59.363	-54.69	-58.819	-59.588	-58.675
-56.009	-59.363	-54.69	-58.819	-59.588	-58.675
-55.911	-59.361	-54.69	-58.819	-59.588	-58.675
-55.911	-59.36	-54.69	-58.819	-59.588	-58.675
-55.911	-59.36	-54.69	-58.819	-59.588	-58.675
-55.857	-59.36	-54.69	-58.819	-59.588	-58.675
-55.856	-59.36	-54.69	-58.819	-59.588	-58.675
-55.856	-59.36	-54.69	-58.819	-59.588	-58.675
-55.856	-59.36	-54.69	-58.819	-59.588	-58.675
-55.851	-59.36	-54.69	-58.819	-59.588	-58.675
-55.433	-59.36	-54.677	-58.819	-59.588	-58.675
-55.433	-59.36	-54.677	-58.819	-59.588	-58.675
-55.433	-59.357	-54.677	-58.819	-59.588	-58.675
-55.431	-59.357	-54.677	-58.819	-59.588	-58.675
-55.431	-59.357	-54.677	-58.819	-59.588	-58.675
-55.431	-59.357	-54.677	-58.818	-59.588	-58.675
-55.431	-59.357	-54.677	-58.818	-59.588	-58.675
-55.431	-59.357	-54.673	-58.818	-59.588	-58.674
-55.431	-59.357	-54.673	-58.818	-59.588	-58.674
-55.431	-59.357	-54.673	-58.818	-59.588	-58.674
-55.431	-59.357	-54.672	-58.818	-59.588	-58.674
-55.431	-59.357	-54.672	-58.818	-59.588	-58.674
-55.431	-59.357	-54.672	-58.818	-59.588	-58.674
-55.431	-59.357	-54.672	-58.818	-59.588	-58.674
-55.431	-59.357	-54.672	-58.818	-59.588	-58.674
-55.431	-59.357	-54.672	-58.818	-59.588	-58.674
-55.431	-59.357	-54.672	-58.818	-59.588	-58.674
-55.431	-59.357	-54.672	-58.816	-59.588	-58.674
-55.431	-59.357	-54.672	-58.816	-59.588	-58.674
-55.429	-59.357	-54.672	-58.816	-59.588	-58.674
-55.429	-59.357	-54.672	-58.816	-59.588	-58.674
-55.429	-59.357	-54.672	-58.816	-59.588	-58.674
-55.422	-59.357	-54.672	-58.816	-59.588	-58.674
-55.422	-59.357	-54.672	-58.812	-59.588	-58.674
-55.422	-59.356	-54.672	-58.812	-59.588	-58.674
-55.422	-59.356	-54.672	-58.812	-59.588	-58.674
-55.422	-59.356	-54.672	-58.812	-59.588	-58.674
-55.422	-59.356	-54.672	-58.812	-59.588	-58.674
-55.422	-59.356	-54.672	-58.812	-59.588	-58.674
-55.422	-59.356	-54.672	-58.812	-59.588	-58.674
-55.422	-59.356	-54.672	-58.812	-59.588	-58.674
-55.422	-59.356	-54.672	-58.812	-59.588	-58.674
-55.422	-59.356	-54.672	-58.812	-59.588	-58.674
-55.422	-59.356	-54.672	-58.812	-59.588	-58.674
-55.422	-59.356	-54.672	-58.812	-59.588	-58.674
-55.422	-59.356	-54.672	-58.812	-59.588	-58.674
-55.422	-59.356	-54.672	-58.812	-59.588	-58.674
-55.422	-59.356	-54.672	-58.812	-59.588	-58.674
-55.422	-59.356	-54.672	-58.812	-59.588	-58.674
-55.422	-59.356	-54.672	-58.812	-59.588	-58.674
-55.422	-59.356	-54.67	-58.812	-59.588	-58.674
-55.422	-59.356	-54.67	-58.812	-59.588	-58.674
-55.422	-59.356	-54.67	-58.812	-59.588	-58.674
-55.422	-59.356	-54.67	-58.812	-59.588	-58.674
-55.422	-59.356	-54.67	-58.812	-59.588	-58.674
-55.422	-59.356	-54.67	-58.812	-59.588	-58.674
-55.422	-59.356	-54.669	-58.812	-59.588	-58.674
-55.422	-59.356	-54.667	-58.812	-59.588	-58.674
-55.422	-59.356	-54.667	-58.812	-59.588	-58.674
-55.422	-59.356	-54.667	-58.812	-59.588	-58.674
-55.422	-59.356	-54.667	-58.812	-59.588	-58.674
-55.422	-59.356	-54.667	-58.812	-59.588	-58.674
-55.422	-59.356	-54.667	-58.812	-59.588	-58.674
-55.422	-59.356	-54.667	-58.812	-59.588	-58.674
-55.422	-59.356	-54.667	-58.812	-59.588	-58.674
-55.422	-59.356	-54.667	-58.812	-59.588	-58.674
-55.422	-59.356	-54.667	-58.812	-59.588	-58.674
-55.422	-59.356	-54.667	-58.812	-59.588	-58.674
-55.422	-59.356	-54.667	-58.812	-59.588	-58.674
-55.422	-59.356	-54.667	-58.812	-59.588	-58.674
-55.422	-59.356	-54.667	-58.812	-59.588	-58.674
-55.422	-59.356	-54.667	-58.812	-59.588	-58.674
-55.422	-59.356	-54.667	-58.812	-59.588	-58.674
-55.422	-59.356	-54.667	-58.812	-59.588	-58.674
-55.422	-59.356	-54.667	-58.812	-59.588	-58.674
-55.422	-59.356	-54.667	-58.812	-59.588	-58.674
-55.422	-59.356	-54.667	-58.812	-59.588	-58.674
-55.422	-59.356	-54.667	-58.812	-59.588	-58.674
-55.422	-59.356	-54.667	-58.812	-59.588	-58.674
-55.422	-59.356	-54.667	-58.812	-59.588	-58.674
-55.422	-59.356	-54.667	-58.812	-59.588	-58.674
-55.422	-59.356	-54.667	-58.812	-59.588	-58.674
-55.422	-59.356	-54.667	-58.812	-59.588	-58.674
-55.422	-59.356	-54.667	-58.812	-59.588	-58.674
-55.422	-59.356	-54.667	-58.812	-59.588	-58.674
-55.422	-59.356	-54.667	-58.812	-59.588	-58.674
-55.422	-59.356	-54.667	-58.812	-59.588	-58.674
-55.422	-59.356	-54.667	-58.812	-59.588	-58.674
-55.422	-59.356	-54.667	-58.812	-59.588	-58.674
-55.422	-59.356	-54.667	-58.812	-59.588	-58.674
-55.422	-59.356	-54.667	-58.812	-59.585	-58.674
-55.422	-59.356	-54.667	-58.812	-59.585	-58.674
-55.422	-59.356	-54.667	-58.812	-59.585	-58.674
-55.422	-59.356	-54.667	-58.812	-59.585	-58.674
-55.422	-59.356	-54.667	-58.812	-59.585	-58.674
-55.422	-59.356	-54.667	-58.809	-59.585	-58.668
-55.422	-59.356	-54.667	-58.809	-59.585	-58.668
-55.422	-59.356	-54.667	-58.809	-59.585	-58.668
-55.422	-59.356	-54.667	-58.809	-59.585	-58.668
-55.422	-59.356	-54.667	-58.809	-59.585	-58.668
-55.422	-59.356	-54.667	-58.809	-59.585	-58.668
-55.422	-59.356	-54.667	-58.809	-59.585	-58.668
-55.422	-59.356	-54.667	-58.809	-59.585	-58.668
-55.422	-59.356	-54.667	-58.809	-59.585	-58.668
-55.422	-59.356	-54.667	-58.809	-59.585	-58.668
-55.422	-59.356	-54.667	-58.809	-59.585	-58.657
-55.422	-59.356	-54.667	-58.809	-59.585	-58.657
-55.422	-59.356	-54.667	-58.809	-59.585	-58.657
-55.422	-59.356	-54.667	-58.809	-59.585	-58.657
-55.422	-59.356	-54.667	-58.809	-59.585	-58.657
-55.422	-59.356	-54.667	-58.809	-59.584	-58.657
-55.422	-59.356	-54.667	-58.809	-59.584	-58.657
-55.422	-59.356	-54.667	-58.809	-59.584	-58.657
-55.422	-59.356	-54.667	-58.809	-59.584	-58.657
-55.422	-59.356	-54.667	-58.809	-59.584	-58.657
-55.422	-59.356	-54.667	-58.809	-59.584	-58.657
-55.422	-59.356	-54.667	-58.809	-59.584	-58.657
-55.422	-59.356	-54.667	-58.809	-59.584	-58.657
-55.422	-59.356	-54.667	-58.809	-59.578	-58.657
-55.422	-59.356	-54.667	-58.809	-59.578	-58.657
-55.422	-59.356	-54.667	-58.809	-59.578	-58.657
-55.422	-59.356	-54.667	-58.809	-59.578	-58.657
-55.422	-59.356	-54.667	-58.809	-59.578	-58.657
-55.419	-59.356	-54.667	-58.809	-59.578	-58.657
-55.419	-59.356	-54.667	-58.809	-59.578	-58.657
-55.419	-59.356	-54.667	-58.809	-59.578	-58.657
-55.419	-59.356	-54.667	-58.809	-59.578	-58.657
-55.419	-59.356	-54.667	-58.809	-59.578	-58.657
-55.419	-59.356	-54.667	-58.809	-59.578	-58.657
-55.419	-58.605	-54.667	-58.809	-59.578	-58.657
-55.419	-58.605	-54.667	-58.809	-59.578	-58.657
-55.419	-58.422	-54.667	-58.809	-59.578	-58.657
-55.419	-58.422	-54.667	-58.809	-59.578	-58.657
-55.419	-58.422	-54.667	-58.809	-59.578	-58.657
-55.419	-58.415	-54.667	-58.809	-59.578	-58.657
-55.419	-58.415	-54.667	-58.809	-59.578	-58.657
-55.419	-58.415	-54.667	-58.809	-59.578	-58.657
-55.419	-58.382	-54.667	-58.809	-59.578	-58.657
-55.419	-58.329	-54.667	-58.809	-59.578	-58.657
-55.419	-58.328	-54.667	-58.809	-59.578	-58.657
-55.419	-58.328	-54.667	-58.809	-59.578	-58.657
-55.419	-58.315	-54.667	-58.809	-59.578	-58.657
-55.298	-58.007	-54.477	-58.809	-59.578	-58.657
-55.298	-58.007	-54.477	-58.809	-59.578	-58.657
