8 20 20 2 20 8 8 20 20 20 8 2 20 20 20 8 20 2 16 20 20 20 20 2 6 20 20 20 6 2 8 20 20 20 20 20 20 2 20 8 20 12 6 12 12 16 20 4 20 16 
20 20 8 20 20 1 2 16 12 12 4 20 20 16 20 20 8 8 16 20 12 4 20 8 16 20 20 20 20 1 12 8 20 12 20 8 2 12 6 20 20 20 12 16 8 20 
