generation median_fitness fitness_25perc fitness_75perc
42 -180.774283649825 -180.774283649825 -180.774283649825
43 -180.774283649825 -180.774283649825 -180.774283649825
44 -180.774283649825 -180.774283649825 -180.774283649825
45 -180.774283649825 -180.774283649825 -180.774283649825
46 -180.774283649825 -180.774283649825 -180.774283649825
47 -180.774283649825 -180.774283649825 -180.774283649825
48 -180.774283649825 -180.774283649825 -180.774283649825
49 -180.72780675471608 -180.72780675471608 -180.72780675471608
50 -180.72780675471608 -180.72780675471608 -180.72780675471608
51 -180.72780675471608 -180.72780675471608 -180.72780675471608
52 -180.72780675471608 -180.72780675471608 -180.72780675471608
53 -180.72780675471608 -180.72780675471608 -180.72780675471608
54 -180.72780675471608 -180.72780675471608 -180.72780675471608
55 -180.72780675471608 -180.72780675471608 -180.72780675471608
56 -180.72780675471608 -180.72780675471608 -180.72780675471608
57 -180.72780675471608 -180.72780675471608 -180.72780675471608
58 -180.72780675471608 -180.72780675471608 -180.72780675471608
59 -180.72780675471608 -180.72780675471608 -180.72780675471608
60 -178.62662811191836 -178.62662811191836 -178.62662811191836
61 -178.62662811191836 -178.62662811191836 -178.62662811191836
62 -178.62662811191836 -178.62662811191836 -178.62662811191836
63 -178.62662811191836 -178.62662811191836 -178.62662811191836
64 -177.74350895058407 -177.74350895058407 -177.74350895058407
65 -177.6098388958309 -177.6098388958309 -177.6098388958309
66 -177.6098388958309 -177.6098388958309 -177.6098388958309
67 -177.6098388958309 -177.6098388958309 -177.6098388958309
68 -177.6098388958309 -177.6098388958309 -177.6098388958309
69 -177.56596726764099 -177.56596726764099 -177.56596726764099
70 -177.56596726764099 -177.56596726764099 -177.56596726764099
71 -177.56596726764099 -177.56596726764099 -177.56596726764099
72 -177.56596726764099 -177.56596726764099 -177.56596726764099
73 -177.56596726764099 -177.56596726764099 -177.56596726764099
74 -177.56596726764099 -177.56596726764099 -177.56596726764099
75 -177.56596726764099 -177.56596726764099 -177.56596726764099
76 -176.42003246488795 -176.42003246488795 -176.42003246488795
77 -176.42003246488795 -176.42003246488795 -176.42003246488795
78 -176.42003246488795 -176.42003246488795 -176.42003246488795
79 -176.42003246488795 -176.42003246488795 -176.42003246488795
80 -176.42003246488795 -176.42003246488795 -176.42003246488795
81 -176.42003246488795 -176.42003246488795 -176.42003246488795
82 -176.42003246488795 -176.42003246488795 -176.42003246488795
83 -176.13032985134166 -176.13032985134166 -176.13032985134166
84 -176.13032985134166 -176.13032985134166 -176.13032985134166
85 -176.13032985134166 -176.13032985134166 -176.13032985134166
86 -176.13032985134166 -176.13032985134166 -176.13032985134166
87 -174.75934901253984 -174.75934901253984 -174.75934901253984
88 -174.70802016090266 -174.70802016090266 -174.70802016090266
89 -174.70802016090266 -174.70802016090266 -174.70802016090266
90 -174.70802016090266 -174.70802016090266 -174.70802016090266
91 -174.70802016090266 -174.70802016090266 -174.70802016090266
92 -174.70802016090266 -174.70802016090266 -174.70802016090266
93 -174.70802016090266 -174.70802016090266 -174.70802016090266
94 -174.70802016090266 -174.70802016090266 -174.70802016090266
95 -174.70802016090266 -174.70802016090266 -174.70802016090266
96 -174.70802016090266 -174.70802016090266 -174.70802016090266
97 -174.70802016090266 -174.70802016090266 -174.70802016090266
98 -174.70802016090266 -174.70802016090266 -174.70802016090266
99 -174.70802016090266 -174.70802016090266 -174.70802016090266
100 -174.6641886695787 -174.6641886695787 -174.6641886695787
101 -174.6641886695787 -174.6641886695787 -174.6641886695787
102 -172.83907002507377 -172.83907002507377 -172.83907002507377
103 -172.83907002507377 -172.83907002507377 -172.83907002507377
104 -172.83907002507377 -172.83907002507377 -172.83907002507377
105 -172.01720335360383 -172.01720335360383 -172.01720335360383
106 -167.56144984394973 -167.56144984394973 -167.56144984394973
107 -167.56144984394973 -167.56144984394973 -167.56144984394973
108 -167.56144984394973 -167.56144984394973 -167.56144984394973
109 -167.56144984394973 -167.56144984394973 -167.56144984394973
110 -167.56144984394973 -167.56144984394973 -167.56144984394973
111 -167.56144984394973 -167.56144984394973 -167.56144984394973
112 -167.56144984394973 -167.56144984394973 -167.56144984394973
113 -167.55555611655518 -167.55555611655518 -167.55555611655518
114 -167.55555611655518 -167.55555611655518 -167.55555611655518
115 -167.55555611655518 -167.55555611655518 -167.55555611655518
116 -167.55555611655518 -167.55555611655518 -167.55555611655518
117 -167.55555611655518 -167.55555611655518 -167.55555611655518
118 -167.55555611655518 -167.55555611655518 -167.55555611655518
119 -167.55555611655518 -167.55555611655518 -167.55555611655518
120 -166.1357973357041 -166.1357973357041 -166.1357973357041
121 -166.1357973357041 -166.1357973357041 -166.1357973357041
122 -166.1357973357041 -166.1357973357041 -166.1357973357041
123 -166.1357973357041 -166.1357973357041 -166.1357973357041
124 -166.1357973357041 -166.1357973357041 -166.1357973357041
125 -166.1357973357041 -166.1357973357041 -166.1357973357041
126 -166.1357973357041 -166.1357973357041 -166.1357973357041
127 -166.11510832923543 -166.11510832923543 -166.11510832923543
128 -166.11510832923543 -166.11510832923543 -166.11510832923543
129 -166.11510832923543 -166.11510832923543 -166.11510832923543
130 -166.11510832923543 -166.11510832923543 -166.11510832923543
131 -166.11510832923543 -166.11510832923543 -166.11510832923543
132 -166.11510832923543 -166.11510832923543 -166.11510832923543
