ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	first_front	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	pareto_fronts	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
100.0	13.893617021276595	253.17021276595744	181.14893617021278	3	0	33	100	21.0	626.0	458.0	100	10.0	93.0	68.0	12	0	0	277.4914438724518	80	277.4914438724518	47	41.25	
100.3375	13.3375	227.5125	163.1625	4	1	57	140	22	626	458	60	10	70	52	22	0	0	736.0543885231018	160	1013.5458323955536	98	38.74999999999999	
103.6625	13.25	219.9125	157.9	3	2	75	160	20	603	439	40	10	95	69	34	0	0	722.9645464420319	240	1736.5103788375854	156	35.0	
105.275	12.975	207.975	149.35	2	3	95	161	19	603	439	40	10	90	66	30	0	0	229.04235768318176	320	1965.5527365207672	212	33.75	
107.1125	12.45	185.75	133.55	3	4	109	161	21	373	268	64	10	88	65	25	0	0	345.97278928756714	400	2311.5255258083344	273	31.75	
109.275	12.375	178.8375	128.9375	3	5	124	161	19	362	250	64	10	86	65	27	0	0	232.00588822364807	480	2543.5314140319824	333	30.625	
111.0	12.4875	184.1625	132.425	2	6	138	163	19	382	272	64	10	88	65	26	0	0	120.99999809265137	560	2664.531412124634	393	29.821428571428584	
109.825	12.5125	183.375	131.9375	2	7	157	161	19	382	272	64	11	88	65	25	0	0	75.78980016708374	640	2740.3212122917175	450	29.6875	
109.8125	12.275	171.2375	123.7	3	8	172	161	19	382	265	81	11	88	65	24	0	0	11390.868946790695	720	14131.190159082413	511	29.02777777777777	
111.15	12.4125	168.375	121.4375	3	9	182	161	19	382	265	81	11	88	65	22	0	0	42.09142732620239	800	14173.281586408615	577	27.875	
110.9125	11.925	152.2375	110.5125	3	10	196	161	17	275	192	81	10	88	65	20	0	0	175.30378222465515	880	14348.58536863327	639	27.386363636363626	
110.275	11.95	150.675	109.3125	3	11	205	161	17	275	192	81	10	71	54	19	0	0	60.40791368484497	960	14408.993282318115	706	26.45833333333333	
102.6125	12.0625	156.675	113.3625	3	12	221	161	17	280	192	47	10	71	54	23	0	0	471.81939601898193	1040	14880.812678337097	766	26.34615384615384	
102.0625	12.075	159.8	115.55	3	13	235	161	17	280	192	47	10	90	68	23	0	0	103.17208695411682	1120	14983.984765291214	828	26.07142857142857	
101.8875	12.1375	162.075	116.9375	2	14	245	160	17	280	192	47	10	91	68	23	0	0	133.6209864616394	1200	15117.605751752853	894	25.5	
102.0	12.225	166.3375	119.6875	2	15	257	160	17	306	215	47	10	91	68	24	0	0	222.13647317886353	1280	15339.742224931717	958	25.15625	
102.775	12.25	165.5375	119.1	2	16	267	160	17	306	215	47	10	91	68	24	0	0	211.1389126777649	1360	15550.881137609482	1023	24.779411764705884	
102.9625	12.375	166.25	119.4625	3	17	275	113	17	306	215	82	11	91	68	25	0	0	76.26967716217041	1440	15627.150814771652	1091	24.236111111111114	
103.175	12.4	166.8375	119.8125	3	18	286	113	17	306	215	82	11	91	68	25	0	0	90.46533012390137	1520	15717.616144895554	1156	23.94736842105263	
102.825	12.375	161.575	116.5125	3	19	293	161	18	310	228	65	11	80	60	25	0	0	336.0582449436188	1600	16053.674389839172	1225	23.4375	
103.55	12.25	159.975	115.725	3	20	303	161	18	537	394	77	11	80	60	25	0	0	70.7527015209198	1680	16124.427091360092	1291	23.154761904761898	
104.1	12.175	159.65	115.525	3	21	315	161	18	537	394	77	11	80	60	25	0	0	71.56382441520691	1760	16195.990915775299	1355	23.01136363636364	
