generation,class,fitness_mean,fitness_std,n,fitness_median,fitness_q1,fitness_q3
8,-2,-111.1772389805083,3.887091926247526,5,-110.79437146744489,-110.81429185842585,-110.79111390219096
8,-1,-109.60033912621135,7.714903172599548,9,-111.54779034625886,-111.55834694371747,-102.33326132259604
8,0,-126.13101393843635,8.67219011885396,10,-127.18931078084451,-129.18755516733523,-126.152906247074
9,-3,-88.16894840844314,0.023976647298354373,3,-88.16076076913659,-88.17835358944754,-88.15544940778545
9,-2,-111.1772389805083,3.887091926247526,5,-110.79437146744489,-110.81429185842585,-110.79111390219096
9,-1,-108.91789175295261,7.628930068721502,9,-110.66435166222907,-111.3026296574887,-102.33326132259604
9,0,-125.71194379684827,9.4176731160152,10,-127.18931078084451,-128.95990645616834,-126.152906247074
10,-3,-91.54688112581117,6.755893799145945,4,-88.17835358944754,-91.56712962679768,-88.15810508846103
10,-2,-108.29071330166079,7.152420759903624,6,-110.79274268481792,-110.8093117606806,-105.28312716605326
10,-1,-107.51760516971724,8.704027001535875,9,-105.79689104077647,-111.3026296574887,-102.32917095919326
10,0,-123.27659021134346,9.940517204328355,10,-126.96521647075377,-127.9577198763717,-125.8462153671355
11,-3,-91.54688112581117,6.755893799145945,4,-88.17835358944754,-91.56712962679768,-88.15810508846103
11,-2,-109.25942964452481,7.543760220300393,5,-110.79437146744489,-110.81429185842585,-110.79111390219096
11,-1,-106.61620689136866,9.117455248378818,9,-105.79689104077647,-110.88555763071469,-101.34537026750071
11,0,-122.98622741458908,9.819642553102003,10,-126.45163544899405,-126.97365732867394,-125.48978175049436
12,-3,-93.53439857456571,7.358053219256447,5,-88.17217239463966,-101.50824238470273,-88.16076076913659
12,-2,-103.20575557774676,9.953802696309372,3,-98.24655292477225,-106.4557466664139,-97.47616316259237
12,-1,-105.37948338361633,8.64188066652494,9,-105.79689104077647,-107.18248914123788,-101.34537026750071
12,0,-122.79969416289968,9.705867186407122,10,-126.45163544899405,-126.97365732867394,-125.48978175049436
13,-3,-93.53439857456571,7.358053219256447,5,-88.17217239463966,-101.50824238470273,-88.16076076913659
13,-2,-100.03805762180005,8.338837713001281,4,-101.22954719065592,-106.27663965883022,-94.99096515362575
13,-1,-104.53894791566997,7.747109666963325,9,-105.79689104077647,-107.18248914123788,-101.34537026750071
13,0,-120.22352549182672,9.196091136608285,10,-124.78996159757976,-125.70682362013073,-117.15462628120935
14,-3,-93.30289334262557,7.584127089240992,5,-88.17217239463966,-101.50824238470273,-88.15013804643434
14,-2,-100.03805762180005,8.338837713001281,4,-101.22954719065592,-106.27663965883022,-94.99096515362575
14,-1,-104.5269480993523,7.74261750431397,9,-105.79689104077647,-107.18248914123788,-101.34537026750071
14,0,-117.90622527075098,9.232698850569133,10,-119.22338415040306,-125.02148613522328,-114.49542201114436
15,-3,-92.9212570100503,7.946218532900271,5,-88.15013804643434,-101.50824238470273,-87.00323460943584
15,-2,-97.26224163908611,7.540902852102846,4,-95.74603566975665,-99.4569187512008,-93.55135855764196
15,-1,-103.38758327880691,7.167616502273675,9,-101.86318416854044,-107.18248914123788,-99.06795268571649
15,0,-116.32272606072601,7.878345916379769,10,-119.22338415040306,-121.06094829350499,-114.49542201114436
16,-3,-92.83210632639377,8.015329031806624,5,-87.70438462815177,-101.50824238470273,-87.00323460943584
16,-2,-98.90881089343713,7.539129680359837,4,-99.0391741784587,-102.95701991827008,-94.99096515362575
16,-1,-100.62082533414919,10.496162673861585,9,-101.86318416854044,-107.18248914123788,-93.83709462770892
16,0,-114.33005526943707,8.208255130868896,10,-115.22429657391308,-121.06094829350499,-110.70796209240855
17,-3,-86.99053665645029,0.7202808984665724,3,-87.00323460943584,-87.3538096187938,-86.63361267059958
17,-2,-96.3507607920842,5.032504614369058,4,-97.09196389928323,-99.6004793802988,-93.84224531106862
17,-1,-99.90850280466401,11.17282106419855,9,-99.92107817128013,-107.05611323969549,-93.83709462770892
17,0,-112.87083401913749,8.015804825315001,10,-114.30790527233526,-118.25736414071307,-108.49827937809815
18,-3,-86.28394045289333,1.2429870556362488,3,-85.75196139937786,-86.72817301376482,-85.57371836526413
18,-2,-96.74296540822236,6.088202302399965,3,-99.00978085489677,-100.19117790570083,-94.42816063408112
18,-1,-99.01505150028508,11.595449030074858,8,-99.49221152684511,-106.91929864753,-91.61327067915576
18,0,-111.47342722851674,8.89561237327109,10,-112.20513767476201,-118.25716891761749,-107.64808820641109
19,-3,-86.28393491199938,1.2429906127923636,3,-85.751944776696,-86.7281647024239,-85.57371005392321
19,-2,-96.73967918728853,6.093786113841992,3,-99.00978085489677,-100.19117790570083,-94.42323130268036
19,-1,-96.52187303212887,8.978737003752764,8,-98.19610946858167,-101.64870074920027,-91.61327067915576
19,0,-111.31383487831874,9.158210396243037,10,-112.20513767476201,-118.09915915395658,-107.64808820641109
20,-3,-85.73068394722243,0.3251000245069997,3,-85.751944776696,-85.89828825525845,-85.57371005392321
20,-2,-96.73967918728853,6.093786113841992,3,-99.00978085489677,-100.19117790570083,-94.42323130268036
20,-1,-94.7174363663238,8.07422772085236,7,-96.62580814988281,-99.84262060639716,-89.3894467306026
20,0,-109.00812828702996,8.093477459037622,10,-109.12340110977914,-115.79502044524371,-104.61900619648185
21,-3,-85.73068394722243,0.3251000245069997,3,-85.751944776696,-85.89828825525845,-85.57371005392321
21,-2,-93.44880618606777,4.887223109148279,3,-91.49995595284256,-95.25486840386966,-90.66831885165325
21,-1,-92.84705461835442,7.3696973063662865,6,-94.76094523534562,-98.95100807036643,-86.85911761035973
21,0,-107.22876742020738,7.772825279235966,10,-107.31874007305555,-112.51314749511458,-102.39256076720687
22,-3,-84.30026482808586,0.9608438725063315,3,-84.0124679611535,-84.69229316196027,-83.76433806074527
22,-2,-91.3996074878724,1.5152456818827347,3,-91.49995595284256,-92.18107035657661,-90.66831885165325
22,-1,-92.3402279221223,6.622707838037109,7,-93.01709055106706,-97.56292300209074,-87.7017560245717
22,0,-105.90775033622958,8.0199047824793,10,-104.87059750666984,-110.50747064174027,-101.48882800800244
23,-3,-84.26056072666107,0.89458328286543,3,-84.0124679611535,-84.63273700982306,-83.76433806074527
23,-2,-91.3996074878724,1.5152456818827347,3,-91.49995595284256,-92.18107035657661,-90.66831885165325
23,-1,-91.2429906555774,5.771851054535954,7,-92.44656882932347,-94.00785343005542,-87.7017560245717
23,0,-104.93058141145109,8.208419836374594,10,-102.86633150682971,-109.46462643267738,-101.40294842531488
24,-3,-84.26056072666107,0.89458328286543,3,-84.0124679611535,-84.63273700982306,-83.76433806074527
24,-2,-91.3996074878724,1.5152456818827347,3,-91.49995595284256,-92.18107035657661,-90.66831885165325
24,-1,-90.98554081820066,6.563463379673924,6,-92.17751529380658,-94.48675346676842,-86.36415451819794
24,0,-104.2381840746186,8.96846431767039,10,-102.82565031156727,-109.46462643267738,-99.53435269359453
25,-3,-84.26056072666107,0.89458328286543,3,-84.0124679611535,-84.63273700982306,-83.76433806074527
25,-2,-91.00315121086207,1.6273140074151933,3,-90.31058712181152,-91.58638594106111,-90.07363443613775
25,-1,-92.03794804772708,7.3343595434167,8,-91.92505219459886,-96.16584282443121,-86.71224127258824
25,0,-104.1656012775677,8.992956416119103,10,-102.57969016044198,-109.46462643267738,-99.47587577652989
26,-3,-84.2590904143266,0.8921368289670314,3,-84.0124679611535,-84.63053154132137,-83.76433806074527
26,-2,-87.73198855619837,5.8397046170213835,4,-90.07363443613775,-90.6642413334804,-87.14138165885572
26,-1,-91.83631812265443,7.661203210404935,8,-91.92505219459886,-96.16584282443121,-86.71224127258824
26,0,-103.57752757859971,9.377764323960552,10,-102.46273632631271,-109.46462643267738,-97.09718790939844
27,-3,-83.97069429418002,0.43510588677781614,3,-84.0124679611535,-84.1979373611015,-83.76433806074527
27,-2,-86.84237009484488,5.555216334926375,5,-89.83668175046397,-90.31058712181152,-83.83863899147164
27,-1,-91.05549222503289,7.605134933015747,8,-89.95724811289429,-94.56820788982216,-86.66703649640044
27,0,-101.29159550226471,8.249821887598133,10,-100.02111707320327,-105.39895976696707,-95.96626469899091
28,-3,-83.97069429418002,0.43510588677781614,3,-84.0124679611535,-84.1979373611015,-83.76433806074527
28,-2,-86.84237009484488,5.555216334926375,5,-89.83668175046397,-90.31058712181152,-83.83863899147164
28,-1,-90.56557436146504,7.822892802617101,8,-89.05794118199753,-94.10956375928117,-86.28973561156013
28,0,-100.76761446756629,8.017903955357877,10,-98.95219164621969,-105.39895976696707,-95.94309466346992
29,-3,-83.97069429418002,0.43510588677781614,3,-84.0124679611535,-84.1979373611015,-83.76433806074527
29,-2,-87.46545716433643,5.197861848805871,6,-90.07363443613775,-90.51331616429846,-85.33814968121972
29,-1,-89.87514648617181,6.982345716935728,8,-88.36690469138892,-94.02388587583857,-86.28973561156013
29,0,-99.30757431002033,8.158161473906437,10,-97.61465885909462,-103.53024112512173,-95.1374826326606
30,-3,-82.8173606986057,2.3984108616751247,3,-84.0124679611535,-84.1979373611015,-82.0343376673838
30,-2,-87.40327430859882,5.3271805264328504,6,-90.07363443613775,-90.51331616429846,-85.33814968121972
30,-1,-89.09477968997187,6.522230004557305,8,-88.32031051243686,-93.02548934241125,-85.83637352550619
30,0,-99.095268696101,8.155014167170323,10,-97.61465885909462,-103.19077354855632,-94.56359325796193
31,-3,-82.8173606986057,2.3984108616751247,3,-84.0124679611535,-84.1979373611015,-82.0343376673838
31,-2,-87.40327430859882,5.3271805264328504,6,-90.07363443613775,-90.51331616429846,-85.33814968121972
31,-1,-89.04001349741701,7.265512156098846,7,-88.59374443758168,-93.46950404793645,-84.63030960644994
31,0,-97.85155369594244,8.565027166984132,10,-96.68351098702031,-100.31493916265514,-94.56359325796193
32,-3,-82.57859291284463,2.191264652150522,3,-83.6671034037663,-83.8397856824599,-81.8616553886902
32,-2,-87.40327430859882,5.3271805264328504,6,-90.07363443613775,-90.51331616429846,-85.33814968121972
32,-1,-89.64251219342509,7.831848594140785,7,-91.28793984497702,-94.805964779074,-84.05549660764302
32,0,-97.20706603904493,8.926314582847054,10,-96.02428774336727,-100.26896969410788,-93.15054182809672
33,-3,-82.57859291284463,2.191264652150522,3,-83.6671034037663,-83.8397856824599,-81.8616553886902
33,-2,-89.25840086880565,3.1084330929940087,5,-90.31058712181152,-90.5808925117941,-89.83668175046397
33,-1,-88.71315878259894,9.284760028966431,7,-91.28793984497702,-94.805964779074,-83.64972401022234
33,0,-96.09212265354937,8.660779477936275,10,-95.36345643498824,-96.89136076996499,-93.15054182809672
34,-3,-82.55705216856201,2.2284602245508776,3,-83.6671034037663,-83.8397856824599,-81.82934427226627
34,-2,-88.96944333849112,3.052825856890455,5,-89.83668175046397,-90.5808925117941,-88.8657994702389
34,-1,-87.80171583997422,9.82191454647433,6,-89.53506954385868,-94.39456980109487,-81.58348639396335
34,0,-94.89000742527267,9.06011200592266,10,-93.12745029539175,-96.56706637353777,-90.47616270743177
35,-3,-82.55705216856201,2.2284602245508776,3,-83.6671034037663,-83.8397856824599,-81.82934427226627
35,-2,-88.55550052093872,3.3626333225338403,4,-89.3290795618981,-90.27557073228974,-87.60900935054708
35,-1,-86.65744685417496,10.045754089783403,6,-87.44757513411898,-93.5181346505357,-81.41617433965266
35,0,-94.88963863262856,9.060177716926356,10,-93.12560633217122,-96.56706637353777,-90.47616270743177
36,-3,-84.04469274595876,3.48754755260381,4,-83.8397856824599,-85.13625459040237,-82.74822383801629
36,-2,-88.42815104681156,3.601945859792832,4,-89.3290795618981,-90.27557073228974,-87.48165987641994
36,-1,-86.65744685417496,10.045754089783403,6,-87.44757513411898,-93.5181346505357,-81.41617433965266
36,0,-94.49899034970909,8.93577450908239,10,-92.79041502376037,-95.4623747476472,-90.44497266968156
37,-3,-84.04469274595876,3.48754755260381,4,-83.8397856824599,-85.13625459040237,-82.74822383801629
37,-2,-88.42815104681156,3.601945859792832,4,-89.3290795618981,-90.27557073228974,-87.48165987641994
37,-1,-84.84459377612208,10.131918596279396,5,-87.1129510254976,-87.49060011810175,-79.51724877770435
37,0,-94.05178548962999,8.988691228761708,10,-91.79680395479446,-94.55920134143179,-90.37462715431627
38,-3,-84.04420740584013,3.4876177493014717,4,-83.83881500222265,-85.13625459040237,-82.74676781766038
38,-2,-87.99982588237341,3.6342786824477793,4,-88.47242923302178,-90.27557073228974,-86.19668438310545
38,-1,-84.84459377612208,10.131918596279396,5,-87.1129510254976,-87.49060011810175,-79.51724877770435
38,0,-93.76532001790892,9.124524630576957,10,-91.79680395479446,-94.55920134143179,-90.37462715431627
39,-3,-84.04420740584013,3.4876177493014717,4,-83.83881500222265,-85.13625459040237,-82.74676781766038
39,-2,-86.75775132906078,3.2491710041447703,3,-87.15249881248626,-88.47200644610965,-85.24086995372465
39,-1,-85.57826152784195,9.238735290762897,6,-87.30177557179968,-88.80760024435634,-81.41617433965266
39,0,-93.53127070098226,8.945886035357672,10,-91.34317232590206,-94.55136254188724,-90.22387638355335
40,-3,-84.04420740584013,3.4876177493014717,4,-83.83881500222265,-85.13625459040237,-82.74676781766038
40,-2,-88.47200644610965,1.8660655911250397,2,-88.47200644610965,-89.13176026292135,-87.81225262929796
40,-1,-82.50721706061415,7.194567269743487,5,-84.83869119456783,-87.49060011810175,-79.51724877770435
40,0,-91.38558189167105,8.12694550776046,10,-90.69735722052543,-94.15235169884143,-88.8721339227481
41,-3,-84.1705558600229,4.26021510684821,3,-84.0124679611535,-86.26004121965124,-82.00202655095987
41,-2,-83.57620080551078,0.0,1,-83.57620080551078,-83.57620080551078,-83.57620080551078
41,-1,-82.65862408856485,6.817017095654607,6,-84.10947239075941,-87.79462479482495,-79.54255230343482
41,0,-91.38558189167105,8.12694550776046,10,-90.69735722052543,-94.15235169884143,-88.8721339227481
42,-3,-83.96860047791036,3.9552640486200077,3,-84.0124679611535,-85.95710814648243,-82.00202655095987
42,-2,-87.91358569186673,6.133988531516653,2,-87.91358569186673,-90.08227813504469,-85.74489324868875
42,-1,-82.65190555695847,6.809699540065082,6,-84.10947239075941,-87.76439140259623,-79.54255230343482
42,0,-91.38558189167105,8.12694550776046,10,-90.69735722052543,-94.15235169884143,-88.8721339227481
43,-3,-81.58128731134133,1.7671135708065393,3,-81.26829110174559,-82.37613839662887,-80.6299381212559
43,-2,-87.91358569186673,6.133988531516653,2,-87.91358569186673,-90.08227813504469,-85.74489324868875
43,-1,-82.05974831306828,6.263579837142023,6,-84.10947239075941,-85.79293498853826,-79.54255230343482
43,0,-90.6993459928294,8.836286455103025,10,-90.69735722052543,-94.15235169884143,-88.8721339227481
44,-3,-80.6299381212559,0.9027674425898007,2,-80.6299381212559,-80.94911461150075,-80.31076163101106
44,-2,-87.91358569186673,6.133988531516653,2,-87.91358569186673,-90.08227813504469,-85.74489324868875
44,-1,-80.21164214494483,5.6558872509406415,6,-80.74065100893085,-84.35480885060726,-77.85775422332523
44,0,-90.59118110071384,8.827764370265859,10,-90.64532387288813,-93.90795614237123,-88.8721339227481
45,-3,-80.6299381212559,0.9027674425898007,2,-80.6299381212559,-80.94911461150075,-80.31076163101106
45,-2,-87.91358569186673,6.133988531516653,2,-87.91358569186673,-90.08227813504469,-85.74489324868875
45,-1,-80.21164214494483,5.6558872509406415,6,-80.74065100893085,-84.35480885060726,-77.85775422332523
45,0,-89.30922116022575,9.42967905164945,10,-89.49475957642741,-93.88545632234215,-83.38017783692118
46,-3,-80.6299381212559,0.9027674425898007,2,-80.6299381212559,-80.94911461150075,-80.31076163101106
46,-2,-87.89715016006107,6.157231883501025,2,-87.89715016006107,-90.07406036914186,-85.72023995098027
46,-1,-81.98736429845738,8.114236806464843,7,-79.66348604707377,-85.3953384291772,-77.85933699781614
46,0,-89.21642133468308,9.384385745621616,10,-89.40691791326722,-93.78594858066785,-83.38017783692118
47,-3,-80.6299381212559,0.9027674425898007,2,-80.6299381212559,-80.94911461150075,-80.31076163101106
47,-2,-87.89715016006107,6.157231883501025,2,-87.89715016006107,-90.07406036914186,-85.72023995098027
47,-1,-81.88350544468541,8.27916990067796,7,-79.66348604707377,-85.3953384291772,-77.85933699781614
47,0,-88.98077281472072,9.253537733711209,10,-89.40691791326722,-92.01858468095021,-83.38017783692118
48,-3,-80.6299381212559,0.9027674425898007,2,-80.6299381212559,-80.94911461150075,-80.31076163101106
48,-2,-87.89715016006107,6.157231883501025,2,-87.89715016006107,-90.07406036914186,-85.72023995098027
48,-1,-78.96084822580617,5.460062367893396,6,-78.76299429693586,-82.18503761320095,-76.92186851890543
48,0,-88.49261358213093,8.64573661078522,10,-89.2668246741407,-91.97466384937012,-83.38017783692118
49,-3,-80.6299381212559,0.9027674425898007,2,-80.6299381212559,-80.94911461150075,-80.31076163101106
49,-2,-87.89715016006107,6.157231883501025,2,-87.89715016006107,-90.07406036914186,-85.72023995098027
49,-1,-78.96084822580617,5.460062367893396,6,-78.76299429693586,-82.18503761320095,-76.92186851890543
49,0,-88.1724903407418,8.54516282894956,10,-89.2668246741407,-91.97466384937012,-82.79997341774863
50,-3,-80.6299381212559,0.9027674425898007,2,-80.6299381212559,-80.94911461150075,-80.31076163101106
50,-2,-87.89715016006107,6.157231883501025,2,-87.89715016006107,-90.07406036914186,-85.72023995098027
50,-1,-78.70682348276331,5.265108353800425,6,-78.76299429693586,-81.04192626950807,-76.92186851890543
50,0,-87.71511966762796,8.50493825382999,10,-87.33677806633662,-91.79626047048754,-82.79997341774863
51,-3,-80.6299381212559,0.9027674425898007,2,-80.6299381212559,-80.94911461150075,-80.31076163101106
51,-2,-87.89715016006107,6.157231883501025,2,-87.89715016006107,-90.07406036914186,-85.72023995098027
51,-1,-77.90954141905088,4.494583824242391,6,-78.76299429693586,-81.04192626950807,-76.92186851890543
51,0,-87.17531678270178,8.377107798613117,10,-86.4983821055652,-91.31429314263505,-82.72114231411288
52,-3,-79.94645069741199,1.869364627101297,2,-79.94645069741199,-80.6073708995788,-79.2855304952452
52,-2,-87.89715016006107,6.157231883501025,2,-87.89715016006107,-90.07406036914186,-85.72023995098027
52,-1,-77.90954141905088,4.494583824242391,6,-78.76299429693586,-81.04192626950807,-76.92186851890543
52,0,-87.17104285213621,8.378080103218737,10,-86.4983821055652,-91.31429314263505,-82.71045748769896
53,-3,-79.94645069741199,1.869364627101297,2,-79.94645069741199,-80.6073708995788,-79.2855304952452
53,-2,-87.5424931740435,6.004241504063057,2,-87.5424931740435,-89.66531311574586,-85.41967323234115
53,-1,-77.78520681666426,4.542306726990038,6,-78.76299429693586,-81.02531071656529,-76.37897836110835
53,0,-86.81463136270438,8.62951942670565,10,-86.4983821055652,-91.31429314263505,-81.2044234617992
54,-3,-79.94645069741199,1.869364627101297,2,-79.94645069741199,-80.6073708995788,-79.2855304952452
54,-2,-83.29685329063881,0.0,1,-83.29685329063881,-83.29685329063881,-83.29685329063881
54,-1,-77.56975487337147,4.683667194453139,6,-78.76299429693586,-81.02531071656529,-75.42603362177874
54,0,-86.34393806836735,8.58731603944173,10,-86.126795084244,-90.11021609750163,-81.2044234617992
55,-3,-79.94645069741199,1.869364627101297,2,-79.94645069741199,-80.6073708995788,-79.2855304952452
55,-2,-83.29685329063881,0.0,1,-83.29685329063881,-83.29685329063881,-83.29685329063881
55,-1,-77.4631603593413,4.6829499271897905,6,-78.44321075484538,-81.02531071656529,-75.2661418507335
55,0,-86.16481135520391,8.578690325354557,10,-85.68559793935839,-89.88299788703584,-81.2044234617992
56,-3,-79.94645069741199,1.869364627101297,2,-79.94645069741199,-80.6073708995788,-79.2855304952452
56,-2,-83.29685329063881,0.0,1,-83.29685329063881,-83.29685329063881,-83.29685329063881
56,-1,-77.4631603593413,4.6829499271897905,6,-78.44321075484538,-81.02531071656529,-75.2661418507335
56,0,-86.05450774716456,8.589372654767509,10,-85.16488439243705,-89.86759564039816,-81.2044234617992
57,-3,-79.94645069741199,1.869364627101297,2,-79.94645069741199,-80.6073708995788,-79.2855304952452
57,-2,-83.29685329063881,0.0,1,-83.29685329063881,-83.29685329063881,-83.29685329063881
57,-1,-77.38127175448606,4.602277837018696,6,-78.44321075484538,-80.65681199471666,-75.2661418507335
57,0,-85.15099484533161,9.561615242265708,10,-85.16488439243705,-89.19365101136435,-80.52032440439035
58,-3,-81.26829110174559,0.0,1,-81.26829110174559,-81.26829110174559,-81.26829110174559
58,-2,-80.85738458784874,3.449929724470412,2,-80.85738458784874,-82.07711893924377,-79.63765023645371
58,-1,-76.72055281919903,4.204247532913743,6,-77.4709325168313,-78.68329602208826,-75.2661418507335
58,0,-84.90785442632153,9.448122338728409,10,-85.16488439243705,-88.49303520016699,-80.43185335707965
59,-3,-81.26829110174559,0.0,1,-81.26829110174559,-81.26829110174559,-81.26829110174559
59,-2,-80.85738458784874,3.449929724470412,2,-80.85738458784874,-82.07711893924377,-79.63765023645371
59,-1,-76.16417063465889,4.00744332284386,6,-76.46860036796359,-78.68329602208826,-74.76497577629965
59,0,-84.86449402013469,9.426081408501704,10,-85.16488439243705,-88.16783215376567,-80.43185335707965
60,-3,-81.26829110174559,0.0,1,-81.26829110174559,-81.26829110174559,-81.26829110174559
60,-2,-80.85738458784874,3.449929724470412,2,-80.85738458784874,-82.07711893924377,-79.63765023645371
60,-1,-76.38872414703424,4.305285924589677,5,-77.7189295710456,-79.00475150576915,-75.21827116488157
60,0,-83.98746953155072,10.13524806807694,10,-85.16488439243705,-88.16783215376567,-76.4629209898657
61,-3,-81.26829110174559,0.0,1,-81.26829110174559,-81.26829110174559,-81.26829110174559
61,-2,-80.85738458784874,3.449929724470412,2,-80.85738458784874,-82.07711893924377,-79.63765023645371
61,-1,-76.38059761132814,4.316066503296179,5,-77.7189295710456,-79.00475150576915,-75.20182380008245
61,0,-83.69527146514872,10.301667084223391,10,-84.81014349642717,-88.02416836613325,-76.4629209898657
62,-3,-81.26829110174559,0.0,1,-81.26829110174559,-81.26829110174559,-81.26829110174559
62,-2,-80.85738458784874,3.449929724470412,2,-80.85738458784874,-82.07711893924377,-79.63765023645371
62,-1,-77.203108333842,6.711831524884708,6,-78.36184053840738,-80.12021049331372,-75.83110024282324
62,0,-83.53605066100822,10.222798706045472,10,-84.81014349642717,-86.83001233507952,-76.4629209898657
63,-3,-81.26829110174559,0.0,1,-81.26829110174559,-81.26829110174559,-81.26829110174559
63,-2,-80.85738458784874,3.449929724470412,2,-80.85738458784874,-82.07711893924377,-79.63765023645371
63,-1,-77.19648266748389,6.714221432141204,6,-78.36184053840738,-80.12021049331372,-75.80128474421178
63,0,-83.4435512876599,10.142958372701617,10,-84.55879162120429,-86.82011638330331,-76.43530681024586
64,-2,-79.6998189228619,1.8128846617085814,2,-79.6998189228619,-80.34077044176351,-79.05886740396028
64,-1,-75.55361427427076,6.0090213528610965,5,-77.7189295710456,-79.00475150576915,-75.16206980193384
64,0,-82.72673974280394,10.0192486871475,10,-82.94574869851472,-84.2767178061332,-76.43530681024586
65,-2,-79.6998189228619,1.8128846617085814,2,-79.6998189228619,-80.34077044176351,-79.05886740396028
65,-1,-76.37381555960165,6.515859835510888,6,-76.97171104975368,-80.12021049331372,-74.40494583708758
65,0,-82.47712995874289,10.224589703112992,10,-82.6822510672011,-84.2433368159667,-76.41940924206484
66,-2,-79.6998189228619,1.8128846617085814,2,-79.6998189228619,-80.34077044176351,-79.05886740396028
66,-1,-74.6510128010313,5.761646087343185,5,-74.9386705937382,-78.20703533394234,-74.22703758487071
66,0,-81.96034379147952,10.338500649404256,10,-81.6614349265777,-83.94536254455724,-75.16818470782628
67,-3,-78.27021105854014,0.0,1,-78.27021105854014,-78.27021105854014,-78.27021105854014
67,-2,-79.6998189228619,1.8128846617085814,2,-79.6998189228619,-80.34077044176351,-79.05886740396028
67,-1,-74.6510128010313,5.761646087343185,5,-74.9386705937382,-78.20703533394234,-74.22703758487071
67,0,-81.96034379147952,10.338500649404256,10,-81.6614349265777,-83.94536254455724,-75.16818470782628
68,-3,-78.27021105854014,0.0,1,-78.27021105854014,-78.27021105854014,-78.27021105854014
68,-2,-79.6998189228619,1.8128846617085814,2,-79.6998189228619,-80.34077044176351,-79.05886740396028
68,-1,-74.40930011151698,6.251781833314382,5,-74.9386705937382,-78.20703533394234,-74.22703758487071
68,0,-81.63921322692717,10.13767986567757,10,-81.6614349265777,-83.94536254455724,-73.95428085906568
69,-3,-78.27021105854014,0.0,1,-78.27021105854014,-78.27021105854014,-78.27021105854014
69,-2,-79.6998189228619,1.8128846617085814,2,-79.6998189228619,-80.34077044176351,-79.05886740396028
69,-1,-73.93401628657055,5.975093669225447,5,-74.9386705937382,-75.8306162092102,-74.22703758487071
