generation,class,fitness_mean,fitness_std,n,fitness_median,fitness_q1,fitness_q3
15,0,-102.15323113956939,6.207370974552873,10,-99.94457561232802,-104.28656948666793,-97.5070539778065
16,-3,-90.13649879132957,5.765195798486853,7,-89.76474746343433,-89.77250603531292,-89.75668536692814
16,-2,-90.57377110888515,2.3592350142279153,5,-91.87935965896988,-92.33153166585477,-88.30830023373898
16,-1,-100.39815979139702,8.17936851381787,6,-96.66659944769985,-101.52051243076107,-96.0761096924825
16,0,-101.21487418428237,5.953412639714945,10,-99.57026979698733,-102.36874133133551,-97.47707329643649
17,-3,-88.20372555005235,3.4797027199305717,6,-89.76019538718302,-89.767392144153,-89.21192141684435
17,-2,-90.27730995188858,2.7720923924659053,5,-91.87935965896988,-92.33153166585477,-87.72340254778345
17,-1,-97.76635814912261,4.746647861570314,7,-96.48234496370958,-96.66659944769985,-96.03336494842935
17,0,-101.21487418428237,5.953412639714945,10,-99.57026979698733,-102.36874133133551,-97.47707329643649
18,-3,-87.34694234831794,4.175138123313523,4,-89.2466130095194,-89.75880090929692,-86.83475444854042
18,-2,-89.52029482005356,2.004564888204637,6,-89.65701875209584,-91.08342934796678,-88.07558845297385
18,-1,-96.37660319186145,6.336306125245643,7,-96.13277221512146,-96.65648906719551,-95.03633374935578
18,0,-100.78059637299171,6.079063426385549,10,-99.33389476452058,-101.82194807320235,-97.46344549023755
19,-3,-86.43457415766848,3.9082814810325193,4,-87.47691834442016,-88.99525545717844,-84.91623704491019
19,-2,-88.0552092173746,3.4447786662302344,7,-89.13214616854506,-89.82760447492817,-87.2746984982698
19,-1,-95.94420490618572,5.646766440012857,8,-96.03336494842935,-96.56941701545254,-94.07696424698366
19,0,-98.84746261008789,4.872815751893141,10,-97.57072907906851,-98.85239953230221,-97.0585742891887
20,-3,-87.35967008626032,1.139844962522438,3,-87.36684625701567,-87.93137813902386,-86.79155011887445
20,-2,-86.58953341384539,5.116194919756076,7,-87.90154812711921,-89.31543046180256,-87.05135281280508
20,-1,-95.97770530767116,6.225996410887074,6,-96.1140138549666,-96.43527622983117,-94.58752178316504
20,0,-97.06006287032798,5.867951084562808,10,-97.34133713566477,-97.77388249130698,-93.8454196811902
21,-3,-87.35608200088265,1.6119602448681827,2,-87.35608200088265,-87.92599601095735,-86.78616799080794
21,-2,-85.78548459094682,4.910674159696559,7,-86.50746277575936,-88.51684714783214,-85.73280792231046
21,-1,-95.73364791425196,6.2398003668649205,6,-95.38184167470902,-96.3452481432165,-94.31146377965092
21,0,-95.89139166524053,8.030531468634742,10,-97.34133713566477,-97.7639297548768,-93.8454196811902
22,-3,-87.35608200088265,1.6119602448681827,2,-87.35608200088265,-87.92599601095735,-86.78616799080794
22,-2,-85.73332762616302,4.870983044735301,7,-86.50746277575936,-88.3342977710888,-85.73280792231046
22,-1,-95.31969643623759,7.075364744649361,5,-94.13870981697431,-96.4231454868556,-93.01947752194815
22,0,-94.3933211744865,8.211943775023032,10,-93.86510783447392,-97.61084567022873,-91.24115348511476
23,-3,-77.73096831209482,0.0,1,-77.73096831209482,-77.73096831209482,-77.73096831209482
23,-2,-85.08759847804768,5.047657702301535,7,-86.0225607928088,-88.3342977710888,-83.7152068953821
23,-1,-93.55071131180216,6.892509081840848,6,-92.69210914424823,-93.85890174321777,-90.3760046816526
23,0,-92.22887493040407,9.413988450429102,10,-92.23252835843842,-97.21874083697618,-89.76953760699064
24,-3,-71.92952611223978,8.204478240358574,2,-71.92952611223978,-74.83024721216731,-69.02880501231228
24,-2,-84.4594369997205,5.267282401731629,6,-85.73280792231046,-87.43180129354161,-82.85128281716709
24,-1,-93.10498166443303,7.266638008171521,6,-92.69210914424823,-93.85890174321777,-88.37022126849149
24,0,-91.18861843968531,10.217501712894885,10,-92.23252835843842,-97.06265772584149,-82.12369703773466
25,-3,-71.84445224861726,8.324790852097046,2,-71.84445224861726,-74.78771028035604,-68.90119421687848
25,-2,-82.66492829762551,5.085431044933821,6,-83.7152068953821,-85.87768435755963,-81.14962569594667
25,-1,-93.24997177591419,8.1171549330264,5,-93.01947752194815,-94.13870981697431,-87.02342442866029
25,0,-90.40119732091826,9.962115033593602,10,-90.57855483330451,-96.26322087244367,-81.83767924283063
26,-3,-76.20484346269359,9.59569196829826,3,-77.67754748195762,-81.32829710147053,-71.81774183354867
26,-2,-81.26794029308515,5.582567109729499,7,-81.98735873895208,-85.20495920129716,-77.40604552807383
26,-1,-97.80035189014738,7.332818907465839,3,-94.13870981697431,-100.190789074247,-93.57909366946123
26,0,-87.70986568119292,10.95947681248423,10,-86.41841812140015,-94.27358016326257,-79.17045570950002
27,-3,-76.20484346269359,9.59569196829826,3,-77.67754748195762,-81.32829710147053,-71.81774183354867
27,-2,-80.96542106229006,6.091147569509162,7,-81.98735873895208,-85.20495920129716,-77.40604552807383
27,-1,-97.80035189014738,7.332818907465839,3,-94.13870981697431,-100.190789074247,-93.57909366946123
27,0,-87.67123124599091,10.931056195722386,10,-86.37016859294626,-94.27358016326257,-79.17045570950002
28,-3,-74.10501468176005,7.0733424548526385,3,-77.67754748195762,-78.17855393007024,-71.81774183354867
28,-2,-80.22643902943308,6.676311539867833,6,-81.42887004361513,-85.01376027934462,-74.9149108807368
28,-1,-92.78500448693228,1.914428437202184,2,-92.78500448693228,-93.4618571519533,-92.10815182191128
28,0,-86.15643215895685,8.939276578705822,10,-84.8519689341125,-94.27358016326257,-78.61622366596154
29,-3,-74.10501468176005,7.0733424548526385,3,-77.67754748195762,-78.17855393007024,-71.81774183354867
29,-2,-80.20450946367437,6.669583369412276,6,-81.36308134633896,-84.98086593070654,-74.9149108807368
29,-1,-91.07657232725853,4.330516367807166,2,-91.07657232725853,-92.60764107211642,-89.54550358240063
29,0,-85.65561743173035,9.44178741346342,10,-84.8519689341125,-94.27358016326257,-76.71765520207865
30,-3,-74.00537152442406,6.999573159581826,3,-77.37861800994966,-78.02908919406626,-71.66827709754469
30,-2,-79.09959427181768,6.753911089360522,7,-80.87038134827819,-83.93917106860428,-72.69992858945034
30,-1,-91.07657232725853,4.330516367807166,2,-91.07657232725853,-92.60764107211642,-89.54550358240063
30,0,-84.99564015518544,9.575934381115465,10,-84.5315110059083,-94.27358016326257,-76.00087220232723
31,-3,-74.00537152442406,6.999573159581826,3,-77.37861800994966,-78.02908919406626,-71.66827709754469
31,-2,-78.74189979316836,6.825461445390997,7,-79.00047843804195,-83.93917106860428,-72.69992858945034
31,-1,-90.49062217377673,3.5018577138786178,2,-90.49062217377673,-91.72871584189372,-89.25252850565974
31,0,-84.3866403759367,9.210936651044493,10,-83.72881555500999,-91.1798792514023,-76.00087220232723
32,-3,-74.00537152442406,6.999573159581826,3,-77.37861800994966,-78.02908919406626,-71.66827709754469
32,-2,-79.93621761426036,6.391506521260312,5,-78.66687323457622,-86.0225607928088,-77.70572440104009
32,-1,-90.49062217377673,3.5018577138786178,2,-90.49062217377673,-91.72871584189372,-89.25252850565974
32,0,-83.8892554268759,9.502483983509459,10,-83.43309005457091,-90.91502759774626,-75.99787794838473
33,-3,-71.95657566329567,9.507736163420478,2,-71.95657566329567,-75.31806802073926,-68.59508330585207
33,-2,-79.13798169995228,6.8242471500153,5,-77.70572440104009,-86.0225607928088,-74.6756936630358
33,-1,-90.49062217377673,3.5018577138786178,2,-90.49062217377673,-91.72871584189372,-89.25252850565974
33,0,-82.79370149360328,9.731795448632782,10,-79.6616424546134,-90.91502759774626,-74.66268786532044
34,-3,-71.95657566329567,9.507736163420478,2,-71.95657566329567,-75.31806802073926,-68.59508330585207
34,-2,-78.79623129070997,6.488931962891299,5,-77.41269451100507,-84.85713481579214,-74.6756936630358
34,-1,-90.49062217377673,3.5018577138786178,2,-90.49062217377673,-91.72871584189372,-89.25252850565974
34,0,-82.04983386651963,9.985713680876017,10,-77.13858935706766,-90.66857354050289,-73.84910632566776
35,-3,-71.95657566329567,9.507736163420478,2,-71.95657566329567,-75.31806802073926,-68.59508330585207
35,-2,-75.58076631587565,6.224122756961923,7,-74.6756936630358,-79.52694700026281,-71.79690354711968
35,-1,-88.30942030406402,6.586542980299883,2,-88.30942030406402,-90.63811490703736,-85.98072570109068
35,0,-81.75780286657194,9.906084585907987,10,-77.13858935706766,-90.66857354050289,-73.51585823617184
36,-3,-71.92975425457567,9.545667363394251,2,-71.92975425457567,-75.30465731637926,-68.55485119277208
36,-2,-75.53858265256214,6.2482726811094365,7,-74.66745993747426,-79.52694700026281,-71.65337758830316
36,-1,-88.30942030406402,6.586542980299883,2,-88.30942030406402,-90.63811490703736,-85.98072570109068
36,0,-81.71852730142697,9.946447465808715,10,-77.13858935706766,-90.66857354050289,-73.51585823617184
37,-3,-71.27747074242617,10.468135552788414,2,-71.27747074242617,-74.97851556030452,-67.57642592454783
37,-2,-75.41463014658679,6.281742863535045,7,-74.29404989793281,-79.41897999679493,-71.51421584062801
37,-1,-88.30942030406402,6.586542980299883,2,-88.30942030406402,-90.63811490703736,-85.98072570109068
37,0,-81.17956631666081,9.73808642114695,10,-76.4172093048164,-89.75429837226346,-73.28060289186494
38,-3,-70.83892441995158,9.957237307741257,2,-70.83892441995158,-74.35933943104536,-67.31850940885782
38,-2,-75.28854854762014,6.3425095837093926,7,-73.88705476365232,-79.41897999679493,-71.27642781138499
38,-1,-88.30942030406402,6.586542980299883,2,-88.30942030406402,-90.63811490703736,-85.98072570109068
38,0,-81.17956631666081,9.73808642114695,10,-76.4172093048164,-89.75429837226346,-73.28060289186494
39,-3,-63.79809439776406,0.0,1,-63.79809439776406,-63.79809439776406,-63.79809439776406
39,-2,-73.63199401653984,4.625248525715972,6,-74.31697556832691,-77.0894242807724,-70.88613126917126
39,-1,-86.7792121620904,8.750584087932701,2,-86.7792121620904,-89.87301083605057,-83.68541348813025
39,0,-80.76018346445277,10.077175820005408,10,-75.19393461146633,-89.75429837226346,-72.43887711900703
40,-3,-63.79809439776406,0.0,1,-63.79809439776406,-63.79809439776406,-63.79809439776406
40,-2,-73.63199401653984,4.625248525715972,6,-74.31697556832691,-77.0894242807724,-70.88613126917126
40,-1,-86.7792121620904,8.750584087932701,2,-86.7792121620904,-89.87301083605057,-83.68541348813025
40,0,-80.75708046312329,10.078492968212766,10,-75.17841960481893,-89.75429837226346,-72.43887711900703
41,-3,-63.79809439776406,0.0,1,-63.79809439776406,-63.79809439776406,-63.79809439776406
41,-2,-73.33583910275617,4.294242134473641,7,-71.85774929188743,-76.9820880574755,-71.06351285212159
41,-1,-86.7792121620904,8.750584087932701,2,-86.7792121620904,-89.87301083605057,-83.68541348813025
41,0,-80.48106596882211,10.249964672800859,10,-74.07626211968466,-89.75429837226346,-72.43887711900703
42,-3,-63.79809439776406,0.0,1,-63.79809439776406,-63.79809439776406,-63.79809439776406
42,-2,-72.7712182329123,5.327319537114552,6,-73.18801311256567,-77.0894242807724,-68.14160269860861
42,-1,-84.85456944653497,7.028450020282732,3,-81.00528401542408,-86.9860467627174,-80.79844941479709
42,0,-79.62232766831406,9.760322724081167,10,-74.07626211968466,-88.52315766757084,-72.06173642033616
43,-3,-69.2910545608082,8.936416225824061,2,-69.2910545608082,-72.45055481720105,-66.13155430441536
43,-2,-72.11288814806356,5.435498194295106,6,-72.3611406799572,-76.35397939457745,-67.45633496483894
43,-1,-84.85456944653497,7.028450020282732,3,-81.00528401542408,-86.9860467627174,-80.79844941479709
43,0,-79.62232766831406,9.760322724081167,10,-74.07626211968466,-88.52315766757084,-72.06173642033616
44,-3,-68.79251413095521,8.23137358853464,2,-68.79251413095521,-71.70274417242155,-65.88228408948886
44,-2,-72.10311095634536,5.4471383296278235,6,-72.3611406799572,-76.35397939457745,-67.41233760210704
44,-1,-84.40079878896819,7.471281302208798,3,-81.00528401542408,-86.9860467627174,-80.11779342844692
44,0,-79.32982706514608,10.006043623783428,10,-74.01261976324827,-88.52315766757084,-71.35240034197139
45,-3,-68.79251413095521,8.23137358853464,2,-68.79251413095521,-71.70274417242155,-65.88228408948886
45,-2,-72.04408308615466,5.409780502107954,6,-72.18405706938512,-76.26543758929141,-67.41233760210704
45,-1,-83.90567033104773,7.90383360629909,3,-80.3197717216748,-86.64329061584276,-79.37510074156623
45,0,-78.75414408795628,9.771043324807513,10,-73.20627962539018,-85.75397627695061,-71.26052993609517
46,-3,-68.79251413095521,8.23137358853464,2,-68.79251413095521,-71.70274417242155,-65.88228408948886
46,-2,-71.45082956996293,6.188069477647814,6,-72.18405706938512,-76.26543758929141,-65.87310604536265
46,-1,-83.76935180930471,7.999550430294423,3,-79.91081615644573,-86.43881283322823,-79.1706229589517
46,0,-78.55921982832433,9.906231050878741,10,-73.20627962539018,-85.682530225753,-70.72912670089237
47,-3,-68.70240224367186,8.10393613540748,2,-68.70240224367186,-71.56757634149652,-65.83722814584719
47,-2,-71.36932250756428,6.298153501874973,6,-72.18405706938512,-76.26543758929141,-65.64124544974729
47,-1,-83.18664378443874,8.62232864009462,3,-79.91081615644573,-86.43881283322823,-78.29656092165277
47,0,-78.0919046427608,9.710119692132942,10,-73.20627962539018,-83.92427496722291,-70.46952446762864
48,-3,-68.70240224367186,8.10393613540748,2,-68.70240224367186,-71.56757634149652,-65.83722814584719
48,-2,-70.89205852265951,6.597840954914356,6,-71.80754239149434,-75.84462854724057,-65.54334837736508
48,-1,-82.40026821472836,7.28883122350778,3,-79.91081615644573,-85.25924947866264,-78.29656092165277
48,0,-77.97186225339338,9.770609767402002,10,-72.68074589940217,-83.92427496722291,-70.43218535720415
49,-3,-68.70240224367186,8.10393613540748,2,-68.70240224367186,-71.56757634149652,-65.83722814584719
49,-2,-69.88038983903489,6.6799647190989635,6,-70.09643970987037,-74.50901829313354,-64.17681449454385
49,-1,-81.86127027018222,7.6173516122625164,3,-78.29382232280732,-84.45075256184343,-77.48806400483355
49,0,-77.58385228934179,9.80021585772035,10,-72.68074589940217,-83.30085267054581,-70.10434432854167
50,-3,-68.70240224367186,8.10393613540748,2,-68.70240224367186,-71.56757634149652,-65.83722814584719
50,-2,-69.7040232132958,6.917752037651398,6,-70.0761437701303,-74.4988703232635,-64.17681449454385
50,-1,-81.86127027018222,7.6173516122625164,3,-78.29382232280732,-84.45075256184343,-77.48806400483355
50,0,-77.43793871866225,9.922028523635376,10,-72.61792975530537,-83.30085267054581,-69.64960593743683
51,-3,-68.70240224367186,8.10393613540748,2,-68.70240224367186,-71.56757634149652,-65.83722814584719
51,-2,-69.68107055651701,6.894119819465767,6,-70.0761437701303,-74.39558336775896,-64.17681449454385
51,-1,-81.37247117458617,6.776068450677015,3,-78.29382232280732,-83.71755391844934,-77.48806400483355
51,0,-76.99117009796475,9.589629081236833,10,-71.67142338188908,-83.30085267054581,-69.64960593743683
52,-3,-68.70240224367186,8.10393613540748,2,-68.70240224367186,-71.56757634149652,-65.83722814584719
52,-2,-69.57972722407614,6.975176119074496,6,-69.95122894422761,-74.34219110756182,-64.16774934178964
52,-1,-81.37247117458617,6.776068450677015,3,-78.29382232280732,-83.71755391844934,-77.48806400483355
52,0,-76.46757179706867,9.622500884873475,10,-71.1479614088228,-82.27532239421973,-69.61288495703329
53,-3,-68.70240224367186,8.10393613540748,2,-68.70240224367186,-71.56757634149652,-65.83722814584719
53,-2,-69.57972722407614,6.975176119074496,6,-69.95122894422761,-74.34219110756182,-64.16774934178964
53,-1,-80.89997134453093,7.137846670688768,3,-76.87632283264162,-83.0088041733665,-76.7793142597507
53,0,-76.28160752298268,9.708055166011942,10,-70.24628735442624,-82.27532239421973,-69.61288495703329
54,-3,-68.70240224367186,8.10393613540748,2,-68.70240224367186,-71.56757634149652,-65.83722814584719
54,-2,-69.57972722407614,6.975176119074496,6,-69.95122894422761,-74.34219110756182,-64.16774934178964
54,-1,-79.36915150122579,4.813568269244715,3,-76.87632283264162,-80.89709480560035,-76.59479386255914
54,0,-76.22142279009688,9.735527378502177,10,-70.24628735442624,-82.27532239421973,-69.61288495703329
55,-3,-68.61483413118873,7.980096123102435,2,-68.61483413118873,-71.43622417277184,-65.79344408960563
55,-2,-69.55384571468178,6.948835477934998,6,-69.95122894422761,-74.22572431528722,-64.16774934178964
55,-1,-79.36915150122579,4.813568269244715,3,-76.87632283264162,-80.89709480560035,-76.59479386255914
55,0,-76.22142279009688,9.735527378502177,10,-70.24628735442624,-82.27532239421973,-69.61288495703329
56,-3,-68.55325635620763,7.8930119985834,2,-68.55325635620763,-71.34385751030018,-65.76265520211507
56,-2,-69.04816747748814,6.4829444524207025,7,-69.18076171370399,-73.05771493510855,-64.25542163607223
56,-1,-79.36915150122579,4.813568269244715,3,-76.87632283264162,-80.89709480560035,-76.59479386255914
56,0,-76.21252715429766,9.742836539723184,10,-70.24628735442624,-82.27532239421973,-69.61288495703329
57,-3,-68.55325635620763,7.8930119985834,2,-68.55325635620763,-71.34385751030018,-65.76265520211507
57,-2,-69.04407473481834,6.478278132691862,7,-69.18076171370399,-73.04339033576429,-64.25542163607223
57,-1,-79.34221458072967,4.7669928014308836,3,-76.87632283264162,-80.8566894248562,-76.59479386255914
57,0,-76.02483359369225,9.896997714134066,10,-70.1896172924406,-82.27532239421973,-69.33675762827932
58,-3,-62.50021475309979,0.0,1,-62.50021475309979,-62.50021475309979,-62.50021475309979
58,-2,-68.80286788149054,6.242210170928111,7,-69.0844670928134,-72.24731365956225,-64.25542163607223
58,-1,-79.34221458072967,4.7669928014308836,3,-76.87632283264162,-80.8566894248562,-76.59479386255914
58,0,-75.9146256825131,9.97912564472026,10,-70.00946372456258,-82.27532239421973,-69.12919042679525
59,-3,-62.50021475309979,0.0,1,-62.50021475309979,-62.50021475309979,-62.50021475309979
59,-2,-68.29254031747995,5.921300215188961,7,-69.0844670928134,-70.49814581806324,-64.21844300353418
59,-1,-79.12009475240853,4.989048143437649,3,-76.87632283264162,-80.8566894248562,-76.26161412007741
59,0,-75.9146256825131,9.97912564472026,10,-70.00946372456258,-82.27532239421973,-69.12919042679525
60,-3,-62.50021475309979,0.0,1,-62.50021475309979,-62.50021475309979,-62.50021475309979
60,-2,-68.22487649900043,6.012941658590721,7,-69.0844670928134,-70.49814581806324,-64.19116917063147
60,-1,-79.12009475240853,4.989048143437649,3,-76.87632283264162,-80.8566894248562,-76.26161412007741
60,0,-75.5387993740134,9.585649542170017,10,-69.99447723354001,-82.12534308324554,-69.08187702249072
61,-3,-62.50021475309979,0.0,1,-62.50021475309979,-62.50021475309979,-62.50021475309979
61,-2,-68.22261915075453,6.011850958351136,7,-69.0844670928134,-70.49024509920255,-64.19116917063147
61,-1,-79.12009475240853,4.989048143437649,3,-76.87632283264162,-80.8566894248562,-76.26161412007741
61,0,-75.44919133781183,9.65967466749441,10,-69.93887100900669,-82.12534308324554,-69.01754581396457
62,-3,-62.50021475309979,0.0,1,-62.50021475309979,-62.50021475309979,-62.50021475309979
62,-2,-66.4939034264349,4.274081733920158,6,-67.52200874066713,-69.97706336923478,-63.30697856168679
62,-1,-75.7046465943165,1.1438991544533192,3,-75.6469054075132,-76.26161412007741,-75.11880847515394
62,0,-75.35563631569404,9.520594503803768,10,-69.93887100900669,-82.12534308324554,-69.01754581396457
63,-3,-62.50021475309979,0.0,1,-62.50021475309979,-62.50021475309979,-62.50021475309979
63,-2,-66.46610210927719,4.241624072515709,6,-67.52200874066713,-69.97706336923478,-63.30697856168679
63,-1,-72.9072982644274,5.672121963190329,4,-75.11880847515394,-75.9542597637953,-72.07184697578604
63,0,-75.1504505945223,9.697202941573071,10,-69.93087217008673,-82.12534308324554,-68.18718308742297
64,-3,-62.36135355477595,0.0,1,-62.36135355477595,-62.36135355477595,-62.36135355477595
64,-2,-66.46199302522719,4.238591072948296,6,-67.50968148851717,-69.9708997431598,-63.30697856168679
64,-1,-72.9072982644274,5.672121963190329,4,-75.11880847515394,-75.9542597637953,-72.07184697578604
64,0,-75.03918710404727,9.796032290326796,10,-69.86802061486637,-82.12534308324554,-68.18718308742297
65,-3,-62.36135355477595,0.0,1,-62.36135355477595,-62.36135355477595,-62.36135355477595
65,-2,-66.46199302522719,4.238591072948296,6,-67.50968148851717,-69.9708997431598,-63.30697856168679
65,-1,-72.86749991948267,5.635430321462101,4,-75.11880847515394,-75.91446141885058,-72.07184697578604
65,0,-75.02566972710076,9.805137128895224,10,-69.86802061486637,-82.12534308324554,-68.15338964505669
66,-3,-62.36135355477595,0.0,1,-62.36135355477595,-62.36135355477595,-62.36135355477595
66,-2,-66.43975073845185,4.257774953359586,6,-67.50968148851717,-69.95781731322552,-63.21997070113199
66,-1,-75.65158213439021,1.0632166693083889,3,-75.6469054075132,-76.18201743018795,-75.11880847515394
66,0,-74.62724077644847,10.247492551198627,10,-69.86802061486637,-82.06685840751727,-68.14296266605722
67,-3,-62.276601960868746,0.0,1,-62.276601960868746,-62.276601960868746,-62.276601960868746
67,-2,-65.51636535757389,4.063286302052054,5,-65.9398767359891,-69.05981258851348,-62.30677747200237
67,-1,-72.41194948220287,4.629622660869266,3,-74.4802144708411,-75.06355993917715,-70.79447151954771
67,0,-74.2929775267583,9.808528226648251,10,-69.86802061486637,-82.06685840751727,-67.6207803986276
68,-3,-62.276601960868746,0.0,1,-62.276601960868746,-62.276601960868746,-62.276601960868746
68,-2,-65.50716267824832,4.071224308424959,5,-65.93459959736668,-69.05981258851348,-62.266041213996964
68,-1,-72.41194948220287,4.629622660869266,3,-74.4802144708411,-75.06355993917715,-70.79447151954771
68,0,-73.38533350287199,9.881030079853655,10,-69.14968481642235,-79.77067546101445,-67.09717706201619
69,-3,-62.276601960868746,0.0,1,-62.276601960868746,-62.276601960868746,-62.276601960868746
69,-2,-65.38471873514942,4.200234421539105,5,-65.93459959736668,-69.05981258851348,-61.65382149850242
69,-1,-70.88416940848356,4.353869512578118,3,-69.89687424968317,-72.77188982859818,-68.50280140896874
69,0,-73.19648629205827,9.962122191107708,10,-68.9526710779547,-79.77067546101445,-67.09717706201619
70,-3,-62.276601960868746,0.0,1,-62.276601960868746,-62.276601960868746,-62.276601960868746
