generation median_fitness fitness_25perc fitness_75perc
2 -201.7356620822731 -5071.684808656644 -201.73393187768335
3 -201.7356620822731 -201.84218224505744 -201.73393187768335
4 -190.47997361040814 -201.84218224505744 -176.0939054663671
5 -127.53455331120308 -163.71132394872615 -122.46081046755427
6 -127.53455331120308 -145.29413618799092 -122.46081046755427
7 -127.52856323654787 -128.57919008802853 -116.74839574418337
8 -127.52856323654787 -128.57919008802853 -116.74839574418337
9 -107.4579529363952 -122.8577902526748 -107.4026963552571
10 -107.2657275063769 -121.82894861075951 -106.42155847341328
11 -107.2657275063769 -117.66404671720419 -106.42155847341328
12 -107.2657275063769 -117.66404671720419 -97.51153877101333
13 -107.2657275063769 -117.66404671720419 -97.51153877101333
14 -107.2657275063769 -117.66118549613012 -97.51153877101333
15 -103.9841902577366 -109.5638489335125 -97.50503808709868
16 -102.21036178956376 -106.65011306521419 -97.17429551470873
17 -102.21036178956376 -106.65011306521419 -97.17429551470873
18 -101.52824644440932 -106.0108798701392 -97.17429551470873
19 -98.43721480770881 -103.75793575887123 -96.5529288855889
20 -97.46696621847929 -102.28634517460864 -93.22241425372916
21 -97.46696621847929 -102.28634517460864 -93.17893133288321
22 -95.74969586977123 -101.612253477556 -91.24639895971748
23 -95.44484761574698 -101.19711536194605 -90.99959695689064
24 -95.34079220832385 -101.19711536194605 -90.99959695689064
25 -95.2474922549151 -101.04770402248847 -90.99959695689064
26 -93.26539400784799 -101.04770402248847 -86.8305473998868
27 -93.26539400784799 -100.83032005115419 -86.8305473998868
28 -93.26539400784799 -97.93722817396473 -86.8305473998868
29 -95.28176631867714 -97.96219717573173 -90.75017221676242
30 -95.28176631867714 -96.85334811178791 -90.75017221676242
31 -91.24902169701885 -96.85334811178791 -90.61188732552935
32 -90.97245191455268 -96.50230684834901 -90.49703869191652
33 -90.97245191455268 -96.0933253888917 -90.49703869191652
34 -90.97245191455268 -96.0933253888917 -90.00413057742976
35 -90.97245191455268 -95.35131266109302 -90.00413057742976
36 -90.97245191455268 -95.35131266109302 -90.00413057742976
37 -90.25132273650601 -94.38696925369774 -89.75165832617341
38 -90.25132273650601 -94.38696925369774 -89.75165832617341
39 -90.25132273650601 -94.38696925369774 -89.75165832617341
40 -90.25132273650601 -94.38696925369774 -89.75165832617341
41 -90.25132273650601 -94.38696925369774 -89.75165832617341
42 -89.84136443687001 -93.6350176360134 -87.28937691678817
43 -89.84136443687001 -93.6350176360134 -87.28937691678817
44 -89.84136443687001 -93.6350176360134 -87.28937691678817
45 -89.75693841835351 -93.6350176360134 -85.443255989708
46 -89.75693841835351 -93.6350176360134 -85.30036388731281
47 -89.264130288307 -93.38782547693717 -83.31251872401342
48 -89.264130288307 -93.38782547693717 -83.31251872401342
49 -89.264130288307 -93.38782547693717 -82.0656741306592
50 -89.264130288307 -93.38782547693717 -82.0656741306592
51 -88.50754824013929 -92.47877977094987 -82.0656741306592
52 -88.50754824013929 -92.47877977094987 -80.01461357800703
53 -88.50754824013929 -92.45063245491654 -80.01461357800703
54 -88.88583926422314 -93.99353705241448 -85.52891046785913
55 -88.88583926422314 -93.99353705241448 -85.52891046785913
56 -87.59385447001503 -93.80439154037255 -85.072063582797
57 -87.59385447001503 -93.80439154037255 -85.072063582797
58 -87.59385447001503 -93.80439154037255 -85.072063582797
59 -87.59385447001503 -93.80439154037255 -85.072063582797
60 -87.59385447001503 -92.13778483382512 -85.072063582797
61 -87.59385447001503 -92.13778483382512 -85.072063582797
62 -87.59385447001503 -91.56525509792375 -85.072063582797
63 -87.59385447001503 -91.56525509792375 -85.072063582797
64 -87.59043753950708 -91.56354663266978 -85.072063582797
65 -87.59043753950708 -91.56354663266978 -85.072063582797
66 -87.59043753950708 -91.56354663266978 -85.072063582797
67 -87.59043753950708 -89.57875452742306 -85.072063582797
68 -87.59043753950708 -89.57875452742306 -83.04885701378078
69 -87.59043753950708 -89.35454258614114 -83.04885701378078
70 -87.59043753950708 -89.35454258614114 -83.04885701378078
71 -86.99703260287292 -89.05559301793409 -83.04885701378078
72 -86.99703260287292 -89.05559301793409 -83.04885701378078
73 -86.99703260287292 -89.05559301793409 -83.04885701378078
74 -86.99703260287292 -89.05559301793409 -82.61696626569477
75 -86.99703260287292 -89.05559301793409 -82.61696626569477
76 -85.80253452700643 -88.7196286468907 -82.3556815988049
77 -85.63502203233138 -85.97004702168147 -81.26256812096275
78 -85.21465596775907 -85.63502203233138 -81.26256812096275
79 -83.65513297793902 -85.21465596775907 -81.26256812096275
80 -83.65513297793902 -85.21465596775907 -78.18423148130772
81 -83.65513297793902 -85.21465596775907 -76.59396822376148
82 -83.65513297793902 -85.21465596775907 -76.59396822376148
83 -83.65513297793902 -85.21465596775907 -76.59396822376148
84 -83.65513297793902 -85.21465596775907 -76.59396822376148
85 -82.60633422866007 -85.21465596775907 -76.59396822376148
86 -82.60633422866007 -83.70222407145562 -76.59396822376148
87 -82.60633422866007 -83.70222407145562 -76.59396822376148
88 -82.60633422866007 -83.70222407145562 -76.527627832118
89 -82.60633422866007 -83.70222407145562 -76.34754185307607
90 -82.60633422866007 -83.70222407145562 -76.34754185307607
91 -82.60633422866007 -83.70222407145562 -76.34754185307607
92 -82.60633422866007 -83.70222407145562 -76.14053077420469
93 -82.60633422866007 -83.70222407145562 -76.14053077420469
94 -82.60633422866007 -83.70222407145562 -76.14053077420469
95 -82.60633422866007 -83.70222407145562 -76.14053077420469
96 -82.60633422866007 -83.70222407145562 -76.14053077420469
97 -82.60633422866007 -83.70222407145562 -76.14053077420469
98 -80.71619736067478 -83.70222407145562 -74.78602545231301
99 -80.71619736067478 -83.70222407145562 -74.78602545231301
100 -80.71619736067478 -83.70222407145562 -74.78602545231301
101 -80.71619736067478 -83.70222407145562 -74.78602545231301
102 -80.71619736067478 -83.70222407145562 -74.78602545231301
103 -80.71619736067478 -83.70222407145562 -74.78602545231301
104 -80.71619736067478 -83.70222407145562 -74.78602545231301
105 -80.71619736067478 -83.70222407145562 -74.78602545231301
106 -80.71619736067478 -83.70222407145562 -74.78602545231301
107 -80.71619736067478 -83.70222407145562 -74.78602545231301
108 -76.80498081516492 -80.71619736067478 -74.78602545231301
109 -76.80498081516492 -80.70155552773697 -74.78602545231301
110 -76.80498081516492 -80.70155552773697 -74.78602545231301
111 -76.80498081516492 -80.70155552773697 -74.78602545231301
112 -76.52977771268824 -76.80498081516492 -74.78602545231301
113 -76.52977771268824 -76.80498081516492 -74.78602545231301
114 -76.52977771268824 -76.80498081516492 -74.78602545231301
115 -76.52977771268824 -76.80498081516492 -74.78602545231301
116 -76.52977771268824 -76.80498081516492 -74.78602545231301
117 -76.52977771268824 -76.80498081516492 -72.58702889031717
118 -76.52977771268824 -76.80498081516492 -72.58702889031717
119 -76.52977771268824 -76.80498081516492 -72.58702889031717
120 -76.52977771268824 -76.80498081516492 -72.58702889031717
121 -76.52977771268824 -76.80498081516492 -72.58702889031717
122 -76.52977771268824 -76.80498081516492 -72.56815899051821
123 -76.52977771268824 -76.80498081516492 -72.56815899051821
124 -76.52977771268824 -76.80498081516492 -72.56815899051821
125 -76.52977771268824 -76.80498081516492 -72.47818347785164
126 -76.52977771268824 -76.80498081516492 -72.47818347785164
127 -76.35777261349921 -76.80498081516492 -72.47818347785164
128 -76.35777261349921 -76.80498081516492 -72.47818347785164
129 -76.35777261349921 -76.80498081516492 -72.47818347785164
130 -76.35777261349921 -76.49382582233102 -69.33030702057195
131 -76.35777261349921 -76.49382582233102 -69.33030702057195
132 -76.35777261349921 -76.49382582233102 -69.33030702057195
133 -76.35777261349921 -76.49382582233102 -69.33030702057195
134 -76.35777261349921 -76.49382582233102 -69.33030702057195
135 -76.35777261349921 -76.49382582233102 -69.12743566463007
136 -76.35777261349921 -76.49382582233102 -69.11269351584131
137 -75.92735772514527 -76.49382582233102 -69.11269351584131
138 -75.92735772514527 -76.49382582233102 -69.11269351584131
139 -75.92735772514527 -76.49382582233102 -69.11269351584131
140 -75.92735772514527 -76.49382582233102 -69.11269351584131
141 -75.92735772514527 -76.49382582233102 -69.11269351584131
142 -73.0110587257032 -75.92735772514527 -69.11269351584131
143 -73.0110587257032 -75.92735772514527 -69.11269351584131
144 -73.0110587257032 -75.92735772514527 -69.11269351584131
145 -71.74914184714171 -75.92735772514527 -69.09168128774186
146 -71.74914184714171 -75.92735772514527 -68.1514805736336
147 -71.74914184714171 -75.92735772514527 -68.1514805736336
148 -71.74914184714171 -75.92735772514527 -68.1514805736336
149 -71.74914184714171 -75.92735772514527 -68.1514805736336
150 -71.74914184714171 -75.92735772514527 -68.1514805736336
151 -71.74914184714171 -75.92735772514527 -68.1514805736336
152 -71.74914184714171 -75.92735772514527 -68.1514805736336
153 -71.74914184714171 -75.92735772514527 -68.1514805736336
154 -71.74914184714171 -75.92735772514527 -68.1514805736336
155 -71.74914184714171 -75.92735772514527 -68.1514805736336
156 -71.74914184714171 -75.92735772514527 -68.1514805736336
157 -71.74914184714171 -75.92735772514527 -67.89377654796684
158 -71.74914184714171 -75.92735772514527 -67.81951470973074
159 -71.74914184714171 -75.92735772514527 -67.81951470973074
160 -71.74914184714171 -74.26774699985921 -67.81951470973074
161 -71.74914184714171 -74.26774699985921 -67.81951470973074
162 -71.74914184714171 -74.26774699985921 -67.81951470973074
163 -71.74914184714171 -73.55659899467786 -67.81951470973074
164 -71.74914184714171 -73.55659899467786 -67.81951470973074
165 -71.74914184714171 -73.55659899467786 -66.8942784987372
166 -71.74914184714171 -73.18835684582345 -65.67965997334964
167 -71.74914184714171 -73.02180750414733 -65.67965997334964
168 -71.74914184714171 -73.02180750414733 -65.67965997334964
169 -71.74914184714171 -73.02180750414733 -65.67965997334964
170 -71.74914184714171 -73.02180750414733 -65.67965997334964
171 -71.74914184714171 -73.02180750414733 -65.67965997334964
172 -71.74914184714171 -73.02180750414733 -65.67965997334964
173 -71.74914184714171 -73.02180750414733 -65.67965997334964
174 -71.74914184714171 -73.02180750414733 -65.67965997334964
175 -71.74914184714171 -73.02180750414733 -65.67965997334964
176 -71.74914184714171 -73.02180750414733 -65.67965997334964
177 -71.74914184714171 -73.02180750414733 -65.67965997334964
178 -71.74914184714171 -73.02180750414733 -65.67965997334964
179 -71.74914184714171 -73.02180750414733 -65.67965997334964
180 -71.74914184714171 -72.98363923891387 -65.40943479569007
181 -71.74914184714171 -72.98363923891387 -65.40943479569007
182 -71.74914184714171 -72.98363923891387 -65.40943479569007
183 -65.40943479569007 -71.74914184714171 -65.34225237445362
184 -65.40943479569007 -71.74914184714171 -65.34225237445362
185 -65.40943479569007 -71.74914184714171 -65.34225237445362
186 -65.40943479569007 -71.74914184714171 -65.34225237445362
187 -65.40943479569007 -71.74914184714171 -65.34225237445362
188 -65.12227240819414 -71.74914184714171 -64.99615087191962
189 -65.12227240819414 -71.74914184714171 -64.99615087191962
190 -65.12227240819414 -71.74914184714171 -64.99615087191962
191 -65.12227240819414 -71.74914184714171 -64.99615087191962
192 -65.12227240819414 -71.74914184714171 -64.99615087191962
193 -65.12227240819414 -71.74914184714171 -64.99615087191962
194 -65.12227240819414 -71.74914184714171 -64.99615087191962
195 -65.12227240819414 -71.74914184714171 -64.99615087191962
196 -65.12227240819414 -71.74914184714171 -64.98453060042586
197 -64.98453060042586 -71.74914184714171 -64.69389205765891
198 -64.98453060042586 -71.74914184714171 -64.69389205765891
199 -64.98453060042586 -71.74914184714171 -64.69389205765891
200 -64.98453060042586 -71.74914184714171 -64.69389205765891
201 -64.98453060042586 -71.74914184714171 -64.69389205765891
202 -64.98453060042586 -71.74914184714171 -64.69389205765891
203 -64.98453060042586 -71.74914184714171 -64.69389205765891
204 -64.98453060042586 -71.74914184714171 -64.69389205765891
205 -64.98453060042586 -71.74914184714171 -64.69389205765891
206 -64.98453060042586 -71.72783382681858 -64.69389205765891
207 -64.98453060042586 -71.72783382681858 -64.69389205765891
208 -64.98453060042586 -71.72783382681858 -64.69389205765891
209 -64.98453060042586 -71.72783382681858 -64.69389205765891
210 -64.98453060042586 -71.72783382681858 -64.69389205765891
211 -64.98453060042586 -71.72783382681858 -64.69389205765891
212 -64.98453060042586 -71.72783382681858 -64.69389205765891
213 -64.98453060042586 -71.72783382681858 -64.69389205765891
214 -64.98453060042586 -71.72783382681858 -64.69389205765891
215 -64.98453060042586 -71.72783382681858 -64.69389205765891
216 -64.98453060042586 -71.31360473377262 -64.69389205765891
217 -64.98453060042586 -71.31360473377262 -64.69389205765891
218 -64.98453060042586 -71.31360473377262 -64.69389205765891
219 -64.98453060042586 -71.31360473377262 -64.69389205765891
220 -64.98453060042586 -71.31360473377262 -64.69389205765891
221 -64.16561542653952 -70.91764530050499 -64.14379717170365
222 -64.16561542653952 -70.91764530050499 -64.14379717170365
223 -64.16561542653952 -70.91764530050499 -64.12067635000135
224 -64.13471739272828 -70.91764530050499 -64.12067635000135
225 -64.13471739272828 -70.91764530050499 -64.12067635000135
226 -64.13471739272828 -70.91764530050499 -64.12067635000135
227 -64.13471739272828 -70.91764530050499 -64.12067635000135
228 -64.13471739272828 -70.91764530050499 -64.12067635000135
229 -64.13471739272828 -70.91764530050499 -64.12067635000135
230 -64.13471739272828 -70.84544918972402 -64.12067635000135
231 -64.13471739272828 -70.84544918972402 -64.12067635000135
232 -64.13471739272828 -70.84544918972402 -64.12067635000135
233 -64.13471739272828 -70.84544918972402 -64.12067635000135
234 -64.13471739272828 -70.84544918972402 -64.12067635000135
235 -64.13471739272828 -70.84544918972402 -64.12067635000135
236 -64.13471739272828 -70.84544918972402 -64.12067635000135
237 -64.13471739272828 -70.84544918972402 -64.12067635000135
238 -64.13471739272828 -70.84544918972402 -64.12067635000135
239 -64.13471739272828 -70.84544918972402 -64.12067635000135
240 -64.13471739272828 -70.84544918972402 -64.12067635000135
241 -64.13471739272828 -70.84544918972402 -64.12067635000135
242 -64.13471739272828 -70.84544918972402 -64.12067635000135
243 -64.13471739272828 -70.84544918972402 -64.12067635000135
244 -64.13471739272828 -70.84544918972402 -64.12067635000135
245 -64.12067635000135 -70.84544918972402 -64.07668077762163
246 -64.12067635000135 -70.14972850542082 -64.07668077762163
247 -64.12067635000135 -70.14972850542082 -64.07668077762163
248 -64.12067635000135 -70.14972850542082 -64.07668077762163
249 -64.12067635000135 -70.14972850542082 -64.07668077762163
250 -64.12067635000135 -70.14972850542082 -64.07668077762163
251 -64.12067635000135 -70.14972850542082 -64.07668077762163
252 -64.12067635000135 -70.14972850542082 -64.07668077762163
253 -64.12067635000135 -70.14972850542082 -64.07668077762163
254 -64.12067635000135 -70.14972850542082 -64.01629692667039
255 -64.12067635000135 -69.89455677941837 -64.01629692667039
256 -64.12067635000135 -69.89455677941837 -64.01629692667039
257 -64.12067635000135 -69.89455677941837 -64.01629692667039
258 -64.12067635000135 -69.89455677941837 -64.01629692667039
259 -64.12067635000135 -69.89455677941837 -64.01629692667039
260 -64.12067635000135 -69.89455677941837 -64.01629692667039
261 -64.12067635000135 -69.81601498778392 -64.01629692667039
262 -64.12067635000135 -69.81601498778392 -64.01629692667039
263 -64.12067635000135 -69.81601498778392 -63.7126433683273
264 -64.12067635000135 -69.81601498778392 -63.7126433683273
265 -64.12067635000135 -69.81601498778392 -63.7126433683273
266 -64.12067635000135 -69.81601498778392 -63.7126433683273
267 -64.12067635000135 -69.81601498778392 -63.7126433683273
268 -64.12067635000135 -69.81601498778392 -63.7126433683273
269 -64.12067635000135 -69.81601498778392 -63.7126433683273
270 -64.12067635000135 -67.6062714212177 -63.7126433683273
271 -63.70382442266947 -67.6062714212177 -62.621028575543264
272 -63.68564741519105 -67.6062714212177 -62.621028575543264
273 -63.68564741519105 -67.6062714212177 -62.621028575543264
274 -63.68564741519105 -67.6062714212177 -62.621028575543264
275 -63.68564741519105 -67.6062714212177 -62.621028575543264
276 -63.68564741519105 -67.6062714212177 -62.621028575543264
277 -63.68564741519105 -67.6062714212177 -62.621028575543264
278 -63.68564741519105 -67.6062714212177 -62.621028575543264
279 -63.68564741519105 -67.6062714212177 -62.621028575543264
280 -63.68564741519105 -67.6062714212177 -62.621028575543264
281 -63.68564741519105 -67.6062714212177 -62.621028575543264
282 -63.68564741519105 -67.6062714212177 -62.621028575543264
283 -63.68564741519105 -67.6062714212177 -62.621028575543264
284 -63.301341690425694 -67.6062714212177 -62.621028575543264
285 -63.301341690425694 -67.6062714212177 -62.621028575543264
286 -63.301341690425694 -67.6062714212177 -62.621028575543264
287 -63.301341690425694 -67.6062714212177 -62.621028575543264
288 -63.301341690425694 -67.6062714212177 -62.621028575543264
289 -63.301341690425694 -67.6062714212177 -62.621028575543264
290 -63.301341690425694 -67.6062714212177 -62.621028575543264
291 -63.301341690425694 -67.6062714212177 -62.621028575543264
292 -63.21838494533271 -67.6062714212177 -62.621028575543264
293 -63.21838494533271 -67.6062714212177 -62.621028575543264
294 -63.21838494533271 -67.6062714212177 -62.45949959100703
295 -63.21838494533271 -67.6062714212177 -62.45949959100703
296 -63.21838494533271 -67.6062714212177 -62.45949959100703
297 -62.67524947682587 -64.6191991607774 -61.394453398486945
298 -62.67524947682587 -64.6191991607774 -61.394453398486945
299 -62.67524947682587 -64.6191991607774 -61.394453398486945
300 -62.67524947682587 -64.6191991607774 -61.394453398486945
