ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	first_front	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	pareto_fronts	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
100.0	14.25925925925926	266.037037037037	189.16666666666666	2	0	26	100	25.0	601.0	430.0	100	10.0	70.0	51.0	24	0	0	6374.345482349396	80	6374.345482349396	54	32.5	
101.2625	14.1	277.4	197.125	2	1	51	163	25	825	598	77	10	70	51	30	0	0	1647.958330631256	160	8022.303812980652	105	34.375	
100.925	12.85	216.0	154.5125	2	2	69	163	25	825	598	77	10	73	54	29	0	0	695.8665845394135	240	8718.170397520065	162	32.5	
99.875	12.3875	185.9125	132.4375	2	3	90	110	25	644	452	68	10	63	47	30	0	0	274.10553789138794	320	8992.275935411453	217	32.1875	
99.8125	12.1875	169.125	121.1375	3	4	104	164	25	408	283	61	10	73	54	30	0	0	122.71881818771362	400	9114.994753599167	279	30.25	
103.975	11.9	159.375	114.325	3	5	110	164	25	408	283	67	10	71	53	27	0	0	110.77345275878906	480	9225.768206357956	348	27.5	
110.125	11.475	132.5	95.125	2	6	122	164	25	408	283	66	10	71	53	30	0	0	122.21875715255737	560	9347.986963510513	412	26.428571428571416	
112.6625	11.8375	139.275	99.725	2	7	133	164	22	475	341	81	10	71	53	30	0	0	207.08656907081604	640	9555.07353258133	477	25.46875	
112.7875	11.7125	135.5875	97.1625	2	8	152	164	16	339	248	94	10	71	53	32	0	0	76.25764107704163	720	9631.331173658371	534	25.83333333333333	
110.5125	11.6625	136.7875	97.8875	2	9	164	169	16	339	248	74	10	70	52	34	0	0	41.27579307556152	800	9672.606966733932	598	25.25	
109.3	11.575	136.825	97.7625	3	10	178	169	16	339	248	74	10	70	52	35	0	0	102.98932647705078	880	9775.596293210983	658	25.227272727272734	
109.5	11.4125	134.675	96.25	2	11	191	169	16	339	248	74	10	70	52	36	0	0	116.13663411140442	960	9891.732927322388	721	24.89583333333333	
107.3125	11.4375	138.175	98.55	2	12	206	169	16	339	248	74	10	68	51	38	0	0	55.84642839431763	1040	9947.579355716705	782	24.807692307692307	
106.625	11.4625	140.9375	100.3125	2	13	225	169	16	339	248	74	10	68	51	38	0	0	44.388893842697144	1120	9991.968249559402	838	25.17857142857143	
105.875	11.3875	141.825	100.9875	2	14	235	169	16	339	248	74	10	71	53	39	0	0	51.46028470993042	1200	10043.428534269333	903	24.75	
103.4375	11.25	137.7125	98.3	2	15	256	169	16	339	248	74	10	71	53	39	0	0	106.15991973876953	1280	10149.588454008102	957	25.234375	
103.975	11.1875	135.0125	96.4875	2	16	268	169	16	339	248	74	10	69	52	38	0	0	103.6158459186554	1360	10253.204299926758	1019	25.07352941176471	
100.5	11.1125	132.775	95.1875	2	17	281	169	16	339	248	74	10	69	52	38	0	0	219.75508832931519	1440	10472.959388256073	1082	24.861111111111114	
98.9375	11.1375	132.3125	94.9375	2	18	299	169	16	339	248	74	10	69	52	37	0	0	120.41814875602722	1520	10593.3775370121	1138	25.13157894736841	
99.3125	11.075	129.325	92.85	2	19	312	169	16	339	248	74	10	69	52	37	0	0	59.23447918891907	1600	10652.61201620102	1200	25.0	
99.6625	10.975	126.625	91.15	2	20	329	169	15	339	248	69	10	69	52	36	0	0	95.93600225448608	1680	10748.548018455505	1257	25.17857142857143	
100.0125	11.025	127.8	91.9625	2	21	347	169	15	339	248	69	10	69	52	36	0	0	152.21102023124695	1760	10900.759038686752	1315	25.284090909090907	
99.1125	10.975	126.25	90.825	2	22	360	169	13	233	162	69	10	69	52	36	0	0	112.51379871368408	1840	11013.272837400436	1377	25.163043478260875	
98.275	10.925	124.9125	90.0125	2	23	381	169	13	203	141	69	10	69	52	37	0	0	117.27833318710327	1920	11130.55117058754	1432	25.41666666666667	
99.5625	10.75	117.4625	84.9125	2	24	396	169	13	199	141	69	10	69	52	36	0	0	128.77396488189697	2000	11259.325135469437	1490	25.5	
99.075	10.65	113.825	82.5	2	25	407	169	13	199	141	69	10	69	52	36	0	0	119.7461986541748	2080	11379.071334123611	1555	25.240384615384613	
100.125	10.6875	114.7875	83.1375	2	26	426	169	14	199	141	69	10	69	52	35	0	0	404.01505303382874	2160	11783.08638715744	1611	25.41666666666667	
103.4625	10.6125	113.875	82.5125	2	27	439	169	14	199	141	69	10	69	52	36	0	0	245.7559313774109	2240	12028.842318534851	1674	25.26785714285714	
106.025	10.6	112.2375	81.3375	2	28	455	169	14	185	132	69	10	69	52	36	0	0	740.8964793682098	2320	12769.738797903061	1734	25.258620689655174	
106.5375	10.65	114.625	82.9625	2	29	467	169	14	185	132	69	10	69	52	38	0	0	158.55947065353394	2400	12928.298268556595	1797	25.125	
110.9625	10.8625	118.9375	85.725	2	30	477	169	19	213	147	69	10	69	52	39	0	0	198.47218489646912	2480	13126.770453453064	1863	24.879032258064512	
116.2375	10.875	119.0125	85.75	2	31	489	169	19	213	147	69	10	69	52	40	0	0	196.58730363845825	2560	13323.357757091522	1927	24.7265625	
119.8	10.9375	117.55	84.65	2	32	504	169	19	213	147	69	10	69	52	40	0	0	200.7486217021942	2640	13524.106378793716	1988	24.69696969696969	
126.45	10.9125	113.075	81.425	2	33	519	169	19	213	147	69	10	69	52	40	0	0	94.06061220169067	2720	13618.166990995407	2049	24.669117647058826	
131.6125	10.975	112.525	80.9375	2	34	534	169	19	213	147	69	10	69	52	40	0	0	257.12524580955505	2800	13875.292236804962	2110	24.64285714285714	
138.125	11.0875	113.95	81.7875	2	35	546	226	19	213	147	69	10	69	52	40	0	0	80.36000442504883	2880	13955.652241230011	2174	24.513888888888886	
142.1375	11.175	115.6875	82.9	2	36	560	226	19	213	147	69	10	69	52	41	0	0	75.11992573738098	2960	14030.772166967392	2236	24.459459459459467	
142.4625	11.1625	115.275	82.6125	2	37	571	226	19	213	147	69	10	69	52	40	0	0	130.50248742103577	3040	14161.274654388428	2300	24.342105263157904	
145.225	11.2125	115.975	83.0625	2	38	591	226	19	213	147	74	10	85	63	40	0	0	72.85466122627258	3120	14234.1293156147	2356	24.48717948717949	
146.075	11.2	115.8625	82.9875	2	39	605	226	19	213	147	74	10	85	63	40	0	0	55.23713803291321	3200	14289.366453647614	2418	24.4375	
143.225	11.1375	114.8625	82.3625	2	40	618	226	19	213	147	74	10	85	63	40	0	0	158.94385719299316	3280	14448.310310840607	2481	24.359756097560975	
141.7375	11.0625	113.5875	81.525	2	41	626	169	19	213	147	74	10	85	63	40	0	0	117.68713116645813	3360	14565.997442007065	2549	24.13690476190476	
142.125	11.05	113.2875	81.2875	2	42	637	169	14	162	114	74	10	85	63	40	0	0	99.98108386993408	3440	14665.978525876999	2614	24.01162790697674	
142.275	11.0	112.4625	80.725	2	43	652	169	14	160	111	100	10	85	63	39	0	0	332.9350335597992	3520	14998.913559436798	2673	24.0625	
141.95	11.0625	113.8625	81.6625	2	44	665	169	14	180	126	100	10	85	63	38	0	0	68.98322105407715	3600	15067.896780490875	2732	24.111111111111114	
141.625	11.05	113.575	81.4625	2	45	675	169	14	180	126	100	10	85	63	38	0	0	179.28736090660095	3680	15247.184141397476	2797	23.99456521739131	
140.8	11.0875	113.75	81.55	2	46	684	169	14	180	126	100	10	85	63	38	0	0	131.068918466568	3760	15378.253059864044	2864	23.829787234042556	
139.9375	11.0375	113.175	81.1375	2	47	704	169	14	180	126	100	10	85	63	37	0	0	218.3146150112152	3840	15596.56767487526	2919	23.984375	
140.1125	11.0	112.775	80.8875	2	48	719	169	14	180	126	100	10	85	63	37	0	0	276.90778398513794	3920	15873.475458860397	2980	23.9795918367347	
139.075	10.875	110.95	79.675	2	49	729	169	14	180	126	100	10	85	63	37	0	0	156.12680745124817	4000	16029.602266311646	3046	23.85000000000001	
139.6125	10.8125	110.3	79.2375	2	50	739	169	14	180	126	100	10	85	63	37	0	0	75.5516083240509	4080	16105.153874635696	3110	23.774509803921575	
137.025	10.7375	109.375	78.625	2	51	753	169	14	180	126	100	10	85	63	37	0	0	224.354421377182	4160	16329.508296012878	3172	23.75	
136.4875	10.7375	109.225	78.5125	2	52	774	169	14	180	126	100	10	85	63	37	0	0	107.76385736465454	4240	16437.272153377533	3227	23.89150943396227	
135.0875	10.7125	108.85	78.2125	2	53	789	169	14	155	108	100	10	85	63	37	0	0	119.8441994190216	4320	16557.116352796555	3287	23.912037037037038	
134.0875	10.6	107.2125	77.125	3	54	803	169	14	155	108	100	10	85	63	36	0	0	57.39673566818237	4400	16614.513088464737	3348	23.909090909090907	
134.0875	10.625	108.1625	77.725	3	55	822	169	14	155	108	100	10	85	63	36	0	0	119.79576778411865	4480	16734.308856248856	3405	23.995535714285708	
134.4125	10.6625	108.975	78.2125	3	56	839	169	14	155	108	100	10	85	63	36	0	0	95.87145495414734	4560	16830.180311203003	3462	24.078947368421055	
134.4125	10.6625	108.975	78.2125	3	57	856	169	14	155	108	100	10	85	63	36	0	0	87.23347425460815	4640	16917.41378545761	3521	24.116379310344826	
135.225	10.65	108.7625	78.0625	2	58	873	222	14	155	108	100	10	85	63	36	0	0	64.18924355506897	4720	16981.60302901268	3579	24.173728813559322	
133.6125	10.65	108.7625	78.05	2	59	890	222	14	155	108	100	10	85	63	37	0	0	136.06472063064575	4800	17117.667749643326	3637	24.22916666666667	
133.075	10.6125	108.1875	77.675	1	60	913	222	14	155	108	100	10	85	63	37	0	0	59.04736852645874	4880	17176.715118169785	3690	24.385245901639337	
132.2125	10.6125	108.3	77.7375	1	61	936	222	14	155	108	100	10	85	63	39	0	0	107.87318110466003	4960	17284.588299274445	3743	24.53629032258064	
131.525	10.6125	108.6875	77.9875	1	62	955	222	14	155	108	100	10	85	63	39	0	0	85.13040971755981	5040	17369.718708992004	3799	24.623015873015873	
131.525	10.65	109.4875	78.4875	1	63	970	222	14	155	108	100	10	85	63	40	0	0	109.57733416557312	5120	17479.296043157578	3860	24.609375	
130.6625	10.5875	108.675	77.9625	2	64	988	222	14	155	108	100	10	85	63	40	0	0	103.2890214920044	5200	17582.585064649582	3917	24.67307692307692	
130.6625	10.5875	108.6	77.925	1	65	1015	222	14	155	108	100	10	85	63	40	0	0	92.60446572303772	5280	17675.18953037262	3966	24.88636363636364	
129.8	10.4375	106.6125	76.6375	1	66	1035	222	14	155	108	100	10	85	63	41	0	0	75.6981258392334	5360	17750.887656211853	4022	24.962686567164184	
130.325	10.5125	108.1625	77.6625	1	67	1051	222	14	155	108	100	10	85	63	40	0	0	46.8915376663208	5440	17797.779193878174	4080	25.0	
129.3125	10.4875	108.2625	77.725	1	68	1069	222	14	155	108	100	10	85	63	42	0	0	60.44911432266235	5520	17858.228308200836	4138	25.03623188405797	
127.7875	10.4625	108.175	77.6375	1	69	1091	169	14	155	108	100	10	85	63	43	0	0	20.856884717941284	5600	17879.085192918777	4192	25.14285714285714	
126.925	10.425	107.7125	77.3375	1	70	1106	169	14	155	108	100	10	85	63	43	0	0	165.85955238342285	5680	18044.9447453022	4252	25.14084507042253	
