ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	first_front	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	pareto_fronts	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
100.0	13.42	235.92	170.2	1	0	30	100	18.0	566.0	416.0	100	10.0	86.0	62.0	25	0	0	149.78559803962708	80	149.78559803962708	50	37.5	
99.575	13.425	234.9375	169.3125	1	1	50	170	20	566	416	42	9	68	50	22	0	0	170.67978715896606	160	320.46538519859314	106	33.75	
102.075	12.95	217.875	156.05	3	2	63	178	21	790	571	56	9	68	50	28	0	0	119.85982489585876	240	440.3252100944519	168	30.0	
98.2	12.6125	208.825	149.3375	4	3	79	178	21	790	571	44	9	71	51	29	0	0	296.88899874687195	320	737.2142088413239	227	29.0625	
95.1625	12.7	188.2	134.2375	4	4	92	158	22	625	454	44	9	68	49	27	0	0	116.0246319770813	400	853.2388408184052	290	27.5	
98.2125	12.9	194.675	138.2125	3	5	101	170	22	433	303	61	9	68	49	24	0	0	256.7887086868286	480	1110.0275495052338	357	25.625	
101.0875	13.05	201.2125	142.725	3	6	113	170	19	433	303	69	9	68	49	25	0	0	151.7950143814087	560	1261.8225638866425	420	25.0	
101.7125	13.2	203.725	144.5	2	7	123	170	19	433	303	69	10	79	58	25	0	0	88.32454490661621	640	1350.1471087932587	486	24.0625	
101.1	13.3125	205.225	145.6	1	8	133	170	18	433	303	59	11	102	73	26	0	0	121.71136903762817	720	1471.8584778308868	552	23.33333333333333	
100.25	13.1625	193.975	138.05	1	9	143	129	19	433	303	59	11	102	73	28	0	0	72.17636275291443	800	1544.0348405838013	618	22.75	
100.5875	12.725	178.725	127.5125	2	10	152	139	19	398	277	33	11	102	73	29	0	0	58.31928277015686	880	1602.3541233539581	685	22.159090909090907	
98.325	12.4625	163.925	117.075	2	11	157	139	19	414	292	33	10	80	59	32	0	0	62.27778959274292	960	1664.631912946701	756	21.25	
98.2	12.35	153.0875	109.4875	2	12	161	139	19	414	292	59	11	102	73	34	0	0	67.43243718147278	1040	1732.0643501281738	827	20.48076923076924	
99.0625	12.1875	146.65	104.9	2	13	168	139	19	414	292	59	11	102	73	38	0	0	76.32167959213257	1120	1808.3860297203064	896	20.0	
100.4	12.075	142.3	101.6125	2	14	171	139	19	414	292	64	11	102	73	41	0	0	66.95131802558899	1200	1875.3373477458954	966	19.5	
102.15	11.875	135.8375	96.9625	2	15	184	181	19	414	292	64	11	102	73	45	0	0	81.22672915458679	1280	1956.5640769004822	1029	19.609375	
102.3125	11.775	132.825	94.8125	2	16	188	181	19	414	292	64	11	88	64	48	0	0	3870.525146007538	1360	5827.08922290802	1101	19.044117647058826	
104.025	11.7125	133.55	95.2875	2	17	193	181	19	414	292	75	11	85	62	50	0	0	145.92578387260437	1440	5973.015006780624	1172	18.611111111111114	
104.5875	11.75	132.8625	94.8875	1	18	200	181	19	414	292	75	11	85	62	49	0	0	66.00355553627014	1520	6039.0185623168945	1241	18.35526315789474	
104.4	11.6125	129.65	92.625	1	19	205	181	19	414	292	75	11	85	62	51	0	0	65.03393149375916	1600	6104.052493810654	1311	18.0625	
108.3375	11.5	122.05	87.3	1	20	212	181	13	209	150	95	11	85	62	50	0	0	41.933191537857056	1680	6145.985685348511	1380	17.85714285714286	
109.9625	11.5375	123.3125	88.25	1	21	214	181	13	210	152	95	11	85	62	49	0	0	62.07521343231201	1760	6208.060898780823	1454	17.386363636363626	
109.7875	11.5875	124.3875	89.0125	2	22	220	181	14	247	178	95	11	85	62	48	0	0	79.17346787452698	1840	6287.23436665535	1524	17.173913043478265	
110.2625	11.6	124.35	89.025	2	23	228	181	14	247	178	85	11	85	62	48	0	0	36.0149405002594	1920	6323.249307155609	1592	17.08333333333333	
112.45	11.5625	124.3375	89.025	1	24	230	181	14	247	178	85	11	85	62	48	0	0	69.78489470481873	2000	6393.034201860428	1666	16.700000000000003	
111.875	11.5625	124.1625	88.8875	2	25	238	181	14	247	178	85	11	85	62	51	0	0	64.16662263870239	2080	6457.20082449913	1734	16.634615384615387	
111.25	11.45	122.3375	87.575	2	26	241	181	14	247	178	85	11	85	62	50	0	0	59.72270131111145	2160	6516.923525810242	1804	16.48148148148148	
111.0	11.375	120.6125	86.3125	3	27	245	181	14	210	152	95	11	85	62	50	0	0	92.21040201187134	2240	6609.133927822113	1876	16.25	
109.9875	11.3125	119.3	85.325	3	28	251	181	13	210	152	95	11	85	62	51	0	0	14901.185986757278	2320	21510.31991457939	1946	16.120689655172413	
109.9375	11.275	117.475	83.925	3	29	257	181	13	209	150	97	11	85	62	53	0	0	21.33051300048828	2400	21531.65042757988	2015	16.04166666666667	
109.225	11.2625	117.85	84.175	3	30	265	181	13	209	150	100	11	102	73	56	0	0	28.81016445159912	2480	21560.46059203148	2083	16.008064516129025	
107.2	11.2375	115.75	82.6375	2	31	272	181	13	209	150	100	11	90	65	57	0	0	30.16857933998108	2560	21590.62917137146	2151	15.9765625	
107.575	11.25	116.1875	82.85	2	32	276	181	13	209	150	100	11	90	65	59	0	0	39.808345079422	2640	21630.437516450882	2223	15.795454545454547	
106.825	11.225	113.0875	80.7125	2	33	280	181	13	190	135	100	11	90	65	61	0	0	46.6388680934906	2720	21677.076384544373	2295	15.625	
107.0875	11.2125	112.1375	80.025	2	34	285	181	13	190	135	100	11	90	65	61	0	0	56.165693521499634	2800	21733.242078065872	2366	15.5	
105.55	11.225	112.1875	79.9875	2	35	295	181	13	190	135	100	11	90	65	62	0	0	30.284456253051758	2880	21763.526534318924	2432	15.555555555555557	
105.175	11.175	112.8375	80.45	2	36	301	181	13	190	135	100	11	90	65	62	0	0	56.651928424835205	2960	21820.17846274376	2502	15.472972972972983	
105.4375	11.1875	113.9375	81.2375	2	37	307	181	13	190	135	100	11	90	65	61	0	0	23.18049192428589	3040	21843.358954668045	2571	15.42763157894737	
103.525	11.125	111.6	79.5625	2	38	321	172	13	190	135	100	11	90	65	63	0	0	24.578306436538696	3120	21867.937261104584	2633	15.608974358974365	
103.7875	11.125	112.5125	80.225	2	39	325	172	13	190	135	100	11	90	65	63	0	0	43.571237325668335	3200	21911.508498430252	2705	15.46875	
103.525	11.125	112.4875	80.1875	1	40	336	172	13	190	135	100	11	90	65	63	0	0	38.948840618133545	3280	21950.457339048386	2769	15.579268292682926	
103.7875	11.125	113.325	80.7875	1	41	349	172	13	190	135	100	11	90	65	61	0	0	25.944605350494385	3360	21976.40194439888	2832	15.714285714285708	
103.7875	11.1375	114.3125	81.4625	1	42	361	172	13	190	135	100	11	90	65	62	0	0	47.99081087112427	3440	22024.392755270004	2896	15.813953488372093	
103.6375	11.125	114.7375	81.7875	1	43	369	172	13	190	135	67	11	90	65	60	0	0	55.8672571182251	3520	22080.26001238823	2963	15.823863636363626	
102.7375	11.1125	114.4375	81.575	1	44	376	121	12	190	135	67	11	90	65	61	0	0	27.475329160690308	3600	22107.73534154892	3032	15.777777777777786	
