generation median_fitness fitness_25perc fitness_75perc
0 -268.91 -269.09 -268.74
1 -269.26 -305.52 -268.91
2 -266.40 -305.72 -212.54
3 -266.40 -305.72 -184.00
4 -239.08 -266.52 -164.97
5 -159.65 -201.41 -156.76
6 -156.94 -196.88 -156.69
7 -156.82 -195.54 -150.73
8 -156.82 -195.54 -148.15
9 -148.34 -166.75 -146.55
10 -145.42 -166.23 -141.53
11 -144.97 -162.87 -133.89
12 -141.91 -162.32 -133.89
13 -141.38 -156.30 -130.27
14 -141.02 -150.78 -130.27
15 -137.23 -149.62 -130.27
16 -135.22 -148.83 -129.53
17 -131.13 -147.88 -128.89
18 -131.08 -137.55 -128.86
19 -129.05 -134.54 -126.36
20 -127.65 -130.78 -126.41
21 -124.41 -127.42 -119.55
22 -121.78 -126.21 -119.46
23 -121.03 -124.24 -116.81
24 -120.84 -122.53 -115.73
25 -122.53 -122.53 -118.30
26 -120.19 -120.94 -115.08
27 -120.19 -120.94 -115.08
28 -118.46 -120.94 -112.34
29 -118.46 -120.94 -108.84
30 -117.49 -120.94 -108.41
31 -114.92 -120.84 -107.52
32 -114.92 -120.33 -107.52
33 -116.30 -120.49 -106.83
34 -113.97 -119.57 -106.78
35 -112.36 -119.57 -106.78
36 -112.36 -119.57 -106.78
37 -110.41 -117.64 -106.58
38 -108.95 -112.26 -104.56
39 -110.19 -116.77 -105.66
40 -110.19 -116.77 -105.18
41 -110.19 -116.21 -105.07
42 -108.53 -114.89 -105.63
43 -106.76 -113.58 -105.00
44 -106.76 -111.86 -105.17
45 -108.62 -116.11 -104.06
46 -105.78 -114.70 -103.98
47 -106.54 -115.38 -102.09
48 -106.54 -115.38 -102.09
49 -106.54 -115.31 -101.75
50 -107.50 -113.84 -102.89
51 -106.54 -112.38 -103.99
52 -107.50 -113.84 -102.37
53 -105.17 -113.00 -102.37
54 -105.17 -109.24 -104.53
55 -105.17 -109.24 -104.53
56 -105.17 -109.24 -102.37
57 -105.17 -109.24 -102.37
58 -105.17 -109.24 -100.22
59 -104.79 -109.24 -101.20
60 -104.42 -109.24 -102.18
61 -104.14 -108.91 -104.14
62 -104.43 -110.85 -101.02
63 -104.43 -110.85 -101.02
64 -104.43 -110.85 -101.02
65 -104.01 -109.18 -100.80
66 -103.57 -109.09 -99.91
67 -103.57 -108.16 -99.91
68 -103.57 -107.53 -99.91
69 -103.57 -107.96 -101.13
70 -103.57 -107.42 -101.55
71 -103.57 -106.67 -102.05
72 -103.57 -103.57 -103.43
73 -103.57 -103.57 -103.57
74 -103.49 -108.78 -100.23
75 -103.31 -108.78 -100.23
76 -103.19 -108.29 -100.67
77 -103.13 -108.29 -98.52
78 -102.33 -107.80 -97.26
79 -102.33 -107.80 -97.26
80 -103.13 -107.32 -97.26
81 -103.13 -105.25 -98.52
82 -101.52 -107.32 -97.26
83 -101.52 -107.32 -97.26
84 -102.19 -106.29 -97.26
85 -102.19 -106.05 -97.26
86 -103.06 -108.15 -99.86
87 -103.05 -108.71 -99.12
88 -103.05 -108.71 -99.11
89 -103.03 -107.60 -100.54
90 -103.03 -107.04 -101.25
91 -103.03 -107.04 -101.25
92 -103.03 -107.04 -101.25
93 -102.14 -107.08 -100.54
94 -101.25 -107.01 -98.26
95 -101.25 -106.02 -98.26
96 -101.25 -106.01 -98.26
97 -101.25 -105.71 -98.26
98 -100.67 -106.75 -97.79
99 -100.67 -106.75 -97.79
100 -100.67 -106.75 -97.79
101 -102.50 -105.62 -97.72
102 -102.50 -105.30 -96.38
103 -102.50 -104.37 -96.83
104 -102.50 -103.93 -97.27
105 -100.66 -105.24 -95.66
106 -102.48 -104.80 -96.38
107 -102.48 -104.77 -98.84
108 -102.14 -105.69 -98.32
109 -101.81 -105.69 -98.26
110 -101.78 -104.53 -98.44
111 -101.78 -104.50 -98.44
112 -101.78 -103.75 -98.53
113 -101.50 -104.95 -97.92
114 -101.50 -104.95 -97.92
115 -101.50 -104.95 -97.92
116 -101.50 -104.95 -97.92
117 -101.50 -104.95 -97.90
118 -101.50 -103.35 -97.90
119 -101.16 -103.23 -98.20
120 -101.16 -103.11 -97.61
121 -101.16 -103.11 -97.61
122 -101.16 -103.23 -97.85
123 -101.04 -103.35 -97.38
124 -100.95 -103.35 -97.38
125 -100.94 -103.11 -96.30
126 -100.94 -103.00 -96.50
127 -100.94 -103.00 -96.50
128 -100.94 -103.11 -96.13
129 -98.57 -103.11 -96.13
130 -98.57 -102.73 -96.13
131 -100.10 -102.25 -94.61
132 -100.10 -101.34 -94.88
133 -99.57 -101.80 -94.75
134 -99.57 -101.80 -94.75
135 -99.57 -101.80 -94.75
136 -95.02 -100.89 -94.47
137 -99.57 -101.80 -94.74
138 -99.57 -101.80 -94.74
139 -99.57 -101.80 -94.74
140 -99.57 -101.80 -94.74
141 -99.57 -101.80 -94.74
142 -97.29 -101.33 -94.88
143 -100.10 -100.88 -95.02
144 -100.10 -100.88 -95.02
145 -100.76 -101.33 -94.83
146 -100.88 -100.88 -96.10
147 -100.88 -100.88 -99.53
148 -100.88 -100.88 -100.58
149 -100.88 -100.88 -100.88
150 -99.53 -101.75 -94.63
151 -99.53 -101.75 -94.63
152 -97.17 -101.23 -94.36
153 -97.17 -101.23 -94.36
154 -97.16 -100.73 -94.19
155 -99.90 -100.73 -94.19
156 -100.28 -101.23 -94.62
157 -100.28 -101.23 -94.62
158 -100.24 -101.72 -94.56
159 -100.49 -101.23 -94.62
160 -100.24 -100.73 -94.20
161 -94.68 -100.72 -93.96
162 -94.68 -100.72 -93.96
163 -94.56 -100.72 -93.96
164 -100.06 -101.22 -94.62
165 -100.72 -100.72 -96.95
166 -99.31 -102.19 -94.51
167 -99.31 -102.19 -94.51
168 -99.30 -102.19 -94.51
169 -99.30 -102.19 -94.51
170 -99.37 -101.68 -94.56
171 -99.30 -102.18 -94.51
172 -99.30 -102.18 -94.51
173 -97.71 -100.06 -94.02
174 -97.71 -100.06 -94.02
175 -97.71 -100.06 -94.02
176 -97.71 -100.06 -94.02
177 -97.71 -100.06 -94.02
178 -99.22 -100.45 -94.24
179 -97.71 -100.29 -93.80
180 -97.71 -100.29 -93.80
181 -96.20 -100.29 -93.80
182 -96.20 -100.29 -93.80
183 -96.20 -100.29 -93.80
184 -97.71 -100.29 -94.02
185 -99.28 -100.40 -94.68
186 -99.28 -100.40 -94.68
187 -98.74 -100.40 -94.68
188 -99.55 -100.40 -94.68
189 -99.88 -100.40 -94.68
190 -94.68 -98.98 -93.28
191 -94.67 -99.22 -93.11
192 -95.41 -99.38 -92.60
193 -95.41 -99.71 -91.80
194 -96.14 -99.88 -92.56
195 -95.41 -99.71 -91.78
196 -95.41 -99.88 -91.78
197 -96.14 -100.39 -92.56
198 -96.14 -100.39 -91.40
199 -97.18 -100.39 -92.17
200 -100.39 -100.39 -96.66
201 -100.39 -100.39 -96.66
202 -100.39 -100.39 -97.18
203 -100.39 -100.39 -97.18
204 -100.39 -100.39 -97.72
205 -100.39 -100.39 -98.62
206 -100.39 -100.39 -98.62
207 -100.39 -100.39 -98.89
208 -96.14 -97.18 -96.14
209 -96.14 -97.47 -96.14
210 -96.14 -97.47 -96.14
211 -96.14 -98.20 -96.14
212 -96.14 -98.63 -96.14
213 -96.14 -96.14 -96.14
214 -96.14 -96.66 -96.14
215 -96.14 -96.40 -96.14
216 -96.14 -96.14 -96.14
217 -96.14 -96.14 -96.14
218 -96.14 -96.14 -96.14
219 -96.14 -96.14 -96.14
220 -96.14 -96.14 -96.14
221 -96.14 -96.14 -96.14
222 -96.14 -96.14 -96.14
223 -96.14 -96.14 -96.14
224 -96.14 -96.14 -96.14
225 -96.14 -96.14 -96.14
226 -96.14 -96.14 -96.14
227 -96.14 -96.14 -96.14
228 -96.14 -96.14 -96.14
229 -96.14 -96.14 -96.14
230 -96.14 -96.14 -96.14
231 -96.14 -96.14 -96.14
232 -96.14 -96.14 -96.14
233 -96.14 -96.14 -96.14
234 -96.14 -96.14 -96.14
235 -96.14 -96.14 -96.14
236 -96.14 -96.14 -96.14
237 -96.14 -96.14 -96.14
238 -96.14 -96.14 -96.14
239 -96.14 -96.14 -96.14
240 -96.14 -96.14 -96.14
241 -96.14 -96.14 -96.14
242 -96.14 -96.14 -96.14
243 -96.14 -96.14 -96.14
244 -96.14 -96.14 -96.14
245 -96.14 -96.14 -96.14
246 -96.14 -96.14 -96.14
247 -96.14 -96.14 -96.14
248 -96.14 -96.14 -96.14
249 -96.14 -96.14 -96.14
250 -96.14 -96.14 -96.14
251 -96.14 -96.14 -96.14
252 -96.14 -96.14 -96.14
253 -96.14 -96.14 -96.14
254 -96.14 -96.14 -96.14
255 -96.14 -96.14 -96.14
256 -96.14 -96.14 -96.14
257 -96.14 -96.14 -96.14
258 -96.14 -96.14 -96.14
259 -96.14 -96.14 -96.14
260 -96.14 -96.14 -96.14
261 -96.14 -96.14 -96.14
262 -96.14 -96.14 -96.14
263 -96.26 -96.82 -95.16
264 -96.26 -96.26 -96.10
265 -96.26 -96.26 -96.10
266 -96.26 -96.26 -96.12
267 -96.26 -96.26 -96.14
268 -96.26 -96.26 -96.14
269 -96.26 -96.26 -96.14
270 -96.26 -96.26 -96.14
271 -96.26 -96.26 -96.14
272 -96.26 -96.26 -96.14
273 -96.26 -96.26 -96.14
274 -96.26 -96.26 -96.14
275 -96.26 -96.26 -96.26
276 -96.26 -96.26 -96.26
277 -96.26 -96.26 -96.26
278 -96.26 -96.26 -96.26
279 -96.26 -96.26 -96.26
280 -96.26 -96.26 -96.26
281 -96.26 -96.26 -96.26
282 -96.26 -96.26 -96.26
283 -96.26 -96.26 -96.26
284 -96.26 -96.26 -96.26
285 -96.14 -97.36 -92.18
286 -96.14 -97.36 -92.18
287 -96.14 -97.36 -92.18
288 -95.15 -97.33 -90.51
289 -95.15 -97.33 -90.51
290 -94.16 -97.30 -90.58
291 -95.15 -97.03 -90.58
292 -94.16 -96.77 -90.45
293 -93.97 -96.24 -90.38
294 -93.97 -96.24 -90.38
295 -94.16 -96.24 -90.45
296 -95.15 -96.24 -90.58
297 -96.14 -96.24 -90.58
298 -96.14 -96.24 -90.58
299 -96.24 -96.24 -90.58
300 -96.24 -96.24 -90.58
