generation median_fitness fitness_25perc fitness_75perc
0 -165.54 -193.31 -165.52
1 -193.31 -206.53 -161.85
2 -161.85 -177.63 -132.57
3 -159.56 -160.82 -122.83
4 -159.55 -159.87 -117.90
5 -138.73 -160.50 -117.90
6 -132.22 -153.40 -117.90
7 -131.87 -153.23 -117.90
8 -131.87 -152.54 -117.90
9 -145.84 -152.35 -117.90
10 -117.90 -128.74 -117.23
11 -121.91 -128.04 -117.40
12 -121.91 -127.27 -117.40
13 -121.58 -127.27 -114.77
14 -118.36 -127.72 -113.95
15 -116.16 -125.66 -112.00
16 -113.95 -116.16 -110.05
17 -111.43 -113.46 -109.83
18 -111.43 -113.46 -109.83
19 -111.43 -113.46 -109.83
20 -111.43 -113.33 -109.83
21 -111.05 -111.43 -108.60
22 -111.43 -116.92 -109.83
23 -110.85 -111.34 -108.51
24 -111.34 -112.71 -109.68
25 -111.17 -112.71 -109.42
26 -110.51 -112.94 -108.34
27 -109.78 -110.15 -107.97
28 -109.70 -110.10 -107.93
29 -109.70 -109.90 -108.81
30 -109.26 -109.70 -108.16
31 -109.26 -109.70 -108.16
32 -107.93 -109.70 -104.93
33 -107.93 -109.70 -104.93
34 -107.93 -109.70 -104.93
35 -103.70 -104.93 -102.48
36 -103.57 -104.73 -102.41
37 -96.57 -101.23 -91.91
38 -105.89 -107.15 -96.57
39 -96.57 -101.23 -91.91
40 -94.14 -100.01 -88.27
41 -94.14 -100.01 -88.27
42 -93.92 -99.68 -88.16
43 -82.40 -82.40 -82.40
44 -82.40 -82.40 -82.40
45 -82.23 -82.23 -82.23
46 -82.23 -82.23 -82.23
47 -93.14 -98.60 -87.69
48 -93.07 -98.48 -87.65
49 -94.31 -98.95 -88.22
50 -94.31 -98.95 -88.22
51 -94.31 -98.95 -88.03
52 -94.31 -96.63 -91.17
53 -94.28 -98.41 -88.01
54 -94.28 -98.41 -88.01
55 -94.28 -102.55 -94.28
56 -98.11 -102.69 -90.69
57 -98.11 -102.69 -90.69
58 -98.11 -102.69 -90.69
59 -98.11 -102.69 -90.69
60 -97.93 -102.41 -90.69
61 -97.93 -102.41 -90.69
62 -97.93 -102.41 -90.69
63 -97.93 -102.41 -90.41
64 -97.93 -102.41 -90.41
65 -97.36 -102.41 -89.55
66 -96.78 -102.41 -88.67
67 -91.37 -96.69 -85.98
68 -91.37 -96.69 -85.98
69 -91.37 -96.69 -85.98
70 -96.69 -102.13 -88.67
71 -96.69 -102.13 -88.67
72 -96.69 -102.13 -88.67
73 -96.69 -102.13 -88.67
74 -96.69 -102.13 -88.67
75 -96.69 -102.09 -88.58
76 -96.69 -102.09 -88.58
77 -96.69 -102.09 -88.58
78 -91.37 -102.00 -80.23
79 -91.37 -101.62 -80.23
80 -91.37 -101.62 -80.23
81 -91.37 -98.02 -80.23
82 -90.20 -98.02 -80.23
83 -90.20 -98.02 -80.23
84 -90.20 -98.02 -80.23
85 -90.20 -93.62 -80.23
86 -90.20 -93.62 -80.23
87 -90.03 -93.62 -80.23
88 -90.03 -92.72 -82.68
89 -90.03 -92.72 -82.68
90 -90.03 -92.72 -82.68
91 -90.03 -93.04 -90.03
92 -90.03 -93.04 -90.03
93 -90.03 -93.04 -90.03
94 -90.03 -93.04 -90.03
95 -90.03 -93.04 -90.03
96 -91.54 -93.19 -87.53
97 -91.38 -93.19 -87.29
98 -91.38 -93.19 -87.27
99 -89.42 -90.54 -86.56
100 -89.23 -90.26 -86.56
101 -89.23 -90.26 -86.56
102 -89.23 -90.26 -86.56
103 -89.23 -89.90 -86.56
104 -89.23 -89.90 -86.56
105 -88.87 -89.89 -86.03
106 -88.87 -89.89 -86.03
107 -88.67 -89.59 -86.03
108 -88.67 -89.43 -86.03
109 -88.67 -89.43 -86.02
110 -88.67 -89.43 -86.02
111 -88.67 -89.43 -86.02
112 -88.67 -89.43 -86.02
113 -88.67 -89.43 -86.02
114 -87.00 -89.43 -83.52
115 -86.49 -89.43 -82.76
116 -86.49 -89.43 -82.76
117 -88.93 -88.93 -84.05
118 -86.41 -89.32 -82.76
119 -86.41 -89.32 -82.76
120 -86.41 -89.32 -82.76
121 -86.41 -89.32 -82.76
122 -86.41 -89.32 -82.76
123 -86.41 -89.10 -82.76
