ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	first_front	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	pareto_fronts	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
100.0	13.42	235.92	170.2	1	0	30	100	18.0	566.0	416.0	100	10.0	86.0	62.0	24	0	0	119.78005909919739	80	119.78005909919739	50	37.5	
99.2125	13.4875	226.775	163.3875	2	1	52	170	18	566	416	42	9	68	50	24	0	0	234.3045129776001	160	354.0845720767975	103	35.625	
101.4125	12.7625	203.275	145.5375	3	2	70	170	18	437	299	59	9	68	50	29	0	0	281.0066111087799	240	635.0911831855774	161	32.91666666666667	
103.7	12.8625	212.775	151.775	3	3	88	171	20	437	299	68	9	68	50	29	0	0	314.9095289707184	320	950.0007121562958	219	31.5625	
105.1375	12.9	217.35	154.55	2	4	110	171	20	437	299	66	9	69	52	30	0	0	241.87284684181213	400	1191.873558998108	273	31.75	
109.0	12.6	206.175	146.6375	2	5	125	215	20	437	299	66	9	69	52	31	0	0	271.5505976676941	480	1463.424156665802	334	30.41666666666667	
112.275	12.5125	211.6125	150.5125	3	6	141	215	17	437	316	66	9	69	52	29	0	0	221.3886330127716	560	1684.8127896785736	394	29.64285714285714	
112.7625	12.35	200.1375	142.35	3	7	159	215	16	437	299	66	9	69	52	27	0	0	181.67482471466064	640	1866.4876143932343	451	29.53125	
114.3875	12.2625	190.55	135.5125	3	8	169	215	20	529	382	66	9	69	52	25	0	0	283.45761585235596	720	2149.94523024559	517	28.194444444444443	
117.85	12.0875	181.525	129.35	2	9	178	215	20	529	382	66	9	69	52	25	0	0	182.2548532485962	800	2332.2000834941864	583	27.125	
120.7875	11.6875	163.5	116.75	3	10	184	215	16	433	299	24	9	69	52	27	0	0	157.21733784675598	880	2489.4174213409424	652	25.909090909090907	
122.275	11.625	155.8	111.1375	4	11	191	215	16	433	299	24	9	69	52	26	0	0	96.62750458717346	960	2586.044925928116	720	25.0	
118.3	11.45	144.65	103.65	2	12	199	160	16	433	299	24	9	69	52	27	0	0	118.12937760353088	1040	2704.1743035316467	787	24.32692307692308	
115.6	11.3375	136.6875	98.35	2	13	212	160	16	433	299	24	9	69	52	25	0	0	115.24507784843445	1120	2819.419381380081	848	24.285714285714292	
103.65	11.325	124.975	90.825	2	14	228	198	16	433	299	24	9	71	53	26	0	0	123.28866958618164	1200	2942.708050966263	900	25.0	
92.1875	11.225	113.5	83.4875	3	15	245	198	16	289	211	24	9	71	53	27	0	0	92.86194729804993	1280	3035.5699982643127	954	25.46875	
82.1875	11.175	108.8125	80.6875	3	16	268	198	16	289	211	24	11	90	69	28	0	0	57.52121829986572	1360	3093.0912165641785	1004	26.17647058823529	
74.8625	11.075	101.8375	75.9875	4	17	282	198	13	158	112	24	11	89	68	25	0	0	83.76864433288574	1440	3176.859860897064	1062	26.25	
77.8125	11.0625	100.35	74.8875	3	18	310	198	13	158	112	24	11	89	68	25	0	0	66.34814047813416	1520	3243.2080013751984	1108	27.105263157894726	
81.575	11.0875	101.55	75.5875	4	19	323	198	13	158	112	24	11	90	69	24	0	0	94.21310710906982	1600	3337.421108484268	1169	26.9375	
91.1875	11.0625	101.75	75.475	4	20	335	198	13	158	112	24	11	80	59	24	0	0	66.69164299964905	1680	3404.1127514839172	1231	26.72619047619048	
99.0	11.05	102.925	76.05	4	21	347	198	12	158	112	24	11	80	59	24	0	0	126.88657927513123	1760	3530.9993307590485	1292	26.590909090909093	
97.3625	11.05	102.375	75.65	4	22	355	198	12	158	112	24	11	80	59	22	0	0	114.7826418876648	1840	3645.7819726467133	1356	26.304347826086953	
95.1875	11.05	101.9875	75.4375	4	23	366	198	12	158	112	24	11	80	59	21	0	0	103.94333624839783	1920	3749.725308895111	1419	26.09375	
92.625	11.0625	101.825	75.4	6	24	381	198	12	158	112	24	11	80	59	19	0	0	92.66059875488281	2000	3842.385907649994	1477	26.14999999999999	
91.8	11.075	102.75	76.025	3	25	395	145	12	158	112	24	11	80	59	18	0	0	101.94353461265564	2080	3944.3294422626495	1537	26.105769230769226	
88.9625	11.0625	102.1375	75.6875	3	26	414	145	12	158	112	24	11	80	59	18	0	0	56.510119915008545	2160	4000.839562177658	1588	26.48148148148148	
88.9625	11.0625	102.2	75.75	3	27	432	145	12	158	112	24	11	80	59	18	0	0	70.17706203460693	2240	4071.016624212265	1639	26.83035714285714	
86.2625	11.0625	101.8625	75.6125	3	28	459	145	12	158	112	24	11	80	59	18	0	0	32.24313688278198	2320	4103.259761095047	1682	27.5	
82.2125	11.0625	101.35	75.375	7	29	481	145	12	158	112	24	11	80	59	17	0	0	112.84803557395935	2400	4216.107796669006	1729	27.95833333333333	
71.25	11.0625	100.25	74.8875	3	30	501	132	12	162	114	24	11	90	69	18	0	0	50.4410662651062	2480	4266.548862934113	1778	28.30645161290323	
59.1	11.025	96.5625	72.7	4	31	518	132	12	162	114	24	11	90	69	16	0	0	47.99325132369995	2560	4314.5421142578125	1824	28.75	
65.85	11.025	97.7125	73.3375	5	32	542	132	12	162	114	24	11	90	69	19	0	0	135.21739220619202	2640	4449.7595064640045	1866	29.318181818181827	
56.4	11.025	96.475	72.675	2	33	559	132	12	162	114	24	11	90	69	21	0	0	96.18377137184143	2720	4545.943277835846	1915	29.595588235294116	
51.0	11.0	94.5625	71.4875	2	34	585	132	11	122	88	24	11	90	69	17	0	0	35.66905450820923	2800	4581.612332344055	1955	30.17857142857143	
52.35	11.0	94.7	71.5125	4	35	611	132	11	122	88	24	11	90	69	16	0	0	42.1038134098053	2880	4623.7161457538605	2000	30.555555555555557	
51.0	10.9875	94.6	71.2875	4	36	633	132	11	122	88	24	10	86	63	17	0	0	46.75841045379639	2960	4670.474556207657	2046	30.878378378378386	
28.05	10.9875	91.7625	69.5375	2	37	654	132	11	105	77	24	10	86	63	13	0	0	35.29739737510681	3040	4705.771953582764	2076	31.71052631578948	
25.35	11.0	91.9875	69.55	4	38	681	132	11	105	77	24	11	90	69	14	0	0	23.762940168380737	3120	4729.534893751144	2105	32.53205128205127	
24.1	11.0	92.4	69.725	1	39	714	32	11	114	85	24	11	90	69	16	0	0	31.82788872718811	3200	4761.3627824783325	2140	33.125	
24.1	11.0	92.6	69.775	1	40	743	32	11	114	85	24	11	90	69	14	0	0	33.11393070220947	3280	4794.476713180542	2174	33.71951219512195	
24.1	11.0	92.75	69.8125	3	41	772	32	11	114	85	24	11	90	69	11	0	0	28.405693531036377	3360	4822.882406711578	2210	34.22619047619048	
24.1	11.0	92.25	69.6875	3	42	800	32	11	114	85	24	11	90	69	16	0	0	34.31931924819946	3440	4857.201725959778	2247	34.68023255813954	
24.1	11.0	92.45	69.7375	5	43	825	32	11	114	85	24	11	90	69	18	0	0	44.020830154418945	3520	4901.222556114197	2284	35.113636363636374	
24.1	11.0	92.25	69.6875	4	44	851	32	11	114	85	24	11	90	69	19	0	0	39.35868215560913	3600	4940.581238269806	2325	35.41666666666666	
24.0	11.0	91.7	69.425	8	45	878	24	11	94	70	24	11	90	69	18	0	0	35.018288135528564	3680	4975.5995264053345	2360	35.86956521739131	
24.0	11.0	91.75	69.4375	2	46	905	24	11	94	70	24	11	90	69	16	0	0	29.03950333595276	3760	5004.639029741287	2392	36.38297872340426	
24.0	11.0	92.2	69.55	3	47	929	24	11	94	70	24	11	90	69	16	0	0	45.68304204940796	3840	5050.322071790695	2432	36.66666666666667	
24.0	11.0	92.0	69.5	4	48	957	24	11	94	70	24	11	90	69	13	0	0	34.12151312828064	3920	5084.443584918976	2469	37.015306122448976	
24.0	11.0	91.85	69.4625	7	49	984	24	11	94	70	24	11	90	69	11	0	0	31.269789218902588	4000	5115.713374137878	2503	37.425	
