generation median_fitness fitness_25perc fitness_75perc
0 -268.9104278785069 -269.0861144193788 -268.74128439855355
1 -269.26180096025075 -305.52310097452886 -268.9104278785069
2 -266.3998417273362 -305.7185560757679 -212.54313432049494
3 -266.3998417273362 -305.7185560757679 -183.99609304266409
4 -239.0833763276789 -266.52451404009463 -164.96550225748578
5 -159.64674228191421 -201.40614045504913 -156.75610511409454
6 -156.944507110112 -196.8847894392541 -156.69373488348455
7 -156.8177676972458 -195.5353789766348 -150.7254996518102
8 -156.8177676972458 -195.5353789766348 -148.14873603685817
9 -148.3445462030435 -166.75054927520716 -146.545573097416
10 -145.42295630575092 -166.2314983166417 -141.52558183861038
11 -144.97174739546494 -162.872993900027 -133.88777061357342
12 -141.90563401037355 -162.3174547867618 -133.88777061357342
13 -141.38027485703736 -156.29586665494122 -130.26629758968662
14 -141.01687938941456 -150.78401288476886 -130.26629758968662
15 -137.22961144050396 -149.62158679306373 -130.26629758968662
16 -135.2192182313389 -148.83166460550774 -129.52796409516867
17 -131.12577370046148 -147.87676204921829 -128.89436412900886
18 -131.0821896769164 -137.55186945542937 -128.8564517357839
19 -129.04590544290562 -134.5434473393385 -126.35557311065274
20 -127.99221163540409 -131.8338930754432 -126.35557311065274
21 -124.41215840462075 -127.42372888635005 -119.55375984413998
22 -121.77961145076128 -126.2107315524476 -119.45784862983913
23 -120.84179968639022 -125.09148380287601 -115.7304762110149
24 -120.34962200237723 -122.15260611864596 -115.7304762110149
25 -120.34962200237723 -122.15260611864596 -115.09318009603652
26 -120.18652909332238 -120.93771090069106 -115.08371260417626
27 -120.18652909332238 -120.93771090069106 -115.08371260417626
28 -118.4590711620675 -120.93771090069106 -112.33920912620692
29 -118.4590711620675 -120.93771090069106 -108.83892083657761
30 -117.48534892047685 -120.93771090069106 -108.41058610658132
31 -117.48534892047685 -120.93771090069106 -106.93478205727139
32 -116.30639637383902 -120.488453235988 -106.93478205727139
33 -116.29928726601528 -120.488453235988 -106.83497793523989
34 -113.97158703581088 -119.57030645205501 -106.78190595563458
35 -112.3567242035665 -119.57030645205501 -106.78190595563458
36 -112.3567242035665 -119.57030645205501 -106.78190595563458
37 -110.40957552761293 -117.64183894310528 -106.5814408903759
38 -110.40957552761293 -116.76659605826322 -106.02662954231863
39 -110.19474557412813 -116.76659605826322 -105.6597529976691
40 -110.19474557412813 -116.76659605826322 -105.1815849504199
41 -110.19474557412813 -116.21027007187132 -105.06697103422943
42 -110.19474557412813 -116.21027007187132 -105.06697103422943
43 -109.31405909045806 -116.21027007187132 -104.66738953734932
44 -109.11036552774671 -116.11193861873659 -104.05826335613001
45 -108.61784126612446 -116.11193861873659 -104.05826335613001
46 -108.50032705556839 -116.11193861873659 -103.38255124839867
47 -106.54051202755701 -115.38328602864532 -102.08766114758748
48 -106.54051202755701 -115.38328602864532 -102.08766114758748
49 -106.54051202755701 -115.30665743108645 -101.74822390687706
50 -106.54051202755701 -115.30665743108645 -101.74822390687706
51 -106.54051202755701 -115.30665743108645 -101.6282311704069
52 -106.33519043871813 -115.30665743108645 -101.29507246644971
53 -106.33519043871813 -114.8874036963521 -101.29507246644971
54 -106.33519043871813 -114.62989332174855 -101.29507246644971
55 -105.81377681181374 -114.62989332174855 -101.29507246644971
56 -105.81377681181374 -114.62989332174855 -101.29507246644971
57 -105.81377681181374 -114.62989332174855 -101.29507246644971
58 -104.79315808282357 -114.62989332174855 -101.1984616502186
59 -104.79315808282357 -110.9287501269001 -101.1984616502186
60 -104.79315808282357 -110.9287501269001 -101.1984616502186
61 -104.43165197420386 -110.84726991238671 -101.07616032395458
62 -104.43165197420386 -110.84726991238671 -101.02085558662722
63 -104.43165197420386 -110.84726991238671 -101.02085558662722
64 -104.43165197420386 -110.84726991238671 -101.02085558662722
65 -104.00805558041735 -109.17573743614523 -100.79827804195415
66 -104.00805558041735 -109.17573743614523 -100.35662298335767
67 -104.00805558041735 -108.89657308565245 -100.35662298335767
68 -104.00805558041735 -108.82979300658458 -100.35662298335767
69 -104.00805558041735 -108.82979300658458 -100.29714372813183
70 -104.00805558041735 -108.803420718085 -100.29714372813183
71 -103.99808596312214 -108.803420718085 -100.29714372813183
72 -103.50423090000353 -108.803420718085 -100.29714372813183
73 -103.50423090000353 -108.77760760813415 -100.29714372813183
74 -103.49399957483232 -108.77731609406769 -100.22573140787978
75 -103.31018532681657 -108.77731609406769 -100.22573140787978
76 -103.31018532681657 -108.77731609406769 -100.22573140787978
77 -103.28291974482022 -108.77731609406769 -100.21908452842054
78 -103.28291974482022 -108.77731609406769 -100.21908452842054
79 -103.16059280593797 -108.77731609406769 -100.21908452842054
80 -103.16059280593797 -108.77731609406769 -100.2102612091203
81 -103.16059280593797 -108.77731609406769 -100.2102612091203
82 -103.12680320273367 -108.77731609406769 -100.10373756689798
