Y_mean,Y_std
9.000000001820991,0.9999999842106809
8.937280001922158,1.0050193867692407
8.811840002057517,1.0101088887491434
8.623680002226642,1.015330471555618
8.372800002429104,1.0207448093445375
8.05920000266448,1.0264112066504436
7.682880002932348,1.0323875069348771
7.243840003232271,1.0387299763754736
6.742080003563724,1.0454931674482721
6.17760000392283,1.052729767132496
5.550400004315378,1.0604904346586772
4.860480005598951,1.0688236291722986
4.107840045798104,1.0777752489322296
3.292481495021391,1.0873825144080593
2.4144413344135596,1.0975430987580685
1.4743652959928295,1.1063023348515582
0.4783227998379275,1.0997799242882034
-0.5455203975663482,1.0357350375177106
-1.5219989064546229,0.8574043098836949
-2.3140362029034938,0.565400423288999
-2.7674770081179028,0.37098886976972295
-2.782247337289279,0.6077552484033227
-2.3364713754957696,0.9534698718581367
-1.4929874245770896,1.1934512510759256
-0.3839289839714029,1.2706813032973758
0.832576761691199,1.2119493371096393
2.0333477107500957,1.1029278312427673
3.173201607991005,1.006318060278342
4.250335506660421,0.9309400548266833
5.26474940536452,0.882325253191234
6.2164433041031035,0.8650719268664507
7.10541720287589,0.8810971253949917
7.931671101682377,0.9287486040926972
8.69520500052139,1.00359499517868
9.396018899389874,1.1001577062754877
