generation median_fitness fitness_25perc fitness_75perc
0 -989.8908413161622 -991.5232584473547 -988.5924128771453
1 -243.9599761995992 -243.963575163383 -243.959258829245
2 -243.73813248002807 -243.74162099770706 -164.3570674083242
3 -155.3817611830079 -243.28105919722782 -148.80591804995157
4 -155.3817611830079 -243.19876233853932 -136.67764711882597
5 -136.67712899203696 -150.69168195407957 -129.55999815039607
6 -129.18667422727387 -148.82279838929446 -127.18864243086907
7 -127.18931078084451 -129.18755516733523 -126.152906247074
8 -127.18931078084451 -129.18755516733523 -126.152906247074
9 -127.18931078084451 -128.95990645616834 -126.152906247074
10 -126.96521647075377 -127.9577198763717 -125.8462153671355
11 -126.45163544899405 -126.97365732867394 -125.48978175049436
12 -126.45163544899405 -126.97365732867394 -125.48978175049436
13 -124.78996159757976 -125.70682362013073 -117.15462628120935
14 -119.22338415040306 -125.02148613522328 -114.49542201114436
15 -119.22338415040306 -121.06094829350499 -114.49542201114436
16 -115.22429657391308 -121.06094829350499 -110.70796209240855
17 -114.30790527233526 -118.25736414071307 -108.49827937809815
18 -112.20513767476201 -118.25716891761749 -107.64808820641109
19 -112.20513767476201 -118.09915915395658 -107.64808820641109
20 -109.12340110977914 -115.79502044524371 -104.61900619648185
21 -107.31874007305555 -112.51314749511458 -102.39256076720687
22 -104.87059750666984 -110.50747064174027 -101.48882800800244
23 -102.86633150682971 -109.46462643267738 -101.40294842531488
24 -102.82565031156727 -109.46462643267738 -99.53435269359453
25 -102.57969016044198 -109.46462643267738 -99.47587577652989
26 -102.46273632631271 -109.46462643267738 -97.09718790939844
27 -100.02111707320327 -105.39895976696707 -95.96626469899091
28 -98.95219164621969 -105.39895976696707 -95.94309466346992
29 -97.61465885909462 -103.53024112512173 -95.1374826326606
30 -97.61465885909462 -103.19077354855632 -94.56359325796193
31 -96.68351098702031 -100.31493916265514 -94.56359325796193
32 -96.02428774336727 -100.26896969410788 -93.15054182809672
33 -95.36345643498824 -96.89136076996499 -93.15054182809672
34 -93.12745029539175 -96.56706637353777 -90.47616270743177
35 -93.12560633217122 -96.56706637353777 -90.47616270743177
36 -92.79041502376037 -95.4623747476472 -90.44497266968156
37 -91.79680395479446 -94.55920134143179 -90.37462715431627
38 -91.79680395479446 -94.55920134143179 -90.37462715431627
39 -91.34317232590206 -94.55136254188724 -90.22387638355335
40 -90.69735722052543 -94.15235169884143 -88.8721339227481
41 -90.69735722052543 -94.15235169884143 -88.8721339227481
42 -90.69735722052543 -94.15235169884143 -88.8721339227481
43 -90.69735722052543 -94.15235169884143 -88.8721339227481
44 -90.64532387288813 -93.90795614237123 -88.8721339227481
45 -89.49475957642741 -93.88545632234215 -83.38017783692118
46 -89.40691791326722 -93.78594858066785 -83.38017783692118
47 -89.40691791326722 -92.01858468095021 -83.38017783692118
48 -89.2668246741407 -91.97466384937012 -83.38017783692118
49 -89.2668246741407 -91.97466384937012 -82.79997341774863
50 -87.33677806633662 -91.79626047048754 -82.79997341774863
51 -86.4983821055652 -91.31429314263505 -82.72114231411288
52 -86.4983821055652 -91.31429314263505 -82.71045748769896
53 -86.4983821055652 -91.31429314263505 -81.2044234617992
54 -86.126795084244 -90.11021609750163 -81.2044234617992
55 -85.68559793935839 -89.88299788703584 -81.2044234617992
56 -85.16488439243705 -89.86759564039816 -81.2044234617992
57 -85.16488439243705 -89.19365101136435 -80.52032440439035
58 -85.16488439243705 -88.49303520016699 -80.43185335707965
