ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	first_front	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	pareto_fronts	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
100.0	14.25925925925926	266.037037037037	189.16666666666666	2	0	26	100	25.0	601.0	430.0	100	10.0	70.0	51.0	24	0	0	6878.490766525269	80	6878.490766525269	54	32.5	
101.2625	14.1	277.4	197.125	2	1	51	163	25	825	598	77	10	70	51	30	0	0	267.5833535194397	160	7146.074120044708	105	34.375	
100.925	12.85	216.0	154.5125	2	2	69	163	25	825	598	77	10	73	54	29	0	0	261.35137391090393	240	7407.425493955612	162	32.5	
99.875	12.3875	185.9125	132.4375	2	3	90	110	25	644	452	68	10	63	47	30	0	0	80.5780770778656	320	7488.003571033478	217	32.1875	
99.8125	12.1875	169.125	121.1375	3	4	104	164	25	408	283	61	10	73	54	30	0	0	36.30733370780945	400	7524.310904741287	279	30.25	
103.975	11.8625	157.8375	113.225	3	5	110	164	25	408	283	67	10	71	53	26	0	0	46.08210754394531	480	7570.3930122852325	348	27.5	
108.325	11.575	140.575	100.9875	3	6	120	164	25	408	283	81	10	70	53	29	0	0	25.653648138046265	560	7596.046660423279	414	26.07142857142857	
110.575	11.5375	135.2625	96.875	3	7	133	164	16	277	204	81	10	70	53	29	0	0	57.0312294960022	640	7653.077889919281	477	25.46875	
112.5375	11.4875	129.075	92.2875	3	8	146	209	16	232	162	81	10	71	53	28	0	0	32.46712374687195	720	7685.545013666153	538	25.27777777777777	
114.8125	11.2875	124.325	88.9	3	9	159	209	15	215	149	81	10	71	53	29	0	0	51.86984634399414	800	7737.414860010147	599	25.125	
116.25	11.1875	120.5375	86.325	3	10	171	209	15	215	149	100	10	70	53	30	0	0	31.34623408317566	880	7768.761094093323	663	24.659090909090907	
112.525	11.1125	118.1125	84.65	2	11	181	209	15	215	149	100	10	67	51	30	0	0	28.211081743240356	960	7796.972175836563	728	24.16666666666667	
110.65	10.9625	113.75	81.7375	3	12	190	209	15	215	149	98	10	67	51	28	0	0	27.07792901992798	1040	7824.050104856491	795	23.557692307692307	
108.725	10.8	106.3125	76.7	2	13	201	209	15	214	149	100	10	67	51	27	0	0	29.170175075531006	1120	7853.220279932022	858	23.39285714285714	
107.7875	10.8875	106.525	76.8125	2	14	210	209	14	201	141	100	10	66	50	26	0	0	26.315951824188232	1200	7879.53623175621	920	23.33333333333333	
107.325	10.8625	106.2	76.6	3	15	222	209	14	249	171	98	10	66	50	25	0	0	21.1813702583313	1280	7900.717602014542	981	23.359375	
106.5125	10.8	106.4125	76.75	2	16	235	209	14	249	171	98	10	66	50	25	0	0	21.71432590484619	1360	7922.431927919388	1042	23.382352941176464	
106.925	10.775	105.7125	76.2625	2	17	241	209	14	249	171	98	10	66	50	25	0	0	36.64031934738159	1440	7959.072247266769	1109	22.986111111111114	
107.3375	10.825	108.3125	78.0375	2	18	253	209	14	249	171	98	10	66	50	25	0	0	28.710022687911987	1520	7987.782269954681	1170	23.026315789473685	
105.975	10.8	108.5	78.175	2	19	270	209	14	249	171	98	10	66	50	25	0	0	45.48727083206177	1600	8033.269540786743	1227	23.3125	
106.275	10.8375	111.25	80.0125	2	20	281	209	14	249	171	98	10	66	50	28	0	0	39.92409896850586	1680	8073.193639755249	1292	23.095238095238088	
106.1875	10.9125	113.2875	81.275	2	21	301	209	15	249	171	100	10	66	50	29	0	0	24.255491733551025	1760	8097.4491314888	1347	23.465909090909093	
106.725	10.95	114.275	81.85	3	22	320	209	15	249	171	100	10	66	50	30	0	0	23.55183506011963	1840	8121.00096654892	1402	23.804347826086953	
107.275	11.2	120.3125	85.875	3	23	337	209	16	249	171	100	10	66	50	33	0	0	24.13761878013611	1920	8145.138585329056	1460	23.958333333333343	
107.6625	11.275	122.375	87.2125	2	24	347	209	16	249	171	68	10	69	52	35	0	0	57.169079542160034	2000	8202.307664871216	1523	23.85000000000001	
108.3375	11.425	124.1125	88.375	4	25	367	209	16	249	171	100	10	69	52	35	0	0	34.782448053359985	2080	8237.090112924576	1577	24.182692307692307	
107.9625	11.4875	125.0875	88.9875	3	26	382	209	16	249	171	100	10	69	52	35	0	0	25.150131940841675	2160	8262.240244865417	1638	24.16666666666667	
107.2	11.5125	122.1125	87.0	3	27	403	137	16	234	162	100	10	69	52	34	0	0	36.32446312904358	2240	8298.564707994461	1691	24.50892857142857	
107.3375	11.4875	121.4625	86.5625	4	28	424	137	16	234	162	100	10	69	52	33	0	0	38.571255683898926	2320	8337.13596367836	1743	24.870689655172413	
107.475	11.4625	120.375	85.825	3	29	436	137	16	234	162	100	10	70	52	31	0	0	47.71590256690979	2400	8384.85186624527	1806	24.75	
107.8875	11.275	113.475	81.2	3	30	451	137	16	234	162	100	10	71	53	29	0	0	33.79257297515869	2480	8418.644439220428	1863	24.879032258064512	
107.7	11.225	112.1625	80.325	3	31	466	111	16	234	162	100	10	71	53	28	0	0	47.52754545211792	2560	8466.171984672546	1921	24.9609375	
107.8375	11.0125	108.125	77.65	3	32	483	111	16	234	162	100	10	71	53	26	0	0	17.637110471725464	2640	8483.809095144272	1979	25.037878787878782	
107.975	10.9125	105.8875	76.1875	2	33	494	111	16	234	162	100	10	71	53	25	0	0	29.09560775756836	2720	8512.90470290184	2042	24.92647058823529	
107.975	10.9625	106.125	76.35	2	34	512	111	16	234	162	100	10	71	53	24	0	0	34.97483825683594	2800	8547.879541158676	2100	25.0	
107.7	10.975	107.525	77.325	2	35	531	111	16	234	162	100	10	69	52	26	0	0	27.28792977333069	2880	8575.167470932007	2157	25.10416666666667	
107.6625	11.0375	109.175	78.4	2	36	547	111	17	310	211	97	10	69	52	26	0	0	50.680222511291504	2960	8625.847693443298	2217	25.101351351351354	
107.8	10.9625	107.35	77.1875	2	37	567	111	17	310	211	97	10	69	52	26	0	0	76.21723651885986	3040	8702.064929962158	2271	25.296052631578945	
107.6625	10.975	107.6625	77.4125	2	38	581	111	17	310	211	97	10	69	52	26	0	0	38.90196704864502	3120	8740.966897010803	2332	25.25641025641025	
107.7875	11.0625	108.8375	78.2125	2	39	594	121	17	310	211	97	10	69	52	27	0	0	41.63506770133972	3200	8782.601964712143	2393	25.21875	
107.5125	11.1625	111.0625	79.6875	2	40	613	121	17	310	211	97	10	69	52	29	0	0	46.073631286621094	3280	8828.675595998764	2449	25.33536585365853	
107.1	11.3	114.1375	81.7375	2	41	631	121	17	310	211	97	10	69	52	32	0	0	110.05949282646179	3360	8938.735088825226	2507	25.38690476190476	
107.8125	11.3125	114.5375	81.9625	2	42	645	157	17	310	211	97	10	69	52	32	0	0	54.903728723526	3440	8993.638817548752	2568	25.348837209302317	
107.675	11.3875	115.575	82.6375	2	43	653	157	17	310	211	97	10	69	52	34	0	0	62.36703133583069	3520	9056.005848884583	2635	25.142045454545453	
107.125	11.55	119.725	85.375	2	44	664	157	17	310	211	97	10	71	53	36	0	0	44.448201417922974	3600	9100.454050302505	2699	25.027777777777786	
107.2125	11.55	119.0875	84.9375	2	45	675	157	17	234	162	100	10	71	53	36	0	0	62.0574893951416	3680	9162.511539697647	2763	24.918478260869563	
107.35	11.475	116.0625	82.9125	2	46	689	157	17	231	161	100	10	71	53	35	0	0	77.41291379928589	3760	9239.924453496933	2823	24.920212765957444	
106.9875	11.475	115.7125	82.6875	2	47	697	157	17	231	161	93	10	71	53	36	0	0	42.06158638000488	3840	9281.986039876938	2890	24.739583333333343	
106.9875	11.575	116.35	83.1	2	48	707	157	17	231	161	93	10	71	53	36	0	0	96.55423474311829	3920	9378.540274620056	2955	24.617346938775512	
106.275	11.625	116.6875	83.325	2	49	713	121	17	231	161	93	10	71	53	36	0	0	83.26227712631226	4000	9461.802551746368	3025	24.375	
106.275	11.675	117.6	83.925	2	50	729	121	17	231	161	93	10	71	53	36	0	0	56.5154869556427	4080	9518.318038702011	3085	24.387254901960787	
106.05	11.675	117.575	83.9125	2	51	736	121	17	231	161	93	10	71	53	36	0	0	45.799519777297974	4160	9564.117558479309	3153	24.206730769230774	
105.9625	11.625	116.3625	83.1	2	52	745	121	17	231	161	93	10	71	53	36	0	0	47.74446439743042	4240	9611.86202287674	3218	24.103773584905667	
105.5125	11.6625	116.4	83.125	2	53	765	121	17	231	161	93	10	71	53	35	0	0	87.12678027153015	4320	9698.98880314827	3273	24.236111111111114	
105.1	11.675	116.1375	82.95	2	54	785	121	17	231	161	93	10	71	53	36	0	0	49.544772148132324	4400	9748.533575296402	3328	24.36363636363636	
104.6125	11.675	115.6125	82.575	2	55	805	111	14	186	129	93	10	71	53	35	0	0	42.89685583114624	4480	9791.430431127548	3383	24.48660714285714	
104.3875	11.6375	115.125	82.2875	2	56	814	111	14	186	129	93	10	71	53	36	0	0	87.29184007644653	4560	9878.722271203995	3449	24.364035087719287	
104.3	11.6125	113.8625	81.45	2	57	826	111	14	186	129	93	10	71	53	35	0	0	77.07961201667786	4640	9955.801883220673	3511	24.331896551724142	
104.525	11.6375	113.9875	81.55	2	58	839	111	14	201	140	93	10	71	53	34	0	0	42.847588777542114	4720	9998.649471998215	3573	24.300847457627114	
104.3	11.6625	114.0125	81.55	2	59	856	111	14	201	140	93	10	71	53	34	0	0	57.309831619262695	4800	10055.959303617477	3632	24.33333333333333	
104.4375	11.6125	112.75	80.7125	2	60	872	111	14	201	140	93	10	71	53	34	0	0	81.65938210487366	4880	10137.618685722351	3691	24.36475409836065	
104.2125	11.6125	112.675	80.675	2	61	891	111	14	201	140	93	10	71	53	34	0	0	32.136666774749756	4960	10169.7553524971	3747	24.45564516129032	
104.075	11.6625	113.8125	81.45	2	62	902	111	14	201	140	93	10	69	52	34	0	0	37.08553957939148	5040	10206.840892076492	3811	24.384920634920633	
